N,arrival_rate,method,threshold,max_platoon_size,cases,case_count,optimality_rate,mean_average_delay,median_average_delay,mean_actual_optimality_gap,median_actual_optimality_gap,actual_gap_case_count,actual_gap_availability_rate,bound_check_case_count,bound_violation_count,bound_violation_rate,mean_rule_level_upper_bound,median_rule_level_upper_bound,mean_bound_slack,median_bound_slack,delay_order_check_case_count,delay_order_failure_count,delay_order_failure_rate,mean_number_of_platoons,mean_ordering_variable_count,mean_dimension_reduction_ratio,mean_formation_time_ms,median_formation_time_ms,mean_solve_time_s,mean_end_to_end_time_s,mean_terminal_mip_gap,mean_node_count
12,0.4,CHP,2,NA,20,20,1.0,3.1125,3.0833333333333335,0.06666666666666665,0.0,20,1.0,0,0,,8.25,8.25,,,0,0,,7.3,19.7,0.6351851851851852,0.002088675,0.001958,0.01109095811843872,0.016386336039476323,0.0,58.8
12,0.4,CHP,3,NA,20,20,1.0,3.1166666666666667,3.0833333333333335,0.07083333333333332,0.0,20,1.0,0,0,,18.333333333333332,18.333333333333332,,,0,0,,6.35,14.95,0.7231481481481482,0.00203335,0.0018552500000000001,0.006534171104431152,0.011501618654409265,0.0,17.1
12,0.4,CHP,4,NA,20,20,1.0,3.2666666666666666,3.125,0.2208333333333333,0.0,20,1.0,0,0,,28.416666666666668,28.416666666666668,,,0,0,,5.3,10.55,0.8046296296296296,0.002315475,0.0023032499999999997,0.003657889366149902,0.008366181396273828,0.0,4.9
12,0.4,NP,NA,1,20,20,1.0,3.0458333333333334,3.0833333333333335,0.0,0.0,20,1.0,0,0,,0.0,0.0,,,0,0,,12.0,54.0,0.0,0.0016037249999999999,0.00153475,0.10773696899414062,0.11420855478998897,0.0,2124.9
12,0.4,PP,2,2,20,20,1.0,3.091666666666667,3.0833333333333335,0.04583333333333335,0.0,20,1.0,20,0,0.0,4.5,4.5,4.454166666666667,4.5,20,0,0.0,8.5,27.0,0.5,0.00216525,0.0019955,0.02117389440536499,0.026673880423870328,0.0,186.05
12,0.4,PP,2,3,20,20,1.0,3.1125,3.0833333333333335,0.06666666666666665,0.0,20,1.0,20,0,0.0,6.0,6.0,5.933333333333334,6.0,20,0,0.0,7.3,19.7,0.6351851851851852,0.0023422250000000003,0.0024285,0.011147820949554443,0.016509178555518124,0.0,58.8
12,0.4,PP,2,4,20,20,1.0,3.1125,3.0833333333333335,0.06666666666666665,0.0,20,1.0,20,0,0.0,6.75,6.75,6.683333333333333,6.75,20,0,0.0,7.3,19.7,0.6351851851851852,0.0022604,0.00203825,0.01086195707321167,0.015968995248916533,0.0,58.8
12,0.4,PP,2,5,20,20,1.0,3.1125,3.0833333333333335,0.06666666666666665,0.0,20,1.0,20,0,0.0,6.75,6.75,6.683333333333333,6.75,20,0,0.0,7.3,19.7,0.6351851851851852,0.002182375,0.0020005,0.010704445838928222,0.015915172740177393,0.0,58.8
12,0.4,PP,3,2,20,20,1.0,3.095833333333333,3.0833333333333335,0.05000000000000001,0.0,20,1.0,20,0,0.0,10.0,10.0,9.95,10.0,20,0,0.0,8.15,24.9,0.538888888888889,0.0026278,0.0025440000000000003,0.01617903709411621,0.021432590464842603,0.0,120.9
12,0.4,PP,3,3,20,20,1.0,3.1166666666666667,3.0833333333333335,0.07083333333333332,0.0,20,1.0,20,0,0.0,13.333333333333334,13.333333333333334,13.2625,13.333333333333334,20,0,0.0,6.35,14.95,0.7231481481481482,0.002506725,0.0023435,0.0066331267356872555,0.011683783750490999,0.0,17.1
12,0.4,PP,3,4,20,20,1.0,3.1166666666666667,3.0833333333333335,0.07083333333333332,0.0,20,1.0,20,0,0.0,15.0,15.0,14.929166666666665,15.0,20,0,0.0,6.35,14.95,0.7231481481481482,0.002283,0.00236625,0.00664132833480835,0.011672660431437373,0.0,17.1
12,0.4,PP,3,5,20,20,1.0,3.1166666666666667,3.0833333333333335,0.07083333333333332,0.0,20,1.0,20,0,0.0,15.0,15.0,14.929166666666665,15.0,20,0,0.0,6.35,14.95,0.7231481481481482,0.0022199,0.002236,0.006501412391662598,0.011493580648186707,0.0,17.1
12,0.4,PP,4,2,20,20,1.0,3.191666666666667,3.0833333333333335,0.14583333333333334,0.0,20,1.0,20,0,0.0,15.5,15.5,15.354166666666666,15.5,20,0,0.0,8.1,24.6,0.5444444444444445,0.0023518750000000002,0.0020257499999999998,0.015225088596343994,0.020303379470996856,0.0,114.65
12,0.4,PP,4,3,20,20,1.0,3.2666666666666666,3.125,0.2208333333333333,0.0,20,1.0,20,0,0.0,20.666666666666668,20.666666666666668,20.445833333333333,20.666666666666668,20,0,0.0,5.3,10.55,0.8046296296296296,0.002638175,0.002503,0.0037972450256347655,0.008878921734948206,0.0,4.9
12,0.4,PP,4,4,20,20,1.0,3.2666666666666666,3.125,0.2208333333333333,0.0,20,1.0,20,0,0.0,23.25,23.25,23.029166666666665,23.25,20,0,0.0,5.3,10.55,0.8046296296296296,0.002382825,0.0023785,0.0037595391273498534,0.008624389431310605,0.0,4.9
12,0.4,PP,4,5,20,20,1.0,3.2666666666666666,3.125,0.2208333333333333,0.0,20,1.0,20,0,0.0,23.25,23.25,23.029166666666665,23.25,20,0,0.0,5.3,10.55,0.8046296296296296,0.0022772749999999996,0.00226375,0.003827357292175293,0.008740713778335834,0.0,4.9
