N,arrival_rate,method,threshold,max_platoon_size,cases,case_count,optimality_rate,mean_average_delay,median_average_delay,mean_actual_optimality_gap,median_actual_optimality_gap,actual_gap_case_count,actual_gap_availability_rate,bound_check_case_count,bound_violation_count,bound_violation_rate,mean_rule_level_upper_bound,median_rule_level_upper_bound,mean_bound_slack,median_bound_slack,delay_order_check_case_count,delay_order_failure_count,delay_order_failure_rate,mean_number_of_platoons,mean_ordering_variable_count,mean_dimension_reduction_ratio,mean_formation_time_ms,median_formation_time_ms,mean_solve_time_s,mean_end_to_end_time_s,mean_terminal_mip_gap,mean_node_count
20,0.4,CHP,2,NA,20,20,1.0,5.8475,5.9,0.07499999999999998,0.0,14,0.7,0,0,,16.15,16.15,,,0,0,,9.6,34.25,0.7716666666666667,0.002562375,0.0020105,0.05544688701629639,0.061199935133761055,0.0,1317.95
20,0.4,CHP,3,NA,20,20,1.0,6.035,5.975,0.23928571428571427,0.17499999999999982,14,0.7,0,0,,34.2,34.2,,,0,0,,7.2,19.5,0.8699999999999999,0.00229295,0.00173025,0.017062664031982422,0.02237636510870917,0.0,159.65
20,0.4,CHP,4,NA,20,20,1.0,6.345000000000001,6.35,0.557142857142857,0.4500000000000002,14,0.7,0,0,,52.25,52.25,,,0,0,,6.15,14.1,0.906,0.00262905,0.001943,0.007591462135314942,0.012711304352565098,0.0,34.05
20,0.4,NP,NA,1,20,20,0.7,5.74,5.7,0.0,0.0,14,0.7,0,0,,0.0,0.0,,,0,0,,20.0,150.0,0.0,0.0018668500000000002,0.0013695,17.771206080913544,17.77991629942779,0.07123744981898449,254715.25
20,0.4,PP,2,2,20,20,1.0,5.7625,5.7,0.021428571428571415,0.0,14,0.7,14,0,0.0,8.5,8.5,8.47857142857143,8.5,14,0,0.0,13.0,63.4,0.5773333333333334,0.0026518,0.0019477499999999998,0.31460158824920653,0.3211221635328316,0.0,10032.6
20,0.4,PP,2,3,20,20,1.0,5.8475,5.9,0.07499999999999998,0.0,14,0.7,14,0,0.0,11.05,11.05,10.975,11.05,14,0,0.0,10.9,44.4,0.704,0.002289925,0.001838,0.0951276183128357,0.10103408646606497,0.0,2644.15
20,0.4,PP,2,4,20,20,1.0,5.835,5.9,0.05714285714285713,0.0,14,0.7,14,0,0.0,12.75,12.75,12.692857142857141,12.75,14,0,0.0,10.15,38.6,0.7426666666666667,0.002811025,0.0022305,0.06530853509902954,0.07103114897861221,0.0,1642.35
20,0.4,PP,2,5,20,20,1.0,5.8475,5.9,0.07499999999999998,0.0,14,0.7,14,0,0.0,13.6,13.6,13.525,13.6,14,0,0.0,9.6,34.25,0.7716666666666667,0.0024337,0.00189025,0.05144685506820679,0.05738434238869424,0.0,1317.95
20,0.4,PP,3,2,20,20,1.0,5.7924999999999995,5.7,0.010714285714285676,0.0,14,0.7,14,0,0.0,18.0,18.0,17.989285714285714,18.0,14,0,0.0,12.3,56.7,0.6220000000000001,0.0024555999999999996,0.0018497499999999998,0.18226610422134398,0.18821539360137937,0.0,5544.9
20,0.4,PP,3,3,20,20,1.0,5.9725,5.975,0.17499999999999996,0.17499999999999938,14,0.7,14,0,0.0,23.4,23.4,23.224999999999998,23.225,14,0,0.0,9.65,34.8,0.768,0.00240655,0.001858,0.06044236421585083,0.06627527397441356,0.0,959.45
20,0.4,PP,3,4,20,20,1.0,5.945,5.9,0.1107142857142857,0.0,14,0.7,14,0,0.0,27.0,27.0,26.889285714285712,27.0,14,0,0.0,8.85,29.25,0.805,0.00292575,0.00255375,0.035145771503448484,0.040795664349702714,0.0,446.35
20,0.4,PP,3,5,20,20,1.0,6.035,5.975,0.23928571428571427,0.17499999999999982,14,0.7,14,0,0.0,28.8,28.8,28.560714285714287,28.625,14,0,0.0,7.2,19.5,0.8699999999999999,0.002900875,0.0026015,0.017332613468170166,0.0227609185416379,0.0,159.65
20,0.4,PP,4,2,20,20,1.0,5.8225,5.7,0.05357142857142857,0.0,14,0.7,14,0,0.0,27.5,27.5,27.446428571428573,27.5,14,0,0.0,12.15,55.35,0.631,0.00306545,0.00274675,0.14929355382919313,0.1551080645545147,0.0,4458.75
20,0.4,PP,4,3,20,20,1.0,6.1475,6.074999999999999,0.36071428571428565,0.20000000000000018,14,0.7,14,0,0.0,35.75,35.75,35.38928571428571,35.55,14,0,0.0,9.25,32.1,0.7859999999999999,0.00265225,0.00183775,0.06273677349090576,0.06835299300193107,0.0,779.9
20,0.4,PP,4,4,20,20,1.0,6.235,6.275,0.3999999999999999,0.17499999999999982,14,0.7,14,0,0.0,41.25,41.25,40.85,41.075,14,0,0.0,8.35,26.1,0.826,0.0021474750000000003,0.0018105,0.026109397411346436,0.031518769900988314,0.0,264.8
20,0.4,PP,4,5,20,20,1.0,6.345000000000001,6.35,0.557142857142857,0.4500000000000002,14,0.7,14,0,0.0,44.0,44.0,43.44285714285714,43.55,14,0,0.0,6.15,14.1,0.906,0.002496675,0.00185275,0.007875072956085204,0.012913456870586084,0.0,34.05
