N,L,demand_pattern,arrival_mode,hS,cases,optimal_case_count,mean_vehicle_level_average_delay,ci95_vehicle_level_average_delay,mean_vehicle_level_mip_gap,ci95_vehicle_level_mip_gap,mean_vehicle_level_nodes,ci95_vehicle_level_nodes,mean_vehicle_level_model_construction_seconds,ci95_vehicle_level_model_construction_seconds,mean_vehicle_level_downstream_optimization_seconds,ci95_vehicle_level_downstream_optimization_seconds,mean_vehicle_level_wall_time_seconds,ci95_vehicle_level_wall_time_seconds,statuses
30,4,balanced,poisson,2,5,0,,,0.6300900063608517,0.05995209742180862,29011.0,10267.32871825968,0.011232973821461201,0.003347222263848009,30.000454473495484,0.0003182469668149805,30.01174268759787,0.0036048574409573526,"{""TIME_LIMIT"": 5}"
