scenario,replication,target_dimension_reduction,raw_target_ordering_budget,target_ordering_budget,method_family,method_detail,N,L,counts,demand_pattern,arrival_mode,hF,hS,max_platoon_size,partition,total_platoons,platoons_by_approach,ordering_variables,vehicle_level_ordering_variables,dimension_reduction_fraction,scaled_indexed_bound,indexed_bound,actual_average_gap,actual_gap_le_indexed_bound,vehicle_level_average_delay,vehicle_level_status,vehicle_level_mip_gap,vehicle_level_nodes,vehicle_level_time_to_first_feasible,vehicle_level_model_construction_seconds,vehicle_level_downstream_optimization_seconds,vehicle_level_wall_time_seconds,objective_average_delay,status,mip_gap,nodes,time_to_first_feasible,partition_time_seconds,partition_model_construction_seconds,partition_optimization_seconds,model_construction_seconds,downstream_optimization_seconds,end_to_end_seconds
N30_L4_balanced_poisson_hS2,25,0.25,253,253,proposed_bound_aware,min_Bidx_under_C_budget,30,4,"[8, 8, 7, 7]",balanced,poisson,1,2,4,"[[2, 1, 1, 1, 1, 1, 1], [1, 1, 1, 2, 2, 1], [3, 4], [1, 1, 1, 1, 1, 2]]",21,"[7, 6, 2, 6]",158,337,0.5311572700296736,0,0.0,,,,TIME_LIMIT,0.5382170852076806,34634.0,0.003968954086303711,0.0180637426674366,30.000957012176514,30.01908844523132,4.966666666666667,TIME_LIMIT,0.3262545831885676,69417.0,0.0018570423126220703,0.010947901755571365,0.007277376018464565,0.0035059452056884766,0.0069595156237483025,30.000171184539795,30.01813772600144
N30_L4_balanced_poisson_hS2,25,0.25,253,253,fixed_size_closest_dimension,fixed_size_2,30,4,"[8, 8, 7, 7]",balanced,poisson,1,2,4,"[[2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 1], [2, 2, 2, 1]]",16,"[4, 4, 4, 4]",96,337,0.7151335311572701,909,30.3,,,,TIME_LIMIT,0.5382170852076806,34634.0,0.003968954086303711,0.0180637426674366,30.000957012176514,30.01908844523132,5.166666666666667,OPTIMAL,0.0,5359.0,0.0011451244354248047,6.139278411865234e-05,6.139278411865234e-05,0.0,0.00603245384991169,0.9830920696258545,0.9892405839636922
N30_L4_balanced_poisson_hS2,25,0.25,253,253,threshold_closest_dimension,release_gap_threshold_1,30,4,"[8, 8, 7, 7]",balanced,poisson,1,2,4,"[[2, 1, 1, 1, 1, 1, 1], [1, 1, 1, 2, 2, 1], [4, 3], [1, 1, 1, 1, 1, 2]]",21,"[7, 6, 2, 6]",158,337,0.5311572700296736,0,0.0,,,,TIME_LIMIT,0.5382170852076806,34634.0,0.003968954086303711,0.0180637426674366,30.000957012176514,30.01908844523132,4.7,TIME_LIMIT,0.23655821044415518,78947.0,0.0016369819641113281,0.0001319199800491333,0.0001319199800491333,0.0,0.007096933200955391,30.0001380443573,30.00742025114596
N30_L4_balanced_poisson_hS2,25,0.5,168,168,proposed_bound_aware,min_Bidx_under_C_budget,30,4,"[8, 8, 7, 7]",balanced,poisson,1,2,4,"[[2, 1, 1, 1, 1, 1, 1], [1, 1, 1, 2, 2, 1], [3, 4], [1, 1, 1, 1, 1, 2]]",21,"[7, 6, 2, 6]",158,337,0.5311572700296736,0,0.0,,,,TIME_LIMIT,0.5382170852076806,34634.0,0.003968954086303711,0.0180637426674366,30.000957012176514,30.01908844523132,4.966666666666667,TIME_LIMIT,0.3274515634103911,68778.0,0.00168609619140625,0.01124001294374466,0.007725954055786133,0.003349781036376953,0.006716908887028694,30.001131057739258,30.019142380915582
N30_L4_balanced_poisson_hS2,25,0.5,168,168,fixed_size_closest_dimension,fixed_size_2,30,4,"[8, 8, 7, 7]",balanced,poisson,1,2,4,"[[2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 1], [2, 2, 2, 1]]",16,"[4, 4, 4, 4]",96,337,0.7151335311572701,909,30.3,,,,TIME_LIMIT,0.5382170852076806,34634.0,0.003968954086303711,0.0180637426674366,30.000957012176514,30.01908844523132,5.166666666666667,OPTIMAL,0.0,5359.0,0.0011458396911621094,4.175305366516113e-05,4.175305366516113e-05,0.0,0.006237815134227276,0.9752748012542725,0.9816072806715965
N30_L4_balanced_poisson_hS2,25,0.5,168,168,threshold_closest_dimension,release_gap_threshold_1,30,4,"[8, 8, 7, 7]",balanced,poisson,1,2,4,"[[2, 1, 1, 1, 1, 1, 1], [1, 1, 1, 2, 2, 1], [4, 3], [1, 1, 1, 1, 1, 2]]",21,"[7, 6, 2, 6]",158,337,0.5311572700296736,0,0.0,,,,TIME_LIMIT,0.5382170852076806,34634.0,0.003968954086303711,0.0180637426674366,30.000957012176514,30.01908844523132,4.7,TIME_LIMIT,0.23575371582746682,79179.0,0.001661062240600586,4.655029624700546e-05,4.655029624700546e-05,0.0,0.006643848493695259,30.000138998031616,30.006882988847792
N30_L4_balanced_poisson_hS2,25,0.75,84,84,proposed_bound_aware,min_Bidx_under_C_budget,30,4,"[8, 8, 7, 7]",balanced,poisson,1,2,4,"[[3, 1, 3, 1], [1, 2, 4, 1], [3, 4], [1, 1, 1, 1, 3]]",15,"[4, 4, 2, 5]",82,337,0.7566765578635015,167,5.566666666666666,,,,TIME_LIMIT,0.5382170852076806,34634.0,0.003968954086303711,0.0180637426674366,30.000957012176514,30.01908844523132,4.7,OPTIMAL,0.0,4471.0,0.0011830329895019531,0.01423818338662386,0.007929902523756027,0.006129026412963867,0.0058777108788490295,0.8683791160583496,0.8885505460202694
N30_L4_balanced_poisson_hS2,25,0.75,84,84,fixed_size_closest_dimension,fixed_size_3,30,4,"[8, 8, 7, 7]",balanced,poisson,1,2,4,"[[3, 3, 2], [3, 3, 2], [3, 3, 1], [3, 3, 1]]",12,"[3, 3, 3, 3]",54,337,0.8397626112759644,983,32.766666666666666,,,,TIME_LIMIT,0.5382170852076806,34634.0,0.003968954086303711,0.0180637426674366,30.000957012176514,30.01908844523132,4.8,OPTIMAL,0.0,288.0,0.0008740425109863281,3.9489008486270905e-05,3.9489008486270905e-05,0.0,0.005436004139482975,0.07433891296386719,0.0798655217513442
N30_L4_balanced_poisson_hS2,25,0.75,84,84,threshold_closest_dimension,release_gap_threshold_3,30,4,"[8, 8, 7, 7]",balanced,poisson,1,2,4,"[[3, 1, 3, 1], [1, 2, 4, 1], [4, 3], [1, 1, 2, 3]]",14,"[4, 4, 2, 4]",72,337,0.7863501483679525,219,7.3,,,,TIME_LIMIT,0.5382170852076806,34634.0,0.003968954086303711,0.0180637426674366,30.000957012176514,30.01908844523132,4.7,OPTIMAL,0.0,2810.0,0.0009610652923583984,0.0001094648614525795,0.0001094648614525795,0.0,0.005056730471551418,0.5872399806976318,0.5924541018903255
N30_L4_balanced_poisson_hS2,25,0.9,34,34,proposed_bound_aware,min_Bidx_under_C_budget,30,4,"[8, 8, 7, 7]",balanced,poisson,1,2,4,"[[4, 4], [4, 4], [4, 3], [1, 3, 3]]",9,"[2, 2, 2, 3]",30,337,0.9109792284866469,888,29.6,,,,TIME_LIMIT,0.5382170852076806,34634.0,0.003968954086303711,0.0180637426674366,30.000957012176514,30.01908844523132,7.766666666666667,OPTIMAL,0.0,590.0,0.0001888275146484375,0.04977428540587425,0.007196864113211632,0.04241490364074707,0.004648223519325256,0.07006382942199707,0.12453602626919746
