instance_id,seed,replication,N,L,counts,releases,arrival_rate,h_F,h_S,method,run_role,threshold,delta,max_platoon_size,Pmax,partition,number_of_platoons,ordering_variable_count,vehicle_level_ordering_variable_count,dimension_reduction_ratio,formation_time_ms,formation_repetitions,partition_specific_upper_bound,scaled_partition_specific_upper_bound,rule_level_upper_bound,scaled_rule_level_upper_bound,time_limit_s,threads,status,objective,objective_total_delay,best_bound,terminal_mip_gap,solve_time_s,model_construction_time_s,end_to_end_time_s,node_count,time_to_first_feasible_s,sol_count,np_30s_status,np_30s_objective,np_recovery_status,np_recovery_objective,np_optimal_objective,np_optimal_source,actual_optimality_gap,bound_check_available,bound_valid,bound_slack,delay_order_check_available,np_pp_chp_delay_order_holds,matching_chp_objective,pp_optimal_objective,np_30s_terminal_mip_gap,np_30s_solve_time_s
N20_rate0p4_rep000_seed2254167912808199683,2254167912808199683,0,20,4,"[5, 5, 5, 5]","[[1, 5, 6, 7, 8], [1, 3, 4, 6, 8], [4, 4, 6, 7, 8], [7, 9, 13, 14, 16]]",0.4,1,3,PP,initial_30s,8,8,8,8,"[[5], [5], [5], [5]]",4,6,150,0.96,0.003991,20,9.2,184,109.65,2193,30.0,12,OPTIMAL,9.25,185.0,184.99999999999716,0.0,0.0032100677490234375,0.004058913327753544,0.007322339623812199,1.0,0.0004429817199707031,3,OPTIMAL,8.25,,,8.25,initial_30s,1.0,True,True,108.65,True,True,9.25,9.25,0.0,5.0523741245269775
N20_rate0p7_rep000_seed9486518909980665532,9486518909980665532,0,20,4,"[5, 5, 5, 5]","[[3, 3, 6, 8, 11], [1, 2, 5, 10, 11], [3, 6, 7, 9, 13], [2, 5, 6, 7, 9]]",0.7,1,3,CHP,initial_30s,2,2,,,"[[2, 2, 1], [2, 1, 2], [1, 3, 1], [1, 4]]",11,45,150,0.7,0.0016825,20,1.9,38,14.25,285,30.0,12,OPTIMAL,8.35,167.0,167.0,0.0,0.09708499908447266,0.005058754235506058,0.10220003553723812,2147.0,0.0017480850219726562,4,OPTIMAL,8.35,,,8.35,initial_30s,0.0,False,,,False,,8.35,,,
N20_rate0p7_rep000_seed9486518909980665532,9486518909980665532,0,20,4,"[5, 5, 5, 5]","[[3, 3, 6, 8, 11], [1, 2, 5, 10, 11], [3, 6, 7, 9, 13], [2, 5, 6, 7, 9]]",0.7,1,3,CHP,initial_30s,4,4,,,"[[5], [3, 2], [5], [5]]",5,9,150,0.94,0.0038355,20,12.1,242,50.35,1007,30.0,12,OPTIMAL,9.75,195.0,195.0,0.0,0.004356861114501953,0.003762505017220974,0.008172208756921769,1.0,0.0005309581756591797,2,OPTIMAL,8.35,,,8.35,initial_30s,1.4000000000000004,False,,,False,,9.75,,,
N20_rate0p7_rep000_seed9486518909980665532,9486518909980665532,0,20,4,"[5, 5, 5, 5]","[[3, 3, 6, 8, 11], [1, 2, 5, 10, 11], [3, 6, 7, 9, 13], [2, 5, 6, 7, 9]]",0.7,1,3,CHP,initial_30s,6,6,,,"[[5], [5], [5], [5]]",4,6,150,0.96,0.001477,20,15.3,306,86.45,1729,30.0,12,OPTIMAL,10.85,217.0,216.9999999999995,0.0,0.002925872802734375,0.0034051956608891487,0.006376509477080822,1.0,0.0003838539123535156,1,OPTIMAL,8.35,,,8.35,initial_30s,2.5,False,,,False,,10.85,,,
N20_rate0p7_rep000_seed9486518909980665532,9486518909980665532,0,20,4,"[5, 5, 5, 5]","[[3, 3, 6, 8, 11], [1, 2, 5, 10, 11], [3, 6, 7, 9, 13], [2, 5, 6, 7, 9]]",0.7,1,3,CHP,initial_30s,8,8,,,"[[5], [5], [5], [5]]",4,6,150,0.96,0.004216,20,15.3,306,122.55,2451,30.0,12,OPTIMAL,10.85,217.0,216.9999999999995,0.0,0.0031709671020507812,0.003667420707643032,0.0068863247479591366,1.0,0.0003809928894042969,1,OPTIMAL,8.35,,,8.35,initial_30s,2.5,False,,,False,,10.85,,,
N20_rate0p7_rep000_seed9486518909980665532,9486518909980665532,0,20,4,"[5, 5, 5, 5]","[[3, 3, 6, 8, 11], [1, 2, 5, 10, 11], [3, 6, 7, 9, 13], [2, 5, 6, 7, 9]]",0.7,1,3,NP,initial_30s,,,1,1,"[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]",20,150,150,0.0,0.001217,20,0.0,0,0.0,0,30.0,12,OPTIMAL,8.35,167.0,167.0,0.0,3.8753738403320312,0.00597689114511013,3.8814036275668067,59739.0,0.0013828277587890625,5,OPTIMAL,8.35,,,8.35,initial_30s,0.0,False,,,False,,,,,
N20_rate0p7_rep000_seed9486518909980665532,9486518909980665532,0,20,4,"[5, 5, 5, 5]","[[3, 3, 6, 8, 11], [1, 2, 5, 10, 11], [3, 6, 7, 9, 13], [2, 5, 6, 7, 9]]",0.7,1,3,PP,initial_30s,2,2,2,2,"[[2, 2, 1], [2, 1, 2], [1, 2, 1, 1], [1, 2, 2]]",13,63,150,0.5800000000000001,0.001743,20,1.25,25,7.5,150,30.0,12,OPTIMAL,8.35,167.0,167.0,0.0,0.18089604377746582,0.004997502081096172,0.18594565664604235,7005.0,0.0010499954223632812,5,OPTIMAL,8.35,,,8.35,initial_30s,0.0,True,True,7.5,True,True,8.35,8.35,0.0,3.8753738403320312
N20_rate0p7_rep000_seed9486518909980665532,9486518909980665532,0,20,4,"[5, 5, 5, 5]","[[3, 3, 6, 8, 11], [1, 2, 5, 10, 11], [3, 6, 7, 9, 13], [2, 5, 6, 7, 9]]",0.7,1,3,PP,initial_30s,2,2,4,4,"[[2, 2, 1], [2, 1, 2], [1, 3, 1], [1, 4]]",11,45,150,0.7,0.0016725,20,1.9,38,11.25,225,30.0,12,OPTIMAL,8.35,167.0,167.0,0.0,0.0958399772644043,0.004569443874061108,0.10046212918423175,2147.0,0.0013108253479003906,4,OPTIMAL,8.35,,,8.35,initial_30s,0.0,True,True,11.25,True,True,8.35,8.35,0.0,3.8753738403320312
N20_rate0p7_rep000_seed9486518909980665532,9486518909980665532,0,20,4,"[5, 5, 5, 5]","[[3, 3, 6, 8, 11], [1, 2, 5, 10, 11], [3, 6, 7, 9, 13], [2, 5, 6, 7, 9]]",0.7,1,3,PP,initial_30s,2,2,6,6,"[[2, 2, 1], [2, 1, 2], [1, 3, 1], [1, 4]]",11,45,150,0.7,0.001788,20,1.9,38,12.0,240,30.0,12,OPTIMAL,8.35,167.0,167.0,0.0,0.09539198875427246,0.004432558082044125,0.09987607863767195,2147.0,0.0008778572082519531,4,OPTIMAL,8.35,,,8.35,initial_30s,0.0,True,True,12.0,True,True,8.35,8.35,0.0,3.8753738403320312
N20_rate0p7_rep000_seed9486518909980665532,9486518909980665532,0,20,4,"[5, 5, 5, 5]","[[3, 3, 6, 8, 11], [1, 2, 5, 10, 11], [3, 6, 7, 9, 13], [2, 5, 6, 7, 9]]",0.7,1,3,PP,initial_30s,2,2,8,8,"[[2, 2, 1], [2, 1, 2], [1, 3, 1], [1, 4]]",11,45,150,0.7,0.004441,20,1.9,38,12.75,255,30.0,12,OPTIMAL,8.35,167.0,167.0,0.0,0.09400200843811035,0.004698770120739937,0.09875523437507486,2147.0,0.0008940696716308594,4,OPTIMAL,8.35,,,8.35,initial_30s,0.0,True,True,12.75,True,True,8.35,8.35,0.0,3.8753738403320312
N20_rate0p7_rep000_seed9486518909980665532,9486518909980665532,0,20,4,"[5, 5, 5, 5]","[[3, 3, 6, 8, 11], [1, 2, 5, 10, 11], [3, 6, 7, 9, 13], [2, 5, 6, 7, 9]]",0.7,1,3,PP,initial_30s,4,4,2,2,"[[2, 2, 1], [2, 1, 2], [2, 2, 1], [2, 2, 1]]",12,54,150,0.64,0.001527,20,4.7,94,26.5,530,30.0,12,OPTIMAL,8.35,167.0,167.0,0.0,0.11073017120361328,0.004248490557074547,0.11502492949717236,2927.0,0.0008511543273925781,5,OPTIMAL,8.35,,,8.35,initial_30s,0.0,True,True,26.5,True,True,9.75,8.35,0.0,3.8753738403320312
N20_rate0p7_rep000_seed9486518909980665532,9486518909980665532,0,20,4,"[5, 5, 5, 5]","[[3, 3, 6, 8, 11], [1, 2, 5, 10, 11], [3, 6, 7, 9, 13], [2, 5, 6, 7, 9]]",0.7,1,3,PP,initial_30s,4,4,4,4,"[[4, 1], [3, 2], [4, 1], [4, 1]]",8,24,150,0.84,0.0044765,20,7.9,158,39.75,795,30.0,12,OPTIMAL,9.75,195.0,195.0,0.0,0.03178811073303223,0.004226336255669594,0.0360693601940527,240.0,0.0007281303405761719,6,OPTIMAL,8.35,,,8.35,initial_30s,1.4000000000000004,True,True,38.35,True,True,9.75,9.75,0.0,3.8753738403320312
N20_rate0p7_rep000_seed9486518909980665532,9486518909980665532,0,20,4,"[5, 5, 5, 5]","[[3, 3, 6, 8, 11], [1, 2, 5, 10, 11], [3, 6, 7, 9, 13], [2, 5, 6, 7, 9]]",0.7,1,3,PP,initial_30s,4,4,6,6,"[[5], [3, 2], [5], [5]]",5,9,150,0.94,0.004231,20,12.1,242,42.4,848,30.0,12,OPTIMAL,9.75,195.0,195.0,0.0,0.004338979721069336,0.004079654812812805,0.008470714093798161,1.0,0.00048804283142089844,2,OPTIMAL,8.35,,,8.35,initial_30s,1.4000000000000004,True,True,41.0,True,True,9.75,9.75,0.0,3.8753738403320312
N20_rate0p7_rep000_seed9486518909980665532,9486518909980665532,0,20,4,"[5, 5, 5, 5]","[[3, 3, 6, 8, 11], [1, 2, 5, 10, 11], [3, 6, 7, 9, 13], [2, 5, 6, 7, 9]]",0.7,1,3,PP,initial_30s,4,4,8,8,"[[5], [3, 2], [5], [5]]",5,9,150,0.94,0.0015025,20,12.1,242,45.05,901,30.0,12,OPTIMAL,9.75,195.0,195.0,0.0,0.004381895065307617,0.0032700924202799797,0.007697631881656647,1.0,0.00041794776916503906,2,OPTIMAL,8.35,,,8.35,initial_30s,1.4000000000000004,True,True,43.65,True,True,9.75,9.75,0.0,3.8753738403320312
N20_rate0p7_rep000_seed9486518909980665532,9486518909980665532,0,20,4,"[5, 5, 5, 5]","[[3, 3, 6, 8, 11], [1, 2, 5, 10, 11], [3, 6, 7, 9, 13], [2, 5, 6, 7, 9]]",0.7,1,3,PP,initial_30s,6,6,2,2,"[[2, 2, 1], [2, 2, 1], [2, 2, 1], [2, 2, 1]]",12,54,150,0.64,0.004818,20,7.9,158,45.5,910,30.0,12,OPTIMAL,8.35,167.0,167.0,0.0,0.10091400146484375,0.0043105026707053185,0.10528196328143406,1340.0,0.0008909702301025391,3,OPTIMAL,8.35,,,8.35,initial_30s,0.0,True,True,45.5,True,True,10.85,8.35,0.0,3.8753738403320312
N20_rate0p7_rep000_seed9486518909980665532,9486518909980665532,0,20,4,"[5, 5, 5, 5]","[[3, 3, 6, 8, 11], [1, 2, 5, 10, 11], [3, 6, 7, 9, 13], [2, 5, 6, 7, 9]]",0.7,1,3,PP,initial_30s,6,6,4,4,"[[4, 1], [4, 1], [4, 1], [4, 1]]",8,24,150,0.84,0.004251,20,11.1,222,68.25,1365,30.0,12,OPTIMAL,10.45,209.0,209.0,0.0,0.024708986282348633,0.004353398457169533,0.02911802239389515,338.0,0.0007061958312988281,3,OPTIMAL,8.35,,,8.35,initial_30s,2.0999999999999996,True,True,66.15,True,True,10.85,10.45,0.0,3.8753738403320312
N20_rate0p7_rep000_seed9486518909980665532,9486518909980665532,0,20,4,"[5, 5, 5, 5]","[[3, 3, 6, 8, 11], [1, 2, 5, 10, 11], [3, 6, 7, 9, 13], [2, 5, 6, 7, 9]]",0.7,1,3,PP,initial_30s,6,6,6,6,"[[5], [5], [5], [5]]",4,6,150,0.96,0.0016225,20,15.3,306,72.8,1456,30.0,12,OPTIMAL,10.85,217.0,216.9999999999995,0.0,0.0034499168395996094,0.0035102637484669685,0.007010322200236321,1.0,0.0004699230194091797,1,OPTIMAL,8.35,,,8.35,initial_30s,2.5,True,True,70.3,True,True,10.85,10.85,0.0,3.8753738403320312
N20_rate0p7_rep000_seed9486518909980665532,9486518909980665532,0,20,4,"[5, 5, 5, 5]","[[3, 3, 6, 8, 11], [1, 2, 5, 10, 11], [3, 6, 7, 9, 13], [2, 5, 6, 7, 9]]",0.7,1,3,PP,initial_30s,6,6,8,8,"[[5], [5], [5], [5]]",4,6,150,0.96,0.0014675,20,15.3,306,77.35,1547,30.0,12,OPTIMAL,10.85,217.0,216.9999999999995,0.0,0.003370046615600586,0.0037693148478865623,0.00718615363922596,1.0,0.0003790855407714844,1,OPTIMAL,8.35,,,8.35,initial_30s,2.5,True,True,74.85,True,True,10.85,10.85,0.0,3.8753738403320312
