N,L,demand_pattern,arrival_mode,target_dimension_reduction,method_family,cases,mean_end_to_end_seconds,ci95_end_to_end_seconds,mean_partition_time_seconds,ci95_partition_time_seconds,mean_model_construction_seconds,ci95_model_construction_seconds,mean_downstream_optimization_seconds,ci95_downstream_optimization_seconds,mean_actual_average_gap,ci95_actual_average_gap,mean_indexed_bound,ci95_indexed_bound,mean_ordering_variables,ci95_ordering_variables,mean_nodes,ci95_nodes,actual_gap_case_count,statuses,all_actual_gaps_within_bound
30,4,balanced,poisson,0.25,fixed_size_closest_dimension,5,14.490270203724503,7.631670126948089,3.3575482666492464e-05,1.4206005117611988e-05,0.006005508080124855,0.00021374165677010145,14.484176111221313,7.631743711064339,,,20.893333333333334,4.877009710422519,96.0,0.0,52935.4,26184.43785705578,0,"{""OPTIMAL"": 5}",N/A
30,4,balanced,poisson,0.25,proposed_bound_aware,5,18.974784799478947,13.278405813182829,0.010847624391317368,0.00034196382516604924,0.0058661531656980515,0.0005979384689796852,18.958016395568848,13.277678769999163,,,0.0,0.0,126.6,35.02098251048933,58091.6,29453.58072532329,0,"{""OPTIMAL"": 2, ""TIME_LIMIT"": 3}",N/A
30,4,balanced,poisson,0.25,threshold_closest_dimension,5,30.008341655507685,0.0005109372104876996,8.298736065626144e-05,3.389721693173321e-05,0.007918787002563477,0.000543729690160321,30.00028395652771,0.00014674497962903772,,,0.0,0.0,207.6,30.89472343297476,54508.6,22509.165038007428,0,"{""TIME_LIMIT"": 5}",N/A
30,4,balanced,poisson,0.5,fixed_size_closest_dimension,5,14.468834682367742,7.62348900169272,4.029721021652222e-05,1.433614524033035e-05,0.005923343636095524,0.00019047004093857082,14.46281623840332,7.6235874787460425,,,20.893333333333334,4.877009710422519,96.0,0.0,52935.4,26184.43785705578,0,"{""OPTIMAL"": 5}",N/A
30,4,balanced,poisson,0.5,proposed_bound_aware,5,18.97410478014499,13.280045741597664,0.011066050454974174,0.0004220842281230336,0.006118298880755902,0.0006239955859924591,18.956865215301512,13.27925683427049,,,0.14666666666666667,0.2874666666666666,123.4,30.619942782441637,61113.2,32761.96037110942,0,"{""OPTIMAL"": 2, ""TIME_LIMIT"": 3}",N/A
30,4,balanced,poisson,0.5,threshold_closest_dimension,5,19.37751004472375,12.759841728543975,9.420216083526612e-05,3.259767504764754e-05,0.006465882062911987,0.000602733889072175,19.370896816253662,12.759420115653457,,,0.9733333333333333,1.9077333333333328,125.8,27.811288067977,56771.0,21230.907802345148,0,"{""OPTIMAL"": 2, ""TIME_LIMIT"": 3}",N/A
30,4,balanced,poisson,0.75,fixed_size_closest_dimension,5,0.382654700987041,0.14732077857875725,3.718659281730652e-05,1.0656070325943222e-05,0.005102203413844109,0.000196461652672448,0.37746782302856446,0.14724225536970822,,,22.366666666666667,4.794015584269854,54.0,0.0,2738.2,731.1541924819962,0,"{""OPTIMAL"": 5}",N/A
30,4,balanced,poisson,0.75,proposed_bound_aware,5,7.8495486754924055,7.297323141184328,0.018661181814968585,0.015502351043870016,0.005235630646347999,0.0002666610072867798,7.825597429275513,7.288866933661191,,,2.953333333333333,2.3341104839126854,82.0,1.3859292911256331,34147.2,23231.03750882737,0,"{""OPTIMAL"": 5}",N/A
30,4,balanced,poisson,0.75,threshold_closest_dimension,5,0.6990326402708888,0.2809573265073361,7.702652364969254e-05,3.415387474715156e-05,0.004887915775179863,0.00036686605410116206,0.694019365310669,0.28082504107031797,,,5.926666666666667,4.03336908854675,60.2,12.47952178570958,6239.6,1758.158849960947,0,"{""OPTIMAL"": 5}",N/A
30,4,balanced,poisson,0.9,fixed_size_closest_dimension,5,0.047897276468575,0.014411692498807624,3.59782949090004e-05,1.9950473181415326e-05,0.003983000665903092,0.0003223243723296442,0.0438323974609375,0.01452957923437226,,,28.626666666666665,6.9747548506500685,24.0,0.0,352.6,181.1283922967352,0,"{""OPTIMAL"": 5}",N/A
30,4,balanced,poisson,0.9,proposed_bound_aware,5,0.12765461746603252,0.03221525368798562,0.04337651375681162,0.009540419769903786,0.0044278563931584355,0.00020404755435619236,0.07979907989501953,0.03412763497434388,,,18.346666666666668,7.504084394218627,30.0,0.0,791.2,499.5126044295579,0,"{""OPTIMAL"": 5}",N/A
30,4,balanced,poisson,0.9,threshold_closest_dimension,5,0.07271317187696695,0.02633962343167538,4.7427788376808164e-05,2.3234685736414868e-05,0.0039413835853338245,0.0003227289959509458,0.06868047714233398,0.026222073600722994,,,20.766666666666666,8.816902172027945,30.0,0.0,700.4,329.1228124819062,0,"{""OPTIMAL"": 5}",N/A
