N,L,demand_pattern,arrival_mode,target_dimension_reduction,method_family,cases,mean_end_to_end_seconds,ci95_end_to_end_seconds,mean_partition_time_seconds,ci95_partition_time_seconds,mean_model_construction_seconds,ci95_model_construction_seconds,mean_downstream_optimization_seconds,ci95_downstream_optimization_seconds,mean_actual_average_gap,ci95_actual_average_gap,mean_indexed_bound,ci95_indexed_bound,mean_ordering_variables,ci95_ordering_variables,mean_nodes,ci95_nodes,actual_gap_case_count,statuses,all_actual_gaps_within_bound
40,4,balanced,poisson,0.25,fixed_size_closest_dimension,5,30.00796621274203,0.0006285918999215865,4.71433624625206e-05,4.854695605316226e-06,0.0073360661044716835,0.00017086171051113375,30.00052466392517,0.0006307791537886034,,,21.395,9.78450865603378,150.0,0.0,59589.6,12910.23996125618,0,"{""TIME_LIMIT"": 5}",N/A
40,4,balanced,poisson,0.25,proposed_bound_aware,5,30.025980307534336,0.0023471743330725093,0.018432328850030898,0.0021590695212363744,0.007300121709704399,0.0011114097245231945,30.000192213058472,7.27185213257636e-05,,,0.0,0.0,174.2,36.30182452715014,66804.4,18789.86546881313,0,"{""TIME_LIMIT"": 5}",N/A
40,4,balanced,poisson,0.25,threshold_closest_dimension,5,30.01194739341736,0.0006322170366668102,0.00010200235992670059,3.3522837414635745e-05,0.011509795673191547,0.0004523757299891958,30.00027742385864,0.00021145819337249798,,,0.0,0.0,386.2,23.186062710171385,19891.0,6961.682058996948,0,"{""TIME_LIMIT"": 5}",N/A
40,4,balanced,poisson,0.5,fixed_size_closest_dimension,5,30.007723689079285,0.0008658967670818725,2.8839334845542908e-05,1.1711454063908289e-05,0.007489958591759205,0.0008311263779408297,30.00014719963074,3.7060370050410224e-05,,,21.395,9.78450865603378,150.0,0.0,59532.0,12894.835680193835,0,"{""TIME_LIMIT"": 5}",N/A
40,4,balanced,poisson,0.5,proposed_bound_aware,5,30.025198969058692,0.0015878853328099365,0.017816101387143134,0.0015638280259001399,0.007167777232825756,0.00082326801352657,30.000158405303956,3.583027265496841e-05,,,0.0,0.0,174.2,36.30182452715014,66859.0,19176.720451180383,0,"{""TIME_LIMIT"": 5}",N/A
40,4,balanced,poisson,0.5,threshold_closest_dimension,5,30.007811744883657,0.0007035477351257513,8.892454206943512e-05,2.6376104117625623e-05,0.007474370487034321,0.0006516450674881337,30.000189590454102,5.520920550769226e-05,,,0.0,0.0,174.2,36.30182452715014,77301.6,17115.673426352114,0,"{""TIME_LIMIT"": 5}",N/A
40,4,balanced,poisson,0.75,fixed_size_closest_dimension,5,30.007514888606966,0.0003176100736648731,4.4170580804347995e-05,7.3366458098943396e-06,0.00718635581433773,0.00028766782595979646,30.000226926803588,7.083546794889178e-05,,,21.395,9.78450865603378,150.0,0.0,60536.0,11603.850936808863,0,"{""TIME_LIMIT"": 5}",N/A
40,4,balanced,poisson,0.75,proposed_bound_aware,5,30.037207608297468,0.022193262533084797,0.030312437936663626,0.021732400056096397,0.0066730426624417305,0.000507836453779316,30.000165224075317,2.648484622074486e-05,,,1.55,1.4204084975808895,141.6,10.21459034910358,99396.8,24858.136534877747,0,"{""TIME_LIMIT"": 5}",N/A
40,4,balanced,poisson,0.75,threshold_closest_dimension,5,27.93171908799559,4.067529415342321,9.909402579069137e-05,3.053207003672786e-05,0.006485163792967796,0.0003660334527150897,27.92507619857788,4.067542033391196,,,3.9549999999999996,2.0485516444551743,120.6,15.214953696939075,110615.4,36600.12820974178,0,"{""OPTIMAL"": 1, ""TIME_LIMIT"": 4}",N/A
40,4,balanced,poisson,0.9,fixed_size_closest_dimension,5,0.6132733261212706,0.32152568372231133,2.8008408844470977e-05,1.21837312915752e-05,0.005272037163376808,0.00027452593934979003,0.6079212188720703,0.3213130321544428,,,29.615000000000002,12.009835026344033,54.0,0.0,5724.8,2991.6844700576294,0,"{""OPTIMAL"": 5}",N/A
40,4,balanced,poisson,0.9,proposed_bound_aware,5,2.71665499843657,2.244746586988946,0.1286778474226594,0.020266721148417814,0.005207672156393528,4.4696831535019816e-05,2.582710790634155,2.245789619197964,,,22.01,8.630437199817862,54.0,0.0,19574.8,13648.32990362352,0,"{""OPTIMAL"": 5}",N/A
40,4,balanced,poisson,0.9,threshold_closest_dimension,5,0.7466931257396936,0.5690994452480613,6.550103425979614e-05,2.533380787325627e-05,0.004973373934626579,0.00042330901296229993,0.7416036128997803,0.5687216531499765,,,29.265000000000004,12.583612142783167,54.0,0.0,7051.4,5515.593008822895,0,"{""OPTIMAL"": 5}",N/A
