N,arrival_rate,method,threshold,max_platoon_size,cases,case_count,optimality_rate,mean_average_delay,median_average_delay,mean_actual_optimality_gap,median_actual_optimality_gap,actual_gap_case_count,actual_gap_availability_rate,bound_check_case_count,bound_violation_count,bound_violation_rate,mean_rule_level_upper_bound,median_rule_level_upper_bound,mean_bound_slack,median_bound_slack,delay_order_check_case_count,delay_order_failure_count,delay_order_failure_rate,mean_number_of_platoons,mean_ordering_variable_count,mean_dimension_reduction_ratio,mean_formation_time_ms,median_formation_time_ms,mean_solve_time_s,mean_end_to_end_time_s,mean_terminal_mip_gap,mean_node_count
16,1.0,CHP,2,NA,20,20,1.0,6.75625,6.75,0.071875,0.0,20,1.0,0,0,,12.1875,12.1875,,,0,0,,4.8,8.55,0.9109375,0.002830175,0.0027489999999999997,0.0060569047927856445,0.011755142805414964,0.0,11.15
16,1.0,CHP,3,NA,20,20,1.0,6.78125,6.75,0.096875,0.0,20,1.0,0,0,,26.25,26.25,,,0,0,,4.2,6.6,0.93125,0.0020365749999999997,0.001973,0.003335738182067871,0.0085091934127316,0.0,1.0
16,1.0,CHP,4,NA,20,20,1.0,6.78125,6.75,0.096875,0.0,20,1.0,0,0,,40.3125,40.3125,,,0,0,,4.1,6.3,0.934375,0.0023217000000000003,0.002504,0.002973473072052002,0.008113824023299647,0.0,1.0
16,1.0,NP,NA,1,20,20,1.0,6.684375,6.6875,0.0,0.0,20,1.0,0,0,,0.0,0.0,,,0,0,,16.0,96.0,0.0,0.0018206,0.0016225,1.6980769276618957,1.7058543750591249,0.0,32097.05
16,1.0,PP,2,2,20,20,1.0,6.71875,6.75,0.034375,0.0,20,1.0,20,0,0.0,6.5,6.5,6.465625,6.5,20,0,0.0,8.5,27.05,0.7182291666666667,0.0025743000000000003,0.00253375,0.05292254686355591,0.05889521141869717,0.0,706.7
16,1.0,PP,2,3,20,20,1.0,6.75625,6.75,0.071875,0.0,20,1.0,20,0,0.0,8.125,8.125,8.053125,8.125,20,0,0.0,8.0,24.0,0.75,0.0023012,0.00214575,0.028932738304138183,0.034734209808227966,0.0,256.75
16,1.0,PP,2,4,20,20,1.0,6.75625,6.75,0.071875,0.0,20,1.0,20,0,0.0,9.75,9.75,9.678125,9.75,20,0,0.0,4.8,8.55,0.9109375,0.0024612,0.0023105,0.005991697311401367,0.011681926803083373,0.0,11.15
16,1.0,PP,2,5,20,20,1.0,6.75625,6.75,0.071875,0.0,20,1.0,20,0,0.0,9.75,9.75,9.678125,9.75,20,0,0.0,4.8,8.55,0.9109375,0.0026443,0.0025635,0.005646014213562011,0.010858842540071535,0.0,11.15
16,1.0,PP,3,2,20,20,1.0,6.71875,6.75,0.034375,0.0,20,1.0,20,0,0.0,14.0,14.0,13.965625,14.0,20,0,0.0,8.15,24.9,0.740625,0.002255175,0.00200275,0.04504326581954956,0.050676764152681394,0.0,576.65
16,1.0,PP,3,3,20,20,1.0,6.78125,6.75,0.096875,0.0,20,1.0,20,0,0.0,17.5,17.5,17.403125,17.5,20,0,0.0,8.0,24.0,0.75,0.00221835,0.0019455,0.027706837654113768,0.03342616212104938,0.0,239.95
16,1.0,PP,3,4,20,20,1.0,6.78125,6.75,0.096875,0.0,20,1.0,20,0,0.0,21.0,21.0,20.903125,21.0,20,0,0.0,4.2,6.6,0.93125,0.002525975,0.00239625,0.00353848934173584,0.008876606863926984,0.0,1.0
16,1.0,PP,3,5,20,20,1.0,6.78125,6.75,0.096875,0.0,20,1.0,20,0,0.0,21.0,21.0,20.903125,21.0,20,0,0.0,4.2,6.6,0.93125,0.002385475,0.00225325,0.003338789939880371,0.008668833444153524,0.0,1.0
16,1.0,PP,4,2,20,20,1.0,6.71875,6.75,0.034375,0.0,20,1.0,20,0,0.0,21.5,21.5,21.465625,21.5,20,0,0.0,8.1,24.6,0.74375,0.002436725,0.002261,0.04313689470291138,0.048658294802108856,0.0,559.2
16,1.0,PP,4,3,20,20,1.0,6.78125,6.75,0.096875,0.0,20,1.0,20,0,0.0,26.875,26.875,26.778125,26.875,20,0,0.0,8.0,24.0,0.75,0.0024684999999999998,0.0023035,0.026625621318817138,0.032319949224304916,0.0,234.85
16,1.0,PP,4,4,20,20,1.0,6.78125,6.75,0.096875,0.0,20,1.0,20,0,0.0,32.25,32.25,32.153125,32.25,20,0,0.0,4.1,6.3,0.934375,0.0023631249999999998,0.00219375,0.002964305877685547,0.008116510823506713,0.0,1.0
16,1.0,PP,4,5,20,20,1.0,6.78125,6.75,0.096875,0.0,20,1.0,20,0,0.0,32.25,32.25,32.153125,32.25,20,0,0.0,4.1,6.3,0.934375,0.002280275,0.0018727499999999998,0.0028793931007385252,0.007838467486796641,0.0,1.0
