N,L,demand_pattern,arrival_mode,target_dimension_reduction,method_family,cases,mean_end_to_end_seconds,ci95_end_to_end_seconds,mean_partition_time_seconds,ci95_partition_time_seconds,mean_model_construction_seconds,ci95_model_construction_seconds,mean_downstream_optimization_seconds,ci95_downstream_optimization_seconds,mean_actual_average_gap,ci95_actual_average_gap,mean_indexed_bound,ci95_indexed_bound,mean_ordering_variables,ci95_ordering_variables,mean_nodes,ci95_nodes,actual_gap_case_count,statuses,all_actual_gaps_within_bound
30,4,balanced,poisson,0.25,fixed_size_closest_dimension,5,14.365778470598162,11.336161640076021,4.5491009950637816e-05,4.372465905250295e-06,0.006095100753009319,0.0002085262507842016,14.359581756591798,11.336259467981895,,,15.393333333333334,4.514594789740886,96.0,0.0,61475.8,38536.64466594133,0,"{""OPTIMAL"": 4, ""TIME_LIMIT"": 1}",N/A
30,4,balanced,poisson,0.25,proposed_bound_aware,5,26.766905659250916,5.302537371470282,0.010800129733979702,0.000310756757698446,0.006317598931491375,0.0005798726660491747,26.749733209609985,5.302462854135894,,,0.0,0.0,137.0,17.1877584344207,69270.0,11236.74131607202,0,"{""OPTIMAL"": 2, ""TIME_LIMIT"": 3}",N/A
30,4,balanced,poisson,0.25,threshold_closest_dimension,5,27.243244853802025,5.420814308122339,9.646955877542495e-05,3.5262998950752564e-05,0.007930363900959492,0.0009813243266651335,27.235163545608522,5.419892790883812,,,0.0,0.0,196.2,43.516414190509764,45222.2,8141.472182640187,0,"{""OPTIMAL"": 1, ""TIME_LIMIT"": 4}",N/A
30,4,balanced,poisson,0.5,fixed_size_closest_dimension,5,14.30026248805225,11.2864186514386,3.160890191793442e-05,1.2089377922751525e-05,0.005843790993094444,0.0002383469933075486,14.294333171844482,11.286339850657118,,,15.393333333333334,4.514594789740886,96.0,0.0,61813.2,38890.48505867604,0,"{""OPTIMAL"": 4, ""TIME_LIMIT"": 1}",N/A
30,4,balanced,poisson,0.5,proposed_bound_aware,5,26.76323706135154,5.160647331160426,0.011144019104540348,0.000218083644029363,0.006125274486839772,0.0003397254283913772,26.74591326713562,5.1602682269714615,,,0.0,0.0,137.0,17.1877584344207,69311.6,11257.807123084673,0,"{""OPTIMAL"": 2, ""TIME_LIMIT"": 3}",N/A
30,4,balanced,poisson,0.5,threshold_closest_dimension,5,27.271389702148735,5.361940539159958,8.292105048894882e-05,2.3832813521478428e-05,0.006677106581628322,0.00038731286791429263,27.264574432373045,5.361785522683037,,,0.0,0.0,137.0,17.1877584344207,67923.8,11844.117331532307,0,"{""OPTIMAL"": 1, ""TIME_LIMIT"": 4}",N/A
30,4,balanced,poisson,0.75,fixed_size_closest_dimension,5,0.6388771932572126,0.22171386435691834,3.6831945180892944e-05,9.657665638456312e-06,0.005296576023101807,0.00041371497629020767,0.6334940910339355,0.22167811807686782,,,21.186666666666667,3.1432463501573937,54.0,0.0,5315.0,2162.2673451726546,0,"{""OPTIMAL"": 5}",N/A
30,4,balanced,poisson,0.75,proposed_bound_aware,5,6.365613698400557,4.047277217836007,0.016238209046423435,0.003189706186700151,0.005340288579463959,0.00018893247117216498,6.343979454040527,4.046934463720307,,,3.7666666666666666,1.6376396564703861,83.2,0.39199999999999996,24669.4,13196.854465919369,0,"{""OPTIMAL"": 5}",N/A
30,4,balanced,poisson,0.75,threshold_closest_dimension,5,2.3630521640181543,3.204343334555613,6.449315696954727e-05,2.6198631049954722e-05,0.005055758915841579,0.0002888206094419957,2.357883071899414,3.204353086945956,,,5.680000000000001,1.9971706475801103,69.2,14.3281228358777,10775.2,10583.879049160756,0,"{""OPTIMAL"": 5}",N/A
30,4,balanced,poisson,0.9,fixed_size_closest_dimension,5,0.06501891762018204,0.01836118483548011,2.9983371496200563e-05,1.2235826558597502e-05,0.004037434235215187,0.00029505519677793554,0.060907602310180664,0.018308488158468767,,,26.406666666666666,6.737175107318101,24.0,0.0,601.4,246.4411438376311,0,"{""OPTIMAL"": 5}",N/A
30,4,balanced,poisson,0.9,proposed_bound_aware,5,0.16180030591785907,0.0740025435987235,0.04258999265730381,0.006197412609387325,0.004545041173696518,0.00028784257285623723,0.11461596488952637,0.06853194490685369,,,18.16,3.786933262915756,30.0,0.0,1315.4,1086.471438785208,0,"{""OPTIMAL"": 5}",N/A
30,4,balanced,poisson,0.9,threshold_closest_dimension,5,0.08102447297424079,0.037010144240367616,7.771924138069152e-05,2.5399437806352547e-05,0.0040071040391922,0.000183378095451595,0.07689604759216309,0.037048826797650286,,,20.78666666666667,4.826563840525334,28.8,2.352,764.2,561.667539443041,0,"{""OPTIMAL"": 5}",N/A
