scenario,replication,target_dimension_reduction,target_ordering_budget,method_family,method_detail,N,L,counts,demand_pattern,arrival_mode,hF,hS,max_platoon_size,partition,total_platoons,platoons_by_approach,ordering_variables,vehicle_level_ordering_variables,dimension_reduction_fraction,scaled_indexed_bound,indexed_bound,actual_average_gap,actual_gap_le_indexed_bound,vehicle_level_average_delay,objective_average_delay,status,mip_gap,nodes,time_to_first_feasible,partition_time_seconds,partition_model_construction_seconds,partition_optimization_seconds,model_construction_seconds,downstream_optimization_seconds,end_to_end_seconds
N30_L4_unbalanced_bursty_hS2,0,0.25,236,proposed_bound_aware,min_Bidx_under_C_budget,30,4,"[12, 9, 6, 3]",unbalanced,bursty,1,2,4,"[[1, 2, 4, 1, 4], [4, 3, 2], [2, 4], [1, 2]]",12,"[5, 3, 2, 2]",51,315,0.8380952380952381,0,0.0,0.0,True,1.0333333333333334,1.0333333333333334,OPTIMAL,0.0,1.0,0.00011801719665527344,0.012718971818685532,0.006646598689258099,0.005926847457885742,0.004349900409579277,0.0015058517456054688,0.018574723973870277
N30_L4_unbalanced_bursty_hS2,0,0.25,236,fixed_size_closest_dimension,fixed_size_1,30,4,"[12, 9, 6, 3]",unbalanced,bursty,1,2,4,"[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1]]",30,"[12, 9, 6, 3]",315,315,0.0,0,0.0,0.0,True,1.0333333333333334,1.0333333333333334,OPTIMAL,0.0,23.0,0.00024080276489257812,0.0,0.0,0.0,0.01013656985014677,0.029173851013183594,0.039310420863330364
N30_L4_unbalanced_bursty_hS2,0,0.25,236,threshold_closest_dimension,release_gap_threshold_0,30,4,"[12, 9, 6, 3]",unbalanced,bursty,1,2,4,"[[1, 1, 1, 1, 1, 2, 1, 2, 2], [1, 1, 2, 1, 2, 2], [1, 1, 2, 2], [1, 2]]",21,"[9, 6, 4, 2]",152,315,0.5174603174603175,0,0.0,0.0,True,1.0333333333333334,1.0333333333333334,OPTIMAL,0.0,1.0,0.00015497207641601562,0.0,0.0,0.0,0.007102217525243759,0.013329029083251953,0.020431246608495712
N30_L4_unbalanced_bursty_hS2,0,0.5,158,proposed_bound_aware,min_Bidx_under_C_budget,30,4,"[12, 9, 6, 3]",unbalanced,bursty,1,2,4,"[[1, 2, 4, 1, 4], [4, 3, 2], [2, 4], [1, 2]]",12,"[5, 3, 2, 2]",51,315,0.8380952380952381,0,0.0,0.0,True,1.0333333333333334,1.0333333333333334,OPTIMAL,0.0,1.0,0.00011897087097167969,0.012656847015023232,0.007270490750670433,0.005244016647338867,0.004088635556399822,0.0015070438385009766,0.01825252640992403
N30_L4_unbalanced_bursty_hS2,0,0.5,158,fixed_size_closest_dimension,fixed_size_2,30,4,"[12, 9, 6, 3]",unbalanced,bursty,1,2,4,"[[2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 1], [2, 2, 2], [2, 1]]",16,"[6, 5, 3, 2]",91,315,0.7111111111111111,1489,49.63333333333333,1.3,True,1.0333333333333334,2.3333333333333335,OPTIMAL,0.0,1.0,0.00014209747314453125,0.0,0.0,0.0,0.00492554996162653,0.0011799335479736328,0.0061054835096001625
N30_L4_unbalanced_bursty_hS2,0,0.5,158,threshold_closest_dimension,release_gap_threshold_0,30,4,"[12, 9, 6, 3]",unbalanced,bursty,1,2,4,"[[1, 1, 1, 1, 1, 2, 1, 2, 2], [1, 1, 2, 1, 2, 2], [1, 1, 2, 2], [1, 2]]",21,"[9, 6, 4, 2]",152,315,0.5174603174603175,0,0.0,0.0,True,1.0333333333333334,1.0333333333333334,OPTIMAL,0.0,1.0,0.00015592575073242188,0.0,0.0,0.0,0.006961525417864323,0.013844013214111328,0.02080553863197565
N30_L4_unbalanced_bursty_hS2,0,0.75,79,proposed_bound_aware,min_Bidx_under_C_budget,30,4,"[12, 9, 6, 3]",unbalanced,bursty,1,2,4,"[[1, 2, 4, 1, 4], [4, 3, 2], [2, 4], [1, 2]]",12,"[5, 3, 2, 2]",51,315,0.8380952380952381,0,0.0,0.0,True,1.0333333333333334,1.0333333333333334,OPTIMAL,0.0,1.0,0.00011801719665527344,0.011766192503273487,0.006327847950160503,0.0052988529205322266,0.004261687397956848,0.001497030258178711,0.017524910159409046
N30_L4_unbalanced_bursty_hS2,0,0.75,79,fixed_size_closest_dimension,fixed_size_2,30,4,"[12, 9, 6, 3]",unbalanced,bursty,1,2,4,"[[2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 1], [2, 2, 2], [2, 1]]",16,"[6, 5, 3, 2]",91,315,0.7111111111111111,1489,49.63333333333333,1.3,True,1.0333333333333334,2.3333333333333335,OPTIMAL,0.0,1.0,0.00013709068298339844,0.0,0.0,0.0,0.0057517169043421745,0.001188039779663086,0.0069397566840052605
N30_L4_unbalanced_bursty_hS2,0,0.75,79,threshold_closest_dimension,release_gap_threshold_1,30,4,"[12, 9, 6, 3]",unbalanced,bursty,1,2,4,"[[1, 2, 4, 1, 4], [4, 3, 2], [4, 2], [1, 2]]",12,"[5, 3, 2, 2]",51,315,0.8380952380952381,0,0.0,0.0,True,1.0333333333333334,1.0333333333333334,OPTIMAL,0.0,1.0,0.0001239776611328125,0.0,0.0,0.0,0.00436446163803339,0.0009629726409912109,0.005327434279024601
N30_L4_unbalanced_bursty_hS2,0,0.9,31,proposed_bound_aware,min_Bidx_under_C_budget,30,4,"[12, 9, 6, 3]",unbalanced,bursty,1,2,4,"[[4, 4, 4], [4, 3, 2], [4, 2], [3]]",9,"[3, 3, 2, 1]",29,315,0.9079365079365079,1468,48.93333333333333,2.3,True,1.0333333333333334,3.3333333333333335,OPTIMAL,0.0,1.0,0.00011277198791503906,0.01720857247710228,0.007245954126119614,0.009818077087402344,0.004717434756457806,0.0005788803100585938,0.02250488754361868
