N,L,demand_pattern,arrival_mode,target_dimension_reduction,method_family,cases,mean_end_to_end_seconds,ci95_end_to_end_seconds,mean_partition_time_seconds,ci95_partition_time_seconds,mean_model_construction_seconds,ci95_model_construction_seconds,mean_downstream_optimization_seconds,ci95_downstream_optimization_seconds,mean_actual_average_gap,ci95_actual_average_gap,mean_indexed_bound,ci95_indexed_bound,mean_ordering_variables,ci95_ordering_variables,mean_nodes,ci95_nodes,statuses,all_actual_gaps_within_bound
30,4,unbalanced,bursty,0.75,proposed_bound_aware,1,0.0188707634806633,0.0,0.012970414012670517,0.0,0.004117455333471298,0.0,0.0017828941345214844,0.0,0.0,0.0,0.0,0.0,51.0,0.0,1.0,0.0,"{""OPTIMAL"": 1}",True
30,4,unbalanced,bursty,0.75,threshold_closest_dimension,1,0.006994337774813175,0.0,0.0,0.0,0.004945368506014347,0.0,0.002048969268798828,0.0,0.0,0.0,0.0,0.0,51.0,0.0,1.0,0.0,"{""OPTIMAL"": 1}",True
30,4,unbalanced,bursty,0.9,fixed_size_closest_dimension,1,0.004842289723455906,0.0,0.0,0.0,0.0036854827776551247,0.0,0.0011568069458007812,0.0,1.9333333333333333,0.0,49.63333333333333,0.0,29.0,0.0,1.0,0.0,"{""OPTIMAL"": 1}",True
30,4,unbalanced,bursty,0.9,proposed_bound_aware,1,0.023450808599591255,0.0,0.018362756818532944,0.0,0.0038771238178014755,0.0,0.001210927963256836,0.0,1.9333333333333333,0.0,48.93333333333333,0.0,29.0,0.0,1.0,0.0,"{""OPTIMAL"": 1}",True
30,4,unbalanced,bursty,0.9,threshold_closest_dimension,1,0.004827878437936306,0.0,0.0,0.0,0.0036858534440398216,0.0,0.0011420249938964844,0.0,1.9333333333333333,0.0,49.63333333333333,0.0,29.0,0.0,1.0,0.0,"{""OPTIMAL"": 1}",True
40,4,unbalanced,bursty,0.25,fixed_size_closest_dimension,1,24.689617754891515,0.0,0.0,0.0,0.01587975211441517,0.0,24.6737380027771,0.0,0.0,0.0,0.0,0.0,560.0,0.0,47695.0,0.0,"{""OPTIMAL"": 1}",True
40,4,unbalanced,bursty,0.25,proposed_bound_aware,1,0.07258403394371271,0.0,0.025542314164340496,0.0,0.005856817588210106,0.0,0.04118490219116211,0.0,0.0,0.0,0.0,0.0,89.0,0.0,57.0,0.0,"{""OPTIMAL"": 1}",True
40,4,unbalanced,bursty,0.25,threshold_closest_dimension,1,1.0852753072977066,0.0,0.0,0.0,0.009315386414527893,0.0,1.0759599208831787,0.0,0.0,0.0,0.0,0.0,281.0,0.0,3624.0,0.0,"{""OPTIMAL"": 1}",True
40,4,unbalanced,bursty,0.5,fixed_size_closest_dimension,1,0.2578818863257766,0.0,0.0,0.0,0.007008797489106655,0.0,0.2508730888366699,0.0,1.75,0.0,70.125,0.0,140.0,0.0,1708.0,0.0,"{""OPTIMAL"": 1}",True
40,4,unbalanced,bursty,0.5,proposed_bound_aware,1,0.06916147191077471,0.0,0.023212219588458538,0.0,0.004954131320118904,0.0,0.040995121002197266,0.0,0.0,0.0,0.0,0.0,89.0,0.0,57.0,0.0,"{""OPTIMAL"": 1}",True
40,4,unbalanced,bursty,0.5,threshold_closest_dimension,1,1.0833122283220291,0.0,0.0,0.0,0.009455397725105286,0.0,1.0738568305969238,0.0,0.0,0.0,0.0,0.0,281.0,0.0,3624.0,0.0,"{""OPTIMAL"": 1}",True
40,4,unbalanced,bursty,0.75,fixed_size_closest_dimension,1,0.26003934629261494,0.0,0.0,0.0,0.008693234995007515,0.0,0.2513461112976074,0.0,1.75,0.0,70.125,0.0,140.0,0.0,1708.0,0.0,"{""OPTIMAL"": 1}",True
40,4,unbalanced,bursty,0.75,proposed_bound_aware,1,0.07142398413270712,0.0,0.024649903178215027,0.0,0.005472115240991116,0.0,0.04130196571350098,0.0,0.0,0.0,0.0,0.0,89.0,0.0,57.0,0.0,"{""OPTIMAL"": 1}",True
40,4,unbalanced,bursty,0.75,threshold_closest_dimension,1,0.07827501092106104,0.0,0.0,0.0,0.006078050471842289,0.0,0.07219696044921875,0.0,0.0,0.0,0.0,0.0,89.0,0.0,90.0,0.0,"{""OPTIMAL"": 1}",True
40,4,unbalanced,bursty,0.9,fixed_size_closest_dimension,1,0.030412591993808746,0.0,0.0,0.0,0.00458160787820816,0.0,0.025830984115600586,0.0,1.75,0.0,72.775,0.0,35.0,0.0,44.0,0.0,"{""OPTIMAL"": 1}",True
40,4,unbalanced,bursty,0.9,proposed_bound_aware,1,0.11000537127256393,0.0,0.0709318770095706,0.0,0.00507762748748064,0.0,0.033995866775512695,0.0,0.09999999999999964,0.0,24.125,0.0,51.0,0.0,37.0,0.0,"{""OPTIMAL"": 1}",True
40,4,unbalanced,bursty,0.9,threshold_closest_dimension,1,0.02895044256001711,0.0,0.0,0.0,0.005150307901203632,0.0,0.023800134658813477,0.0,0.0,0.0,12.15,0.0,58.0,0.0,29.0,0.0,"{""OPTIMAL"": 1}",True
