N,arrival_rate,method,threshold,max_platoon_size,cases,case_count,optimality_rate,mean_average_delay,median_average_delay,mean_actual_optimality_gap,median_actual_optimality_gap,actual_gap_case_count,actual_gap_availability_rate,bound_check_case_count,bound_violation_count,bound_violation_rate,mean_rule_level_upper_bound,median_rule_level_upper_bound,mean_bound_slack,median_bound_slack,delay_order_check_case_count,delay_order_failure_count,delay_order_failure_rate,mean_number_of_platoons,mean_ordering_variable_count,mean_dimension_reduction_ratio,mean_formation_time_ms,median_formation_time_ms,mean_solve_time_s,mean_end_to_end_time_s,mean_terminal_mip_gap,mean_node_count
12,0.7,CHP,2,NA,20,20,1.0,4.370833333333334,4.541666666666667,0.06666666666666665,0.0,20,1.0,0,0,,8.25,8.25,,,0,0,,5.5,11.5,0.787037037037037,0.002379275,0.00238325,0.006613743305206299,0.01144892077620914,0.0,32.4
12,0.7,CHP,3,NA,20,20,1.0,4.554166666666666,4.541666666666667,0.24999999999999994,0.0,20,1.0,0,0,,18.333333333333332,18.333333333333332,,,0,0,,4.5,7.6,0.8592592592592592,0.00234935,0.0019377499999999998,0.0030718207359313964,0.007339349431315636,0.0,1.0
12,0.7,CHP,4,NA,20,20,1.0,4.6875,4.875,0.3833333333333333,0.0,20,1.0,0,0,,28.416666666666668,28.416666666666668,,,0,0,,4.15,6.5,0.8796296296296295,0.0025696,0.0033825,0.0024497389793395998,0.006410667334674812,0.0,1.0
12,0.7,NP,NA,1,20,20,1.0,4.304166666666666,4.416666666666667,0.0,0.0,20,1.0,0,0,,0.0,0.0,,,0,0,,12.0,54.0,0.0,0.0019344,0.0017552499999999999,0.15439136028289796,0.1601229753309715,0.0,4276.75
12,0.7,PP,2,2,20,20,1.0,4.345833332642639,4.541666666666667,0.04166666597597155,0.0,20,1.0,20,0,0.0,4.5,4.5,4.4583333340240285,4.5,20,0,0.0,8.1,24.6,0.5444444444444445,0.002005375,0.0015452500000000002,0.0254209041595459,0.03031958672684646,0.0,270.7
12,0.7,PP,2,3,20,20,1.0,4.370833333333334,4.541666666666667,0.06666666666666665,0.0,20,1.0,20,0,0.0,6.0,6.0,5.933333333333334,6.0,20,0,0.0,5.5,11.5,0.787037037037037,0.0020475750000000003,0.0015297499999999999,0.0068459153175354,0.011376773255798292,0.0,32.4
12,0.7,PP,2,4,20,20,1.0,4.370833333333334,4.541666666666667,0.06666666666666665,0.0,20,1.0,20,0,0.0,6.75,6.75,6.683333333333333,6.75,20,0,0.0,5.5,11.5,0.787037037037037,0.0026647750000000003,0.00205075,0.0064635157585144045,0.010803597588435793,0.0,32.4
12,0.7,PP,2,5,20,20,1.0,4.370833333333334,4.541666666666667,0.06666666666666665,0.0,20,1.0,20,0,0.0,6.75,6.75,6.683333333333333,6.75,20,0,0.0,5.5,11.5,0.787037037037037,0.002135275,0.0015022500000000001,0.006141364574432373,0.01049344752363231,0.0,32.4
12,0.7,PP,3,2,20,20,1.0,4.445833332642638,4.541666666666667,0.14166666597597155,0.0,20,1.0,20,0,0.0,10.0,10.0,9.858333334024028,10.0,20,0,0.0,8.0,24.0,0.5555555555555556,0.002501725,0.0021632500000000002,0.023038792610168456,0.02758696401190445,0.0,221.15
12,0.7,PP,3,3,20,20,1.0,4.554166666666666,4.541666666666667,0.24999999999999994,0.0,20,1.0,20,0,0.0,13.333333333333334,13.333333333333334,13.083333333333334,13.333333333333334,20,0,0.0,4.5,7.6,0.8592592592592592,0.002143125,0.00148475,0.003139948844909668,0.007395234669508933,0.0,1.0
12,0.7,PP,3,4,20,20,1.0,4.554166666666666,4.541666666666667,0.24999999999999994,0.0,20,1.0,20,0,0.0,15.0,15.0,14.75,15.0,20,0,0.0,4.5,7.6,0.8592592592592592,0.001803875,0.001502,0.002990567684173584,0.007213860793069721,0.0,1.0
12,0.7,PP,3,5,20,20,1.0,4.554166666666666,4.541666666666667,0.24999999999999994,0.0,20,1.0,20,0,0.0,15.0,15.0,14.75,15.0,20,0,0.0,4.5,7.6,0.8592592592592592,0.002558425,0.00270675,0.0028927087783813476,0.006992188503896881,0.0,1.0
12,0.7,PP,4,2,20,20,1.0,4.5416666659759715,4.708333333333334,0.23749999930930485,0.0,20,1.0,20,0,0.0,15.5,15.5,15.262500000690697,15.5,20,0,0.0,8.0,24.0,0.5555555555555556,0.002409325,0.00174725,0.022213804721832275,0.026703024183418706,0.0,215.45
12,0.7,PP,4,3,20,20,1.0,4.6875,4.875,0.3833333333333333,0.0,20,1.0,20,0,0.0,20.666666666666668,20.666666666666668,20.283333333333335,20.666666666666668,20,0,0.0,4.15,6.5,0.8796296296296295,0.00218345,0.0015095,0.0026107072830200196,0.006862499435977649,0.0,1.0
12,0.7,PP,4,4,20,20,1.0,4.6875,4.875,0.3833333333333333,0.0,20,1.0,20,0,0.0,23.25,23.25,22.866666666666667,23.25,20,0,0.0,4.15,6.5,0.8796296296296295,0.0016271750000000002,0.00148225,0.0025116562843322753,0.0065866626946744205,0.0,1.0
12,0.7,PP,4,5,20,20,1.0,4.6875,4.875,0.3833333333333333,0.0,20,1.0,20,0,0.0,23.25,23.25,22.866666666666667,23.25,20,0,0.0,4.15,6.5,0.8796296296296295,0.001968475,0.00152275,0.002548956871032715,0.006837241290078497,0.0,1.0
