N,L,demand_pattern,arrival_mode,target_dimension_reduction,method_family,cases,mean_end_to_end_seconds,ci95_end_to_end_seconds,mean_partition_time_seconds,ci95_partition_time_seconds,mean_model_construction_seconds,ci95_model_construction_seconds,mean_downstream_optimization_seconds,ci95_downstream_optimization_seconds,mean_actual_average_gap,ci95_actual_average_gap,mean_indexed_bound,ci95_indexed_bound,mean_ordering_variables,ci95_ordering_variables,mean_nodes,ci95_nodes,actual_gap_case_count,statuses,all_actual_gaps_within_bound
30,4,balanced,poisson,0.25,fixed_size_closest_dimension,5,18.39595440570265,11.339794189662708,3.332067281007767e-05,1.1894573402589726e-05,0.006033538468182087,0.0003234045487033669,18.389831638336183,11.339802425707425,,,17.946666666666665,3.053492968170495,96.0,0.0,63922.6,38785.9000310486,0,"{""OPTIMAL"": 3, ""TIME_LIMIT"": 2}",N/A
30,4,balanced,poisson,0.25,proposed_bound_aware,5,14.936845888756215,12.280817771616386,0.011186628602445126,0.00043205071859117047,0.006011941656470299,0.0003926864705328591,14.919592380523682,12.280731912278625,,,0.0,0.0,114.4,27.78503078997754,46927.2,31746.371902019666,0,"{""OPTIMAL"": 3, ""TIME_LIMIT"": 2}",N/A
30,4,balanced,poisson,0.25,threshold_closest_dimension,5,30.008637038618325,0.00037353379067625727,8.458215743303298e-05,3.316265084305701e-05,0.008190349489450455,0.0005119365311167044,30.000306606292725,0.0001591985595075619,,,0.0,0.0,211.2,26.04957243411108,46351.2,10540.558322574,0,"{""TIME_LIMIT"": 5}",N/A
30,4,balanced,poisson,0.5,fixed_size_closest_dimension,5,18.284294222295284,11.278321974967394,3.293585032224655e-05,1.3181010344036035e-05,0.00606930460780859,0.0003359124019824675,18.278136014938354,11.27802901634367,,,17.946666666666665,3.053492968170495,96.0,0.0,63999.4,38869.01266928112,0,"{""OPTIMAL"": 3, ""TIME_LIMIT"": 2}",N/A
30,4,balanced,poisson,0.5,proposed_bound_aware,5,14.975085185095669,12.268724257199013,0.010866268537938595,0.00036903883422440594,0.006164157949388027,0.0004983885194692729,14.957998609542846,12.268162941010374,,,0.0,0.0,114.4,27.78503078997754,47110.4,32043.338392881848,0,"{""OPTIMAL"": 3, ""TIME_LIMIT"": 2}",N/A
30,4,balanced,poisson,0.5,threshold_closest_dimension,5,14.854925374127925,12.3491547496769,5.558207631111145e-05,2.367320643805356e-05,0.0063454296439886095,0.0008654560229590024,14.848467016220093,12.348327316278922,,,0.0,0.0,114.4,27.78503078997754,45329.0,31502.48617769207,0,"{""OPTIMAL"": 3, ""TIME_LIMIT"": 2}",N/A
30,4,balanced,poisson,0.75,fixed_size_closest_dimension,5,0.38845789469778536,0.22476081754333274,3.4696049988269805e-05,9.417734269785343e-06,0.005315829999744892,0.00016742986307292137,0.3830582141876221,0.2247851484635117,,,21.733333333333334,4.016167061598242,54.0,0.0,3153.2,1565.1002426886273,0,"{""OPTIMAL"": 5}",N/A
30,4,balanced,poisson,0.75,proposed_bound_aware,5,7.462005926109851,2.5621307019381945,0.015258154645562173,0.0049002114508320035,0.005114209279417992,0.00025191804337740243,7.441578960418701,2.5585417396459054,,,2.333333333333333,1.9994561927350814,82.0,0.8765386471799175,28570.8,10052.877361833476,0,"{""OPTIMAL"": 5}",N/A
30,4,balanced,poisson,0.75,threshold_closest_dimension,5,1.2137794576585292,0.3402976419382963,0.00010714400559663773,8.144534768371279e-06,0.005039360374212265,0.0002998945156027994,1.2085821151733398,0.3402741419769391,,,5.66,4.318992915535338,63.8,6.885153883538115,9358.2,3318.6673118322656,0,"{""OPTIMAL"": 5}",N/A
30,4,balanced,poisson,0.9,fixed_size_closest_dimension,5,0.05535088758915663,0.01557575885676359,4.1408464312553406e-05,4.2385710154526407e-07,0.004039932228624821,0.00012138849665413528,0.05122575759887695,0.015615168888578208,,,24.306666666666665,5.072509620384065,24.0,0.0,430.4,209.20151609393272,0,"{""OPTIMAL"": 5}",N/A
30,4,balanced,poisson,0.9,proposed_bound_aware,5,0.12224630899727344,0.030781089027080485,0.04024510309100151,0.01052613570867786,0.004326983913779258,0.00022685910673427538,0.07762379646301269,0.0369064164827432,,,17.06666666666667,4.520056341831741,30.0,0.0,790.2,549.5605130502008,0,"{""OPTIMAL"": 5}",N/A
30,4,balanced,poisson,0.9,threshold_closest_dimension,5,0.08970597572624683,0.03627178326853374,7.543154060840607e-05,3.415717303968974e-05,0.004270043596625328,0.00029371023406149407,0.08531455993652344,0.03635987082375671,,,17.580000000000002,5.138482241976818,30.0,0.0,921.6,546.1794533813955,0,"{""OPTIMAL"": 5}",N/A
