N,arrival_rate,method,threshold,max_platoon_size,cases,case_count,optimality_rate,mean_average_delay,median_average_delay,mean_actual_optimality_gap,median_actual_optimality_gap,actual_gap_case_count,actual_gap_availability_rate,bound_check_case_count,bound_violation_count,bound_violation_rate,mean_rule_level_upper_bound,median_rule_level_upper_bound,mean_bound_slack,median_bound_slack,delay_order_check_case_count,delay_order_failure_count,delay_order_failure_rate,mean_number_of_platoons,mean_ordering_variable_count,mean_dimension_reduction_ratio,mean_formation_time_ms,median_formation_time_ms,mean_solve_time_s,mean_end_to_end_time_s,mean_terminal_mip_gap,mean_node_count
16,0.7,CHP,2,NA,20,20,1.0,6.103125,6.3125,0.04375,0.0,20,1.0,0,0,,12.1875,12.1875,,,0,0,,6.05,13.35,0.8609375,0.002207875,0.0019107500000000001,0.01263209581375122,0.018302259769038914,0.0,57.05
16,0.7,CHP,3,NA,20,20,1.0,6.215625,6.46875,0.15625,0.0,20,1.0,0,0,,26.25,26.25,,,0,0,,5.2,10.1,0.8947916666666667,0.002179275,0.001918,0.006413483619689941,0.011584444929578806,0.0,15.2
16,0.7,CHP,4,NA,20,20,1.0,6.290625,6.46875,0.23125,0.0,20,1.0,0,0,,40.3125,40.3125,,,0,0,,4.35,7.05,0.9265625,0.002371425,0.0019755000000000003,0.003209686279296875,0.0080839980842592,0.0,1.0
16,0.7,NP,NA,1,20,20,1.0,6.059375,6.3125,0.0,0.0,20,1.0,0,0,,0.0,0.0,,,0,0,,16.0,96.0,0.0,0.00217635,0.0021455,1.852778959274292,1.860635133262741,0.0,36651.8
16,0.7,PP,2,2,20,20,1.0,6.103125,6.3125,0.04375,0.0,20,1.0,20,0,0.0,6.5,6.5,6.45625,6.5,20,0,0.0,9.35,32.6,0.6604166666666667,0.002665025,0.0027790000000000002,0.06671253442764283,0.07254949509986165,0.0,1142.75
16,0.7,PP,2,3,20,20,1.0,6.090625,6.3125,0.03125,0.0,20,1.0,20,0,0.0,8.125,8.125,8.09375,8.125,20,0,0.0,8.45,26.7,0.721875,0.0026304500000000003,0.0026662500000000002,0.03421241044998169,0.04004134077036841,0.0,366.35
16,0.7,PP,2,4,20,20,1.0,6.103125,6.3125,0.04375,0.0,20,1.0,20,0,0.0,9.75,9.75,9.70625,9.75,20,0,0.0,6.05,13.35,0.8609375,0.00272485,0.002759,0.011058759689331055,0.016374329184563018,0.0,57.05
16,0.7,PP,2,5,20,20,1.0,6.103125,6.3125,0.04375,0.0,20,1.0,20,0,0.0,9.75,9.75,9.70625,9.75,20,0,0.0,6.05,13.35,0.8609375,0.0020486000000000002,0.0017052500000000002,0.011232030391693116,0.01639632845064685,0.0,57.05
16,0.7,PP,3,2,20,20,1.0,6.115625,6.3125,0.05625,0.0,20,1.0,20,0,0.0,14.0,14.0,13.94375,14.0,20,0,0.0,8.9,29.65,0.6911458333333333,0.002534675,0.00222625,0.053867661952972413,0.05955950132250576,0.0,852.1
16,0.7,PP,3,3,20,20,1.0,6.121875,6.3125,0.0625,0.0,20,1.0,20,0,0.0,17.5,17.5,17.4375,17.5,20,0,0.0,8.15,24.9,0.740625,0.002464575,0.00267425,0.027064383029937744,0.03277859475208063,0.0,258.9
16,0.7,PP,3,4,20,20,1.0,6.215625,6.46875,0.15625,0.0,20,1.0,20,0,0.0,21.0,21.0,20.84375,21.0,20,0,0.0,5.2,10.1,0.8947916666666667,0.002073625,0.00168275,0.006494128704071045,0.01168377915200758,0.0,15.2
16,0.7,PP,3,5,20,20,1.0,6.215625,6.46875,0.15625,0.0,20,1.0,20,0,0.0,21.0,21.0,20.84375,21.0,20,0,0.0,5.2,10.1,0.8947916666666667,0.0024234499999999997,0.00241875,0.006223022937774658,0.011378333679980946,0.0,15.2
16,0.7,PP,4,2,20,20,1.0,6.190625,6.40625,0.13125,0.0,20,1.0,20,0,0.0,21.5,21.5,21.36875,21.5,20,0,0.0,8.25,25.5,0.734375,0.0030805249999999998,0.0028065,0.0437529444694519,0.04918931409579923,0.0,647.25
16,0.7,PP,4,3,20,20,1.0,6.196875,6.40625,0.1375,0.0,20,1.0,20,0,0.0,26.875,26.875,26.7375,26.875,20,0,0.0,8.0,24.0,0.75,0.0024920999999999997,0.00217825,0.025525116920471193,0.030944805845617866,0.0,222.8
16,0.7,PP,4,4,20,20,1.0,6.290625,6.46875,0.23125,0.0,20,1.0,20,0,0.0,32.25,32.25,32.01875,32.25,20,0,0.0,4.35,7.05,0.9265625,0.002283425,0.0016695,0.003383946418762207,0.008453325749304581,0.0,1.0
16,0.7,PP,4,5,20,20,1.0,6.290625,6.46875,0.23125,0.0,20,1.0,20,0,0.0,32.25,32.25,32.01875,32.25,20,0,0.0,4.35,7.05,0.9265625,0.002686675,0.0027365000000000002,0.0032695412635803224,0.008340466623487877,0.0,1.0
