scenario,replication,target_dimension_reduction,raw_target_ordering_budget,target_ordering_budget,method_family,method_detail,N,L,counts,demand_pattern,arrival_mode,hF,hS,max_platoon_size,partition,total_platoons,platoons_by_approach,ordering_variables,vehicle_level_ordering_variables,dimension_reduction_fraction,scaled_indexed_bound,indexed_bound,actual_average_gap,actual_gap_le_indexed_bound,vehicle_level_average_delay,vehicle_level_status,vehicle_level_mip_gap,vehicle_level_nodes,vehicle_level_time_to_first_feasible,vehicle_level_model_construction_seconds,vehicle_level_downstream_optimization_seconds,vehicle_level_wall_time_seconds,objective_average_delay,status,mip_gap,nodes,time_to_first_feasible,partition_time_seconds,partition_model_construction_seconds,partition_optimization_seconds,model_construction_seconds,downstream_optimization_seconds,end_to_end_seconds
N30_L4_balanced_poisson_hS2,0,0.25,253,253,proposed_bound_aware,min_Bidx_under_C_budget,30,4,"[8, 8, 7, 7]",balanced,poisson,1,2,4,"[[1, 1, 2, 1, 1, 1, 1], [3, 2, 3], [1, 2, 3, 1], [2, 2, 2, 1]]",18,"[7, 3, 4, 4]",117,337,0.6528189910979229,0,0.0,,,,TIME_LIMIT,0.6116286270433615,28040.0,0.004755973815917969,0.019823099486529827,30.00015902519226,30.020056076347828,6.533333333333333,OPTIMAL,9.784059124455654e-05,51736.0,0.001302957534790039,0.011371009051799774,0.007960055954754353,0.0032417774200439453,0.005679079331457615,16.080214977264404,16.097320050932467
N30_L4_balanced_poisson_hS2,0,0.25,253,253,fixed_size_closest_dimension,fixed_size_2,30,4,"[8, 8, 7, 7]",balanced,poisson,1,2,4,"[[2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 1], [2, 2, 2, 1]]",16,"[4, 4, 4, 4]",96,337,0.7151335311572701,478,15.933333333333334,,,,TIME_LIMIT,0.6116286270433615,28040.0,0.004755973815917969,0.019823099486529827,30.00015902519226,30.020056076347828,6.533333333333333,OPTIMAL,0.0,13860.0,0.0011589527130126953,5.434267222881317e-05,5.434267222881317e-05,0.0,0.006278605200350285,1.9604229927062988,1.9668101342394948
N30_L4_balanced_poisson_hS2,0,0.25,253,253,threshold_closest_dimension,release_gap_threshold_1,30,4,"[8, 8, 7, 7]",balanced,poisson,1,2,4,"[[1, 1, 2, 1, 1, 1, 1], [3, 2, 3], [1, 2, 3, 1], [2, 2, 2, 1]]",18,"[7, 3, 4, 4]",117,337,0.6528189910979229,0,0.0,,,,TIME_LIMIT,0.6116286270433615,28040.0,0.004755973815917969,0.019823099486529827,30.00015902519226,30.020056076347828,6.533333333333333,OPTIMAL,9.784059124455654e-05,51736.0,0.0012750625610351562,0.00014053191989660263,0.00014053191989660263,0.0,0.006006364710628986,16.174157857894897,16.180358534678817
N30_L4_balanced_poisson_hS2,0,0.5,168,168,proposed_bound_aware,min_Bidx_under_C_budget,30,4,"[8, 8, 7, 7]",balanced,poisson,1,2,4,"[[1, 1, 2, 1, 1, 1, 1], [3, 2, 3], [1, 2, 3, 1], [2, 2, 2, 1]]",18,"[7, 3, 4, 4]",117,337,0.6528189910979229,0,0.0,,,,TIME_LIMIT,0.6116286270433615,28040.0,0.004755973815917969,0.019823099486529827,30.00015902519226,30.020056076347828,6.533333333333333,OPTIMAL,9.784059124455654e-05,51736.0,0.002034902572631836,0.010905505158007145,0.0077294884249567986,0.0030031204223632812,0.005584406666457653,16.423678874969482,16.440223716199398
N30_L4_balanced_poisson_hS2,0,0.5,168,168,fixed_size_closest_dimension,fixed_size_2,30,4,"[8, 8, 7, 7]",balanced,poisson,1,2,4,"[[2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 1], [2, 2, 2, 1]]",16,"[4, 4, 4, 4]",96,337,0.7151335311572701,478,15.933333333333334,,,,TIME_LIMIT,0.6116286270433615,28040.0,0.004755973815917969,0.019823099486529827,30.00015902519226,30.020056076347828,6.533333333333333,OPTIMAL,0.0,13860.0,0.0011360645294189453,1.723598688840866e-05,1.723598688840866e-05,0.0,0.0056657688692212105,2.0160131454467773,2.0217489497736096
N30_L4_balanced_poisson_hS2,0,0.5,168,168,threshold_closest_dimension,release_gap_threshold_1,30,4,"[8, 8, 7, 7]",balanced,poisson,1,2,4,"[[1, 1, 2, 1, 1, 1, 1], [3, 2, 3], [1, 2, 3, 1], [2, 2, 2, 1]]",18,"[7, 3, 4, 4]",117,337,0.6528189910979229,0,0.0,,,,TIME_LIMIT,0.6116286270433615,28040.0,0.004755973815917969,0.019823099486529827,30.00015902519226,30.020056076347828,6.533333333333333,OPTIMAL,9.784059124455654e-05,51736.0,0.0013570785522460938,9.313039481639862e-05,9.313039481639862e-05,0.0,0.006350424140691757,16.322154998779297,16.32865392882377
N30_L4_balanced_poisson_hS2,0,0.75,84,84,proposed_bound_aware,min_Bidx_under_C_budget,30,4,"[8, 8, 7, 7]",balanced,poisson,1,2,4,"[[1, 1, 2, 2, 2], [3, 2, 3], [1, 2, 3, 1], [2, 2, 3]]",15,"[5, 3, 4, 3]",83,337,0.7537091988130564,66,2.2,,,,TIME_LIMIT,0.6116286270433615,28040.0,0.004755973815917969,0.019823099486529827,30.00015902519226,30.020056076347828,6.533333333333333,OPTIMAL,0.0,19005.0,0.0010230541229248047,0.012872426770627499,0.007741926237940788,0.004956960678100586,0.005063129588961601,6.089466094970703,6.10745479632169
N30_L4_balanced_poisson_hS2,0,0.75,84,84,fixed_size_closest_dimension,fixed_size_3,30,4,"[8, 8, 7, 7]",balanced,poisson,1,2,4,"[[3, 3, 2], [3, 3, 2], [3, 3, 1], [3, 3, 1]]",12,"[3, 3, 3, 3]",54,337,0.8397626112759644,728,24.266666666666666,,,,TIME_LIMIT,0.6116286270433615,28040.0,0.004755973815917969,0.019823099486529827,30.00015902519226,30.020056076347828,8.433333333333334,OPTIMAL,0.0,3238.0,0.0008530616760253906,4.25754114985466e-05,4.25754114985466e-05,0.0,0.005650687031447887,0.31045007705688477,0.3161912290379405
N30_L4_balanced_poisson_hS2,0,0.75,84,84,threshold_closest_dimension,release_gap_threshold_2,30,4,"[8, 8, 7, 7]",balanced,poisson,1,2,4,"[[1, 1, 4, 2], [3, 4, 1], [3, 3, 1], [2, 2, 3]]",13,"[4, 3, 3, 3]",63,337,0.8130563798219584,140,4.666666666666667,,,,TIME_LIMIT,0.6116286270433615,28040.0,0.004755973815917969,0.019823099486529827,30.00015902519226,30.020056076347828,6.533333333333333,OPTIMAL,0.0,4806.0,0.0008540153503417969,3.886781632900238e-05,3.886781632900238e-05,0.0,0.004519978538155556,0.6316590309143066,0.636265242472291
N30_L4_balanced_poisson_hS2,0,0.9,34,34,proposed_bound_aware,min_Bidx_under_C_budget,30,4,"[8, 8, 7, 7]",balanced,poisson,1,2,4,"[[4, 4], [4, 4], [3, 4], [2, 2, 3]]",9,"[2, 2, 2, 3]",30,337,0.9109792284866469,618,20.6,,,,TIME_LIMIT,0.6116286270433615,28040.0,0.004755973815917969,0.019823099486529827,30.00015902519226,30.020056076347828,6.533333333333333,OPTIMAL,0.0,249.0,0.0007169246673583984,0.04035400692373514,0.007561453618109226,0.032628774642944336,0.004780142568051815,0.03889799118041992,0.08408133033663034
