N,L,demand_pattern,arrival_mode,hS,cases,optimal_case_count,mean_vehicle_level_average_delay,ci95_vehicle_level_average_delay,mean_vehicle_level_mip_gap,ci95_vehicle_level_mip_gap,mean_vehicle_level_nodes,ci95_vehicle_level_nodes,mean_vehicle_level_model_construction_seconds,ci95_vehicle_level_model_construction_seconds,mean_vehicle_level_downstream_optimization_seconds,ci95_vehicle_level_downstream_optimization_seconds,mean_vehicle_level_wall_time_seconds,ci95_vehicle_level_wall_time_seconds,statuses
30,4,balanced,poisson,2,30,0,,,0.6395356004003536,0.017651453969737628,23263.066666666666,2306.772333352729,0.011452400404959918,0.0013225436196036987,30.00020850499471,6.840982038480871e-05,30.011717435096703,0.0013346386263580808,"{""TIME_LIMIT"": 30}"
