seed,replication,N,L,counts,releases,arrival_rate,h_F,h_S,threshold,max_platoon_size,method,partition,number_of_platoons,ordering_variable_count,vehicle_level_ordering_variable_count,formation_time_ms,formation_repetitions,model_build_time_s,solve_time_s,end_to_end_time_s,status,objective,actual_optimality_gap,actual_gap_reference,terminal_mip_gap,node_count,partition_specific_upper_bound,scaled_partition_specific_upper_bound,rule_level_upper_bound,scaled_rule_level_upper_bound,np_pp_chp_delay_order_holds,matching_chp_objective
15220466147636921654,2,20,4,"[5, 5, 5, 5]","[[3, 4, 7, 9, 9], [4, 6, 6, 9, 9], [2, 2, 2, 5, 6], [7, 10, 12, 13, 14]]",0.4,1,2,3,,CHP,"[[5], [5], [5], [5]]",4,6,150,0.0042165,20,0.003706558607518673,0.004815816879272461,0.008569594875351428,OPTIMAL,6.05,,,0.0,13.0,9.1,182,34.2,684,,
15220466147636921654,2,20,4,"[5, 5, 5, 5]","[[3, 4, 7, 9, 9], [4, 6, 6, 9, 9], [2, 2, 2, 5, 6], [7, 10, 12, 13, 14]]",0.4,1,2,3,2,PP,"[[2, 2, 1], [2, 2, 1], [2, 2, 1], [2, 2, 1]]",12,54,150,0.0015375,20,0.004005691036581993,0.14967894554138184,0.15373062610445024,OPTIMAL,6.05,,,0.0,1150.0,6.6,132,18.0,360,,6.05
15220466147636921654,2,20,4,"[5, 5, 5, 5]","[[3, 4, 7, 9, 9], [4, 6, 6, 9, 9], [2, 2, 2, 5, 6], [7, 10, 12, 13, 14]]",0.4,1,2,3,3,PP,"[[3, 2], [3, 2], [3, 2], [3, 2]]",8,24,150,0.0015425,20,0.00354749895632267,0.028271913528442383,0.03186457720283747,OPTIMAL,6.05,,,0.0,222.0,5.15,103,23.4,468,,6.05
13608824610981170908,0,20,4,"[5, 5, 5, 5]","[[1, 1, 6, 6, 6], [2, 5, 7, 11, 13], [2, 3, 3, 3, 9], [4, 7, 8, 8, 11]]",0.7,1,2,,1,NP,"[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]",20,150,150,0.001097,20,0.00577645655721426,5.000488996505737,5.006316850795207,TIME_LIMIT,7.1,,,0.5897098422678468,8735.0,0.0,0,0.0,0,,
13608824610981170908,0,20,4,"[5, 5, 5, 5]","[[1, 1, 6, 6, 6], [2, 5, 7, 11, 13], [2, 3, 3, 3, 9], [4, 7, 8, 8, 11]]",0.7,1,2,2,,CHP,"[[2, 3], [1, 2, 2], [4, 1], [1, 3, 1]]",10,37,150,0.0014125,20,0.00444487389177084,0.17689990997314453,0.18139335015819072,OPTIMAL,7.0,,,0.0,2112.0,1.5,30,16.15,323,,
13608824610981170908,0,20,4,"[5, 5, 5, 5]","[[1, 1, 6, 6, 6], [2, 5, 7, 11, 13], [2, 3, 3, 3, 9], [4, 7, 8, 8, 11]]",0.7,1,2,2,2,PP,"[[2, 2, 1], [1, 2, 2], [2, 2, 1], [1, 2, 1, 1]]",13,63,150,0.004642,20,0.004680880345404148,2.3518388271331787,2.3565743242479367,OPTIMAL,7.0,,,0.0,14772.0,1.5,30,8.5,170,,7.0
13608824610981170908,0,20,4,"[5, 5, 5, 5]","[[1, 1, 6, 6, 6], [2, 5, 7, 11, 13], [2, 3, 3, 3, 9], [4, 7, 8, 8, 11]]",0.7,1,2,2,3,PP,"[[2, 3], [1, 2, 2], [3, 1, 1], [1, 3, 1]]",11,45,150,0.003741,20,0.004814953543245792,0.5049088001251221,0.5097788664215837,OPTIMAL,7.0,,,0.0,4174.0,1.5,30,11.05,221,,7.0
13608824610981170908,0,20,4,"[5, 5, 5, 5]","[[1, 1, 6, 6, 6], [2, 5, 7, 11, 13], [2, 3, 3, 3, 9], [4, 7, 8, 8, 11]]",0.7,1,2,3,,CHP,"[[2, 3], [3, 2], [4, 1], [5]]",7,18,150,0.004107,20,0.0045186663046479225,0.02298712730407715,0.027555038088626384,OPTIMAL,7.0,,,0.0,129.0,6.6,132,34.2,684,,
13608824610981170908,0,20,4,"[5, 5, 5, 5]","[[1, 1, 6, 6, 6], [2, 5, 7, 11, 13], [2, 3, 3, 3, 9], [4, 7, 8, 8, 11]]",0.7,1,2,3,2,PP,"[[2, 2, 1], [2, 1, 2], [2, 2, 1], [2, 2, 1]]",12,54,150,0.004532,20,0.005425265058875084,0.7787928581237793,0.7842843506466097,OPTIMAL,7.0,,,0.0,5803.0,4.3,86,18.0,360,,7.0
13608824610981170908,0,20,4,"[5, 5, 5, 5]","[[1, 1, 6, 6, 6], [2, 5, 7, 11, 13], [2, 3, 3, 3, 9], [4, 7, 8, 8, 11]]",0.7,1,2,3,3,PP,"[[2, 3], [3, 2], [3, 1, 1], [3, 2]]",9,30,150,0.0042615,20,0.004880562424659729,0.08081293106079102,0.08574936608856822,OPTIMAL,7.0,,,0.0,758.0,6.6,132,23.4,468,,7.0
10473035587848921997,1,20,4,"[5, 5, 5, 5]","[[3, 4, 5, 7, 12], [3, 3, 3, 3, 5], [4, 8, 10, 11, 14], [1, 1, 3, 4, 6]]",0.7,1,2,,1,NP,"[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]",20,150,150,0.0036455,20,0.007166835479438305,5.0000550746917725,5.007295058412309,TIME_LIMIT,6.7,,,0.5234281268676683,10431.0,0.0,0,0.0,0,,
10473035587848921997,1,20,4,"[5, 5, 5, 5]","[[3, 4, 5, 7, 12], [3, 3, 3, 3, 5], [4, 8, 10, 11, 14], [1, 1, 3, 4, 6]]",0.7,1,2,2,,CHP,"[[4, 1], [5], [1, 3, 1], [5]]",7,17,150,0.004161,20,0.0045920079573988914,0.018980979919433594,0.023624585792170524,OPTIMAL,7.3,,,0.0,91.0,3.75,75,16.15,323,,
10473035587848921997,1,20,4,"[5, 5, 5, 5]","[[3, 4, 5, 7, 12], [3, 3, 3, 3, 5], [4, 8, 10, 11, 14], [1, 1, 3, 4, 6]]",0.7,1,2,2,2,PP,"[[2, 2, 1], [2, 2, 1], [1, 2, 1, 1], [2, 2, 1]]",13,63,150,0.0016025,20,0.004205343313515186,0.9979350566864014,1.0021907078766012,OPTIMAL,6.7,,,0.0,5660.0,1.55,31,8.5,170,,7.3
10473035587848921997,1,20,4,"[5, 5, 5, 5]","[[3, 4, 5, 7, 12], [3, 3, 3, 3, 5], [4, 8, 10, 11, 14], [1, 1, 3, 4, 6]]",0.7,1,2,2,3,PP,"[[3, 1, 1], [3, 2], [1, 3, 1], [3, 2]]",10,37,150,0.004537,20,0.004995306022465229,0.1130368709564209,0.11809935194128704,OPTIMAL,6.9,,,0.0,1070.0,3.0,60,11.05,221,,7.3
10473035587848921997,1,20,4,"[5, 5, 5, 5]","[[3, 4, 5, 7, 12], [3, 3, 3, 3, 5], [4, 8, 10, 11, 14], [1, 1, 3, 4, 6]]",0.7,1,2,3,,CHP,"[[4, 1], [5], [1, 4], [5]]",6,13,150,0.004597,20,0.004839922301471233,0.011584997177124023,0.016486597239193438,OPTIMAL,7.3,,,0.0,55.0,5.25,105,34.2,684,,
10473035587848921997,1,20,4,"[5, 5, 5, 5]","[[3, 4, 5, 7, 12], [3, 3, 3, 3, 5], [4, 8, 10, 11, 14], [1, 1, 3, 4, 6]]",0.7,1,2,3,2,PP,"[[2, 2, 1], [2, 2, 1], [1, 2, 2], [2, 2, 1]]",12,54,150,0.005158,20,0.005333427339792252,0.719092845916748,0.7244930503520446,OPTIMAL,6.7,,,0.0,4661.0,3.05,61,18.0,360,,7.3
10473035587848921997,1,20,4,"[5, 5, 5, 5]","[[3, 4, 5, 7, 12], [3, 3, 3, 3, 5], [4, 8, 10, 11, 14], [1, 1, 3, 4, 6]]",0.7,1,2,3,3,PP,"[[3, 1, 1], [3, 2], [1, 3, 1], [3, 2]]",10,37,150,0.003115,20,0.004617705941200256,0.11289215087890625,0.117570393444767,OPTIMAL,6.9,,,0.0,1070.0,3.0,60,23.4,468,,7.3
16322304947374164068,2,20,4,"[5, 5, 5, 5]","[[4, 6, 8, 9, 11], [3, 4, 8, 12, 12], [2, 3, 5, 5, 5], [2, 3, 3, 3, 3]]",0.7,1,2,,1,NP,"[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]",20,150,150,0.00324,20,0.0061890194192528725,5.000074863433838,5.006319544206848,TIME_LIMIT,7.45,,,0.532625789439727,8938.0,0.0,0,0.0,0,,
16322304947374164068,2,20,4,"[5, 5, 5, 5]","[[4, 6, 8, 9, 11], [3, 4, 8, 12, 12], [2, 3, 5, 5, 5], [2, 3, 3, 3, 3]]",0.7,1,2,2,,CHP,"[[5], [2, 1, 2], [5], [5]]",6,12,150,0.004176,20,0.0040573906153440475,0.014534950256347656,0.018642884628714086,OPTIMAL,7.45,,,0.0,70.0,3.15,63,16.15,323,,
16322304947374164068,2,20,4,"[5, 5, 5, 5]","[[4, 6, 8, 9, 11], [3, 4, 8, 12, 12], [2, 3, 5, 5, 5], [2, 3, 3, 3, 3]]",0.7,1,2,2,2,PP,"[[2, 2, 1], [2, 1, 2], [2, 2, 1], [2, 2, 1]]",12,54,150,0.004552,20,0.005282671190798283,0.30724096298217773,0.31258726089520644,OPTIMAL,7.45,,,0.0,2941.0,0.85,17,8.5,170,,7.45
16322304947374164068,2,20,4,"[5, 5, 5, 5]","[[4, 6, 8, 9, 11], [3, 4, 8, 12, 12], [2, 3, 5, 5, 5], [2, 3, 3, 3, 3]]",0.7,1,2,2,3,PP,"[[3, 2], [2, 1, 2], [3, 2], [3, 2]]",9,30,150,0.004442,20,0.00453837588429451,0.09418177604675293,0.09876964572927188,OPTIMAL,7.45,,,0.0,828.0,3.15,63,11.05,221,,7.45
16322304947374164068,2,20,4,"[5, 5, 5, 5]","[[4, 6, 8, 9, 11], [3, 4, 8, 12, 12], [2, 3, 5, 5, 5], [2, 3, 3, 3, 3]]",0.7,1,2,3,,CHP,"[[5], [2, 1, 2], [5], [5]]",6,12,150,0.00349,20,0.004237091168761253,0.014753103256225586,0.01905156612299919,OPTIMAL,7.45,,,0.0,70.0,3.15,63,34.2,684,,
16322304947374164068,2,20,4,"[5, 5, 5, 5]","[[4, 6, 8, 9, 11], [3, 4, 8, 12, 12], [2, 3, 5, 5, 5], [2, 3, 3, 3, 3]]",0.7,1,2,3,2,PP,"[[2, 2, 1], [2, 1, 2], [2, 2, 1], [2, 2, 1]]",12,54,150,0.001527,20,0.004832490347325802,0.3048441410064697,0.3097276199644108,OPTIMAL,7.45,,,0.0,2941.0,0.85,17,18.0,360,,7.45
16322304947374164068,2,20,4,"[5, 5, 5, 5]","[[4, 6, 8, 9, 11], [3, 4, 8, 12, 12], [2, 3, 5, 5, 5], [2, 3, 3, 3, 3]]",0.7,1,2,3,3,PP,"[[3, 2], [2, 1, 2], [3, 2], [3, 2]]",9,30,150,0.004457,20,0.004518646746873856,0.09337282180786133,0.09794062903831673,OPTIMAL,7.45,,,0.0,828.0,3.15,63,23.4,468,,7.45
10107985014724230268,0,20,4,"[5, 5, 5, 5]","[[1, 1, 2, 4, 5], [3, 3, 4, 4, 6], [2, 3, 4, 4, 7], [1, 4, 4, 4, 4]]",1.0,1,2,,1,NP,"[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]",20,150,150,0.0031795,20,0.006177311763167381,5.000071048736572,5.006303013267116,TIME_LIMIT,8.5,,,0.5465686274509938,8801.0,0.0,0,0.0,0,,
10107985014724230268,0,20,4,"[5, 5, 5, 5]","[[1, 1, 2, 4, 5], [3, 3, 4, 4, 6], [2, 3, 4, 4, 7], [1, 4, 4, 4, 4]]",1.0,1,2,2,,CHP,"[[5], [5], [4, 1], [1, 4]]",6,13,150,0.0041715,20,0.0043654851615428925,0.01750493049621582,0.021920349555107594,OPTIMAL,8.5,,,0.0,91.0,1.45,29,16.15,323,,
10107985014724230268,0,20,4,"[5, 5, 5, 5]","[[1, 1, 2, 4, 5], [3, 3, 4, 4, 6], [2, 3, 4, 4, 7], [1, 4, 4, 4, 4]]",1.0,1,2,2,2,PP,"[[2, 2, 1], [2, 2, 1], [2, 2, 1], [1, 2, 2]]",12,54,150,0.0016125,20,0.004725828766822815,0.8768649101257324,0.8816443592390895,OPTIMAL,8.5,,,0.0,5753.0,0.75,15,8.5,170,,8.5
10107985014724230268,0,20,4,"[5, 5, 5, 5]","[[1, 1, 2, 4, 5], [3, 3, 4, 4, 6], [2, 3, 4, 4, 7], [1, 4, 4, 4, 4]]",1.0,1,2,2,3,PP,"[[3, 2], [3, 2], [3, 1, 1], [1, 3, 1]]",10,37,150,0.004497,20,0.004965932108461857,0.07473587989807129,0.07975594663711501,OPTIMAL,8.5,,,0.0,769.0,0.7,14,11.05,221,,8.5
10107985014724230268,0,20,4,"[5, 5, 5, 5]","[[1, 1, 2, 4, 5], [3, 3, 4, 4, 6], [2, 3, 4, 4, 7], [1, 4, 4, 4, 4]]",1.0,1,2,3,,CHP,"[[5], [5], [5], [5]]",4,6,150,0.004211,20,0.003894934430718422,0.005379915237426758,0.009322858906184197,OPTIMAL,8.5,,,0.0,21.0,4.75,95,34.2,684,,
10107985014724230268,0,20,4,"[5, 5, 5, 5]","[[1, 1, 2, 4, 5], [3, 3, 4, 4, 6], [2, 3, 4, 4, 7], [1, 4, 4, 4, 4]]",1.0,1,2,3,2,PP,"[[2, 2, 1], [2, 2, 1], [2, 2, 1], [2, 2, 1]]",12,54,150,0.001502,20,0.0040438296273350716,0.28645801544189453,0.2905499234425087,OPTIMAL,8.5,,,0.0,2816.0,2.55,51,18.0,360,,8.5
10107985014724230268,0,20,4,"[5, 5, 5, 5]","[[1, 1, 2, 4, 5], [3, 3, 4, 4, 6], [2, 3, 4, 4, 7], [1, 4, 4, 4, 4]]",1.0,1,2,3,3,PP,"[[3, 2], [3, 2], [3, 2], [3, 2]]",8,24,150,0.004537,20,0.00479599554091692,0.042562007904052734,0.04742741916948509,OPTIMAL,8.5,,,0.0,364.0,4.0,80,23.4,468,,8.5
12835621316930140213,1,20,4,"[5, 5, 5, 5]","[[1, 2, 2, 2, 2], [2, 3, 7, 8, 10], [3, 5, 5, 6, 9], [1, 1, 1, 2, 4]]",1.0,1,2,,1,NP,"[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]",20,150,150,0.00333,20,0.00627021212130785,5.000056982040405,5.006381656565027,TIME_LIMIT,8.2,,,0.5548456760712462,7116.0,0.0,0,0.0,0,,
12835621316930140213,1,20,4,"[5, 5, 5, 5]","[[1, 2, 2, 2, 2], [2, 3, 7, 8, 10], [3, 5, 5, 6, 9], [1, 1, 1, 2, 4]]",1.0,1,2,2,,CHP,"[[5], [2, 3], [4, 1], [5]]",6,13,150,0.003515,20,0.004372936673462391,0.01662898063659668,0.02105083149160385,OPTIMAL,8.2,,,0.0,95.0,2.25,45,16.15,323,,
12835621316930140213,1,20,4,"[5, 5, 5, 5]","[[1, 2, 2, 2, 2], [2, 3, 7, 8, 10], [3, 5, 5, 6, 9], [1, 1, 1, 2, 4]]",1.0,1,2,2,2,PP,"[[2, 2, 1], [2, 2, 1], [2, 2, 1], [2, 2, 1]]",12,54,150,0.0049175,20,0.004803336225450039,0.3473379611968994,0.35219232749698637,OPTIMAL,8.2,,,0.0,3522.0,0.85,17,8.5,170,,8.2
12835621316930140213,1,20,4,"[5, 5, 5, 5]","[[1, 2, 2, 2, 2], [2, 3, 7, 8, 10], [3, 5, 5, 6, 9], [1, 1, 1, 2, 4]]",1.0,1,2,2,3,PP,"[[3, 2], [2, 3], [3, 1, 1], [3, 2]]",9,30,150,0.0049625,20,0.0051580024883151054,0.09003591537475586,0.09525567800160646,OPTIMAL,8.2,,,0.0,1012.0,2.25,45,11.05,221,,8.2
12835621316930140213,1,20,4,"[5, 5, 5, 5]","[[1, 2, 2, 2, 2], [2, 3, 7, 8, 10], [3, 5, 5, 6, 9], [1, 1, 1, 2, 4]]",1.0,1,2,3,,CHP,"[[5], [2, 3], [5], [5]]",5,9,150,0.0046825,20,0.004508781246840954,0.013464212417602539,0.018033798594112395,OPTIMAL,8.2,,,0.0,53.0,3.75,75,34.2,684,,
12835621316930140213,1,20,4,"[5, 5, 5, 5]","[[1, 2, 2, 2, 2], [2, 3, 7, 8, 10], [3, 5, 5, 6, 9], [1, 1, 1, 2, 4]]",1.0,1,2,3,2,PP,"[[2, 2, 1], [2, 2, 1], [2, 2, 1], [2, 2, 1]]",12,54,150,0.004582,20,0.005273676477372646,0.3489069938659668,0.35424350098244617,OPTIMAL,8.2,,,0.0,3522.0,0.85,17,18.0,360,,8.2
12835621316930140213,1,20,4,"[5, 5, 5, 5]","[[1, 2, 2, 2, 2], [2, 3, 7, 8, 10], [3, 5, 5, 6, 9], [1, 1, 1, 2, 4]]",1.0,1,2,3,3,PP,"[[3, 2], [2, 3], [3, 2], [3, 2]]",8,24,150,0.0043315,20,0.00430305115878582,0.06153607368469238,0.06588713071561479,OPTIMAL,8.2,,,0.0,710.0,3.75,75,23.4,468,,8.2
14771961737711289545,2,20,4,"[5, 5, 5, 5]","[[5, 7, 8, 10, 10], [1, 1, 2, 3, 4], [1, 3, 4, 5, 5], [2, 2, 3, 3, 4]]",1.0,1,2,,1,NP,"[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]",20,150,150,0.003225,20,0.00724088866263628,5.000062942504883,5.007375426420367,TIME_LIMIT,8.25,,,0.5268244145942068,8759.0,0.0,0,0.0,0,,
14771961737711289545,2,20,4,"[5, 5, 5, 5]","[[5, 7, 8, 10, 10], [1, 1, 2, 3, 4], [1, 3, 4, 5, 5], [2, 2, 3, 3, 4]]",1.0,1,2,2,,CHP,"[[5], [5], [5], [5]]",4,6,150,0.004121,20,0.004493207670748234,0.0073070526123046875,0.011851558359392642,OPTIMAL,7.85,,,0.0,30.0,2.45,49,16.15,323,,
14771961737711289545,2,20,4,"[5, 5, 5, 5]","[[5, 7, 8, 10, 10], [1, 1, 2, 3, 4], [1, 3, 4, 5, 5], [2, 2, 3, 3, 4]]",1.0,1,2,2,2,PP,"[[2, 2, 1], [2, 2, 1], [2, 2, 1], [2, 2, 1]]",12,54,150,0.003966,20,0.005205052904784679,0.2953469753265381,0.30060067815713026,OPTIMAL,7.85,,,0.0,2653.0,2.45,49,8.5,170,,7.85
14771961737711289545,2,20,4,"[5, 5, 5, 5]","[[5, 7, 8, 10, 10], [1, 1, 2, 3, 4], [1, 3, 4, 5, 5], [2, 2, 3, 3, 4]]",1.0,1,2,2,3,PP,"[[3, 2], [3, 2], [3, 2], [3, 2]]",8,24,150,0.004481,20,0.004469973035156727,0.055422067642211914,0.05993976577847576,OPTIMAL,7.85,,,0.0,392.0,1.7,34,11.05,221,,7.85
14771961737711289545,2,20,4,"[5, 5, 5, 5]","[[5, 7, 8, 10, 10], [1, 1, 2, 3, 4], [1, 3, 4, 5, 5], [2, 2, 3, 3, 4]]",1.0,1,2,3,,CHP,"[[5], [5], [5], [5]]",4,6,150,0.003415,20,0.003317270427942276,0.007359027862548828,0.010722378108956813,OPTIMAL,7.85,,,0.0,30.0,2.45,49,34.2,684,,
14771961737711289545,2,20,4,"[5, 5, 5, 5]","[[5, 7, 8, 10, 10], [1, 1, 2, 3, 4], [1, 3, 4, 5, 5], [2, 2, 3, 3, 4]]",1.0,1,2,3,2,PP,"[[2, 2, 1], [2, 2, 1], [2, 2, 1], [2, 2, 1]]",12,54,150,0.001512,20,0.004679298959672451,0.2947089672088623,0.29943444533053587,OPTIMAL,7.85,,,0.0,2653.0,2.45,49,18.0,360,,7.85
14771961737711289545,2,20,4,"[5, 5, 5, 5]","[[5, 7, 8, 10, 10], [1, 1, 2, 3, 4], [1, 3, 4, 5, 5], [2, 2, 3, 3, 4]]",1.0,1,2,3,3,PP,"[[3, 2], [3, 2], [3, 2], [3, 2]]",8,24,150,0.004522,20,0.004255347885191441,0.05557417869567871,0.059877842162296295,OPTIMAL,7.85,,,0.0,392.0,1.7,34,23.4,468,,7.85
