partition,platoons_by_approach,total_platoons,ordering_variables,vehicle_level_ordering_variables,dimension_reduction_fraction,scaled_indexed_bound,indexed_bound,actual_scaled_gap,actual_average_gap,gap_le_indexed_bound
"[[3], [3], [3]]","[1, 1, 1]",3,3,27,8/9,0,0,0,0,True
