scenario,replication,target_dimension_reduction,raw_target_ordering_budget,target_ordering_budget,method_family,method_detail,N,L,counts,demand_pattern,arrival_mode,hF,hS,max_platoon_size,partition,total_platoons,platoons_by_approach,ordering_variables,vehicle_level_ordering_variables,dimension_reduction_fraction,scaled_indexed_bound,indexed_bound,actual_average_gap,actual_gap_le_indexed_bound,vehicle_level_average_delay,vehicle_level_status,vehicle_level_mip_gap,vehicle_level_nodes,vehicle_level_time_to_first_feasible,vehicle_level_model_construction_seconds,vehicle_level_downstream_optimization_seconds,vehicle_level_wall_time_seconds,objective_average_delay,status,mip_gap,nodes,time_to_first_feasible,partition_time_seconds,partition_model_construction_seconds,partition_optimization_seconds,model_construction_seconds,downstream_optimization_seconds,end_to_end_seconds,batch
N20_L4_balanced_poisson_hS2,0,0.25,112,112,proposed_bound_aware,min_Bidx_under_C_budget,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[2, 2, 1], [1, 1, 1, 2], [4, 1], [1, 3, 1]]",12,"[3, 4, 2, 3]",53,150,0.6466666666666666,0,0.0,,,,TIME_LIMIT,0.23125663466848073,63379.0,0.0020859241485595703,0.014497675001621246,30.000228881835938,30.014795765280724,5.1,OPTIMAL,0.0,2469.0,0.0008349418640136719,0.00729798711836338,0.0050219884142279625,0.002183198928833008,0.004097761586308479,0.24754786491394043,0.2589912423864007,N20_L4_balanced_poisson_hS2
N20_L4_balanced_poisson_hS2,0,0.25,112,112,fixed_size_closest_dimension,fixed_size_2,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[2, 2, 1], [2, 2, 1], [2, 2, 1], [2, 2, 1]]",12,"[3, 3, 3, 3]",54,150,0.64,163,8.15,,,,TIME_LIMIT,0.23125663466848073,63379.0,0.0020859241485595703,0.014497675001621246,30.000228881835938,30.014795765280724,5.1,OPTIMAL,0.0,1449.0,0.0007560253143310547,4.7662295401096344e-05,4.7662295401096344e-05,0.0,0.0047241877764463425,0.14606809616088867,0.150884629227221,N20_L4_balanced_poisson_hS2
N20_L4_balanced_poisson_hS2,0,0.25,112,112,threshold_closest_dimension,release_gap_threshold_1,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[2, 2, 1], [1, 1, 1, 2], [4, 1], [1, 3, 1]]",12,"[3, 4, 2, 3]",53,150,0.6466666666666666,0,0.0,,,,TIME_LIMIT,0.23125663466848073,63379.0,0.0020859241485595703,0.014497675001621246,30.000228881835938,30.014795765280724,5.1,OPTIMAL,0.0,2469.0,0.0007841587066650391,9.185727685689926e-05,9.185727685689926e-05,0.0,0.004391205497086048,0.24589204788208008,0.25041893869638443,N20_L4_balanced_poisson_hS2
N20_L4_balanced_poisson_hS2,0,0.5,75,75,proposed_bound_aware,min_Bidx_under_C_budget,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[2, 2, 1], [1, 1, 1, 2], [4, 1], [1, 3, 1]]",12,"[3, 4, 2, 3]",53,150,0.6466666666666666,0,0.0,,,,TIME_LIMIT,0.23125663466848073,63379.0,0.0020859241485595703,0.014497675001621246,30.000228881835938,30.014795765280724,5.1,OPTIMAL,0.0,2469.0,0.00080108642578125,0.007839015685021877,0.0056639183312654495,0.002089977264404297,0.004539339803159237,0.24726510047912598,0.25968788750469685,N20_L4_balanced_poisson_hS2
N20_L4_balanced_poisson_hS2,0,0.5,75,75,fixed_size_closest_dimension,fixed_size_2,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[2, 2, 1], [2, 2, 1], [2, 2, 1], [2, 2, 1]]",12,"[3, 3, 3, 3]",54,150,0.64,163,8.15,,,,TIME_LIMIT,0.23125663466848073,63379.0,0.0020859241485595703,0.014497675001621246,30.000228881835938,30.014795765280724,5.1,OPTIMAL,0.0,1449.0,0.0007641315460205078,5.1448121666908264e-05,5.1448121666908264e-05,0.0,0.004879963584244251,0.14698314666748047,0.15195956360548735,N20_L4_balanced_poisson_hS2
N20_L4_balanced_poisson_hS2,0,0.5,75,75,threshold_closest_dimension,release_gap_threshold_1,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[2, 2, 1], [1, 1, 1, 2], [4, 1], [1, 3, 1]]",12,"[3, 4, 2, 3]",53,150,0.6466666666666666,0,0.0,,,,TIME_LIMIT,0.23125663466848073,63379.0,0.0020859241485595703,0.014497675001621246,30.000228881835938,30.014795765280724,5.1,OPTIMAL,0.0,2469.0,0.0007870197296142578,8.356571197509766e-05,8.356571197509766e-05,0.0,0.004739291034638882,0.246596097946167,0.25146415922790766,N20_L4_balanced_poisson_hS2
N20_L4_balanced_poisson_hS2,0,0.75,38,38,proposed_bound_aware,min_Bidx_under_C_budget,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[2, 3], [1, 1, 3], [4, 1], [1, 3, 1]]",10,"[2, 3, 2, 3]",37,150,0.7533333333333333,29,1.45,,,,TIME_LIMIT,0.23125663466848073,63379.0,0.0020859241485595703,0.014497675001621246,30.000228881835938,30.014795765280724,5.1,OPTIMAL,0.0,909.0,0.0006859302520751953,0.00761748943477869,0.005734354257583618,0.0017938613891601562,0.004228018224239349,0.09979701042175293,0.11168572027236223,N20_L4_balanced_poisson_hS2
N20_L4_balanced_poisson_hS2,0,0.75,38,38,fixed_size_closest_dimension,fixed_size_3,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[3, 2], [3, 2], [3, 2], [3, 2]]",8,"[2, 2, 2, 2]",24,150,0.84,290,14.5,,,,TIME_LIMIT,0.23125663466848073,63379.0,0.0020859241485595703,0.014497675001621246,30.000228881835938,30.014795765280724,5.3,OPTIMAL,0.0,135.0,0.00016689300537109375,3.8047321140766144e-05,3.8047321140766144e-05,0.0,0.004328309558331966,0.02893686294555664,0.03335202392190695,N20_L4_balanced_poisson_hS2
N20_L4_balanced_poisson_hS2,0,0.75,38,38,threshold_closest_dimension,release_gap_threshold_2,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[2, 3], [1, 4], [4, 1], [1, 3, 1]]",9,"[2, 2, 2, 3]",30,150,0.8,45,2.25,,,,TIME_LIMIT,0.23125663466848073,63379.0,0.0020859241485595703,0.014497675001621246,30.000228881835938,30.014795765280724,5.1,OPTIMAL,0.0,509.0,0.0001811981201171875,2.6510097086429596e-05,2.6510097086429596e-05,0.0,0.0036124978214502335,0.0573420524597168,0.06102360412478447,N20_L4_balanced_poisson_hS2
N20_L4_balanced_poisson_hS2,0,0.9,15,24,proposed_bound_aware,min_Bidx_under_C_budget,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[2, 3], [1, 4], [4, 1], [4, 1]]",8,"[2, 2, 2, 2]",24,150,0.84,81,4.05,,,,TIME_LIMIT,0.23125663466848073,63379.0,0.0020859241485595703,0.014497675001621246,30.000228881835938,30.014795765280724,5.1,OPTIMAL,0.0,202.0,0.0005900859832763672,0.00676397979259491,0.005223331972956657,0.0014591217041015625,0.004302029497921467,0.03156113624572754,0.04267031233757734,N20_L4_balanced_poisson_hS2
N20_L4_balanced_poisson_hS2,0,0.9,15,24,fixed_size_closest_dimension,fixed_size_3,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[3, 2], [3, 2], [3, 2], [3, 2]]",8,"[2, 2, 2, 2]",24,150,0.84,290,14.5,,,,TIME_LIMIT,0.23125663466848073,63379.0,0.0020859241485595703,0.014497675001621246,30.000228881835938,30.014795765280724,5.3,OPTIMAL,0.0,135.0,0.00017786026000976562,4.731118679046631e-05,4.731118679046631e-05,0.0,0.004977600648999214,0.02956080436706543,0.03464316390454769,N20_L4_balanced_poisson_hS2
N20_L4_balanced_poisson_hS2,0,0.9,15,24,threshold_closest_dimension,release_gap_threshold_3,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[2, 3], [1, 4], [4, 1], [4, 1]]",8,"[2, 2, 2, 2]",24,150,0.84,81,4.05,,,,TIME_LIMIT,0.23125663466848073,63379.0,0.0020859241485595703,0.014497675001621246,30.000228881835938,30.014795765280724,5.1,OPTIMAL,0.0,202.0,0.0007119178771972656,9.959004819393158e-05,9.959004819393158e-05,0.0,0.004907215014100075,0.03199291229248047,0.03705709055066109,N20_L4_balanced_poisson_hS2
N20_L4_balanced_poisson_hS2,1,0.25,112,112,proposed_bound_aware,min_Bidx_under_C_budget,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[2, 3], [3, 2], [4, 1], [1, 1, 1, 1, 1]]",11,"[2, 2, 2, 5]",42,150,0.72,0,0.0,,,,TIME_LIMIT,0.3162010495935935,62421.0,0.0013780593872070312,0.006587304174900055,30.00021505355835,30.006857414729893,5.9,OPTIMAL,0.0,1846.0,0.0007419586181640625,0.006910220719873905,0.005032463930547237,0.0017881393432617188,0.004358375445008278,0.1731250286102295,0.1844412935897708,N20_L4_balanced_poisson_hS2
N20_L4_balanced_poisson_hS2,1,0.25,112,112,fixed_size_closest_dimension,fixed_size_2,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[2, 2, 1], [2, 2, 1], [2, 2, 1], [2, 2, 1]]",12,"[3, 3, 3, 3]",54,150,0.64,119,5.95,,,,TIME_LIMIT,0.3162010495935935,62421.0,0.0013780593872070312,0.006587304174900055,30.00021505355835,30.006857414729893,5.9,OPTIMAL,0.0,2779.0,0.0007460117340087891,3.993045538663864e-05,3.993045538663864e-05,0.0,0.0052016302943229675,0.2578160762786865,0.26310461200773716,N20_L4_balanced_poisson_hS2
N20_L4_balanced_poisson_hS2,1,0.25,112,112,threshold_closest_dimension,release_gap_threshold_0,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[1, 1, 2, 1], [3, 1, 1], [1, 2, 1, 1], [1, 1, 1, 1, 1]]",16,"[4, 3, 4, 5]",95,150,0.36666666666666664,0,0.0,,,,TIME_LIMIT,0.3162010495935935,62421.0,0.0013780593872070312,0.006587304174900055,30.00021505355835,30.006857414729893,5.9,OPTIMAL,0.0,22941.0,0.0010378360748291016,7.88988545536995e-05,7.88988545536995e-05,0.0,0.0059340763837099075,6.594015836715698,6.600080017931759,N20_L4_balanced_poisson_hS2
N20_L4_balanced_poisson_hS2,1,0.5,75,75,proposed_bound_aware,min_Bidx_under_C_budget,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[2, 3], [3, 2], [4, 1], [1, 1, 1, 1, 1]]",11,"[2, 2, 2, 5]",42,150,0.72,0,0.0,,,,TIME_LIMIT,0.3162010495935935,62421.0,0.0013780593872070312,0.006587304174900055,30.00021505355835,30.006857414729893,5.9,OPTIMAL,0.0,1846.0,0.0007228851318359375,0.0075196316465735435,0.005865633487701416,0.0015652179718017578,0.004750256426632404,0.17357683181762695,0.18589292746037245,N20_L4_balanced_poisson_hS2
N20_L4_balanced_poisson_hS2,1,0.5,75,75,fixed_size_closest_dimension,fixed_size_2,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[2, 2, 1], [2, 2, 1], [2, 2, 1], [2, 2, 1]]",12,"[3, 3, 3, 3]",54,150,0.64,119,5.95,,,,TIME_LIMIT,0.3162010495935935,62421.0,0.0013780593872070312,0.006587304174900055,30.00021505355835,30.006857414729893,5.9,OPTIMAL,0.0,2779.0,0.0007529258728027344,3.8928352296352386e-05,3.8928352296352386e-05,0.0,0.0045271096751093864,0.25669002532958984,0.26130001433193684,N20_L4_balanced_poisson_hS2
N20_L4_balanced_poisson_hS2,1,0.5,75,75,threshold_closest_dimension,release_gap_threshold_1,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[2, 3], [3, 2], [4, 1], [1, 1, 1, 1, 1]]",11,"[2, 2, 2, 5]",42,150,0.72,0,0.0,,,,TIME_LIMIT,0.3162010495935935,62421.0,0.0013780593872070312,0.006587304174900055,30.00021505355835,30.006857414729893,5.9,OPTIMAL,0.0,1846.0,0.0006990432739257812,7.785670459270477e-05,7.785670459270477e-05,0.0,0.004685910418629646,0.1796889305114746,0.18449586536735296,N20_L4_balanced_poisson_hS2
N20_L4_balanced_poisson_hS2,1,0.75,38,38,proposed_bound_aware,min_Bidx_under_C_budget,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[2, 3], [3, 2], [4, 1], [1, 2, 1, 1]]",10,"[2, 2, 2, 4]",36,150,0.76,16,0.8,,,,TIME_LIMIT,0.3162010495935935,62421.0,0.0013780593872070312,0.006587304174900055,30.00021505355835,30.006857414729893,5.9,OPTIMAL,0.0,1210.0,0.00067901611328125,0.005951241590082645,0.004381230100989342,0.0014801025390625,0.003987344913184643,0.09311604499816895,0.10309760645031929,N20_L4_balanced_poisson_hS2
N20_L4_balanced_poisson_hS2,1,0.75,38,38,fixed_size_closest_dimension,fixed_size_3,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[3, 2], [3, 2], [3, 2], [3, 2]]",8,"[2, 2, 2, 2]",24,150,0.84,235,11.75,,,,TIME_LIMIT,0.3162010495935935,62421.0,0.0013780593872070312,0.006587304174900055,30.00021505355835,30.006857414729893,6.5,OPTIMAL,0.0,229.0,0.0005419254302978516,3.7525780498981476e-05,3.7525780498981476e-05,0.0,0.004495042376220226,0.03528904914855957,0.03986479248851538,N20_L4_balanced_poisson_hS2
N20_L4_balanced_poisson_hS2,1,0.75,38,38,threshold_closest_dimension,release_gap_threshold_2,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[2, 3], [3, 2], [4, 1], [1, 2, 1, 1]]",10,"[2, 2, 2, 4]",36,150,0.76,16,0.8,,,,TIME_LIMIT,0.3162010495935935,62421.0,0.0013780593872070312,0.006587304174900055,30.00021505355835,30.006857414729893,5.9,OPTIMAL,0.0,1210.0,0.0006630420684814453,7.580500096082687e-05,7.580500096082687e-05,0.0,0.004295931197702885,0.09288716316223145,0.09730325173586607,N20_L4_balanced_poisson_hS2
N20_L4_balanced_poisson_hS2,1,0.9,15,24,proposed_bound_aware,min_Bidx_under_C_budget,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[2, 3], [3, 2], [4, 1], [1, 4]]",8,"[2, 2, 2, 2]",24,150,0.84,78,3.9,,,,TIME_LIMIT,0.3162010495935935,62421.0,0.0013780593872070312,0.006587304174900055,30.00021505355835,30.006857414729893,5.9,OPTIMAL,0.0,289.0,0.0006840229034423828,0.007768216542899609,0.0056835683062672615,0.0019910335540771484,0.0036862893030047417,0.03575396537780762,0.0472621014341712,N20_L4_balanced_poisson_hS2
N20_L4_balanced_poisson_hS2,1,0.9,15,24,fixed_size_closest_dimension,fixed_size_3,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[3, 2], [3, 2], [3, 2], [3, 2]]",8,"[2, 2, 2, 2]",24,150,0.84,235,11.75,,,,TIME_LIMIT,0.3162010495935935,62421.0,0.0013780593872070312,0.006587304174900055,30.00021505355835,30.006857414729893,6.5,OPTIMAL,0.0,229.0,0.0005400180816650391,1.3921409845352173e-05,1.3921409845352173e-05,0.0,0.0035232538357377052,0.035653114318847656,0.039234042167663574,N20_L4_balanced_poisson_hS2
N20_L4_balanced_poisson_hS2,1,0.9,15,24,threshold_closest_dimension,release_gap_threshold_3,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[2, 3], [4, 1], [4, 1], [1, 4]]",8,"[2, 2, 2, 2]",24,150,0.84,110,5.5,,,,TIME_LIMIT,0.3162010495935935,62421.0,0.0013780593872070312,0.006587304174900055,30.00021505355835,30.006857414729893,5.9,OPTIMAL,0.0,345.0,0.00015401840209960938,7.627531886100769e-05,7.627531886100769e-05,0.0,0.004737879149615765,0.03445696830749512,0.03932889457792044,N20_L4_balanced_poisson_hS2
N20_L4_balanced_poisson_hS2,2,0.25,112,112,proposed_bound_aware,min_Bidx_under_C_budget,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[1, 4], [2, 2, 1], [3, 2], [3, 2]]",9,"[2, 3, 2, 2]",30,150,0.8,0,0.0,,,,TIME_LIMIT,0.3874825286792433,50105.0,0.0012819766998291016,0.00587927270680666,30.00014591217041,30.006077361293137,7.5,OPTIMAL,0.0,729.0,0.0006649494171142578,0.006873605772852898,0.005044322460889816,0.0017409324645996094,0.004336642101407051,0.06767702102661133,0.07893350627273321,N20_L4_balanced_poisson_hS2
N20_L4_balanced_poisson_hS2,2,0.25,112,112,fixed_size_closest_dimension,fixed_size_2,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[2, 2, 1], [2, 2, 1], [2, 2, 1], [2, 2, 1]]",12,"[3, 3, 3, 3]",54,150,0.64,81,4.05,,,,TIME_LIMIT,0.3874825286792433,50105.0,0.0012819766998291016,0.00587927270680666,30.00014591217041,30.006077361293137,7.7,OPTIMAL,0.0,4867.0,0.0007369518280029297,4.0300190448760986e-05,4.0300190448760986e-05,0.0,0.004759171046316624,0.6347169876098633,0.6395625555887818,N20_L4_balanced_poisson_hS2
N20_L4_balanced_poisson_hS2,2,0.25,112,112,threshold_closest_dimension,release_gap_threshold_0,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[1, 1, 2, 1], [2, 1, 1, 1], [1, 1, 1, 2], [1, 2, 2]]",15,"[4, 4, 4, 3]",84,150,0.44,0,0.0,,,,TIME_LIMIT,0.3874825286792433,50105.0,0.0012819766998291016,0.00587927270680666,30.00014591217041,30.006077361293137,7.5,OPTIMAL,0.0,27083.0,0.0009799003601074219,6.493832916021347e-05,6.493832916021347e-05,0.0,0.005658979527652264,4.864224910736084,4.869999701157212,N20_L4_balanced_poisson_hS2
N20_L4_balanced_poisson_hS2,2,0.5,75,75,proposed_bound_aware,min_Bidx_under_C_budget,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[1, 4], [2, 2, 1], [3, 2], [3, 2]]",9,"[2, 3, 2, 2]",30,150,0.8,0,0.0,,,,TIME_LIMIT,0.3874825286792433,50105.0,0.0012819766998291016,0.00587927270680666,30.00014591217041,30.006077361293137,7.5,OPTIMAL,0.0,729.0,0.0006561279296875,0.006956522352993488,0.005234619602560997,0.0016329288482666016,0.003993184305727482,0.06661510467529297,0.07761046942323446,N20_L4_balanced_poisson_hS2
N20_L4_balanced_poisson_hS2,2,0.5,75,75,fixed_size_closest_dimension,fixed_size_2,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[2, 2, 1], [2, 2, 1], [2, 2, 1], [2, 2, 1]]",12,"[3, 3, 3, 3]",54,150,0.64,81,4.05,,,,TIME_LIMIT,0.3874825286792433,50105.0,0.0012819766998291016,0.00587927270680666,30.00014591217041,30.006077361293137,7.7,OPTIMAL,0.0,4867.0,0.0007388591766357422,4.007108509540558e-05,4.007108509540558e-05,0.0,0.004793883301317692,0.6332919597625732,0.6381718767806888,N20_L4_balanced_poisson_hS2
N20_L4_balanced_poisson_hS2,2,0.5,75,75,threshold_closest_dimension,release_gap_threshold_1,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[4, 1], [2, 2, 1], [3, 2], [3, 2]]",9,"[2, 3, 2, 2]",30,150,0.8,0,0.0,,,,TIME_LIMIT,0.3874825286792433,50105.0,0.0012819766998291016,0.00587927270680666,30.00014591217041,30.006077361293137,7.5,OPTIMAL,0.0,630.0,0.0006320476531982422,2.4286098778247833e-05,2.4286098778247833e-05,0.0,0.0040142349898815155,0.06780195236206055,0.07188434526324272,N20_L4_balanced_poisson_hS2
N20_L4_balanced_poisson_hS2,2,0.75,38,38,proposed_bound_aware,min_Bidx_under_C_budget,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[1, 4], [2, 2, 1], [3, 2], [3, 2]]",9,"[2, 3, 2, 2]",30,150,0.8,0,0.0,,,,TIME_LIMIT,0.3874825286792433,50105.0,0.0012819766998291016,0.00587927270680666,30.00014591217041,30.006077361293137,7.5,OPTIMAL,0.0,729.0,0.0006489753723144531,0.00714127067476511,0.005313338711857796,0.0017459392547607422,0.0042460644617676735,0.06627297401428223,0.07770518027245998,N20_L4_balanced_poisson_hS2
N20_L4_balanced_poisson_hS2,2,0.75,38,38,fixed_size_closest_dimension,fixed_size_3,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[3, 2], [3, 2], [3, 2], [3, 2]]",8,"[2, 2, 2, 2]",24,150,0.84,30,1.5,,,,TIME_LIMIT,0.3874825286792433,50105.0,0.0012819766998291016,0.00587927270680666,30.00014591217041,30.006077361293137,7.5,OPTIMAL,0.0,471.0,0.0005428791046142578,3.79784032702446e-05,3.79784032702446e-05,0.0,0.004116330295801163,0.04514503479003906,0.04934209585189819,N20_L4_balanced_poisson_hS2
N20_L4_balanced_poisson_hS2,2,0.75,38,38,threshold_closest_dimension,release_gap_threshold_1,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[4, 1], [2, 2, 1], [3, 2], [3, 2]]",9,"[2, 3, 2, 2]",30,150,0.8,0,0.0,,,,TIME_LIMIT,0.3874825286792433,50105.0,0.0012819766998291016,0.00587927270680666,30.00014591217041,30.006077361293137,7.5,OPTIMAL,0.0,630.0,0.0006270408630371094,6.07222318649292e-05,6.07222318649292e-05,0.0,0.0046387892216444016,0.06796598434448242,0.07270936202257872,N20_L4_balanced_poisson_hS2
N20_L4_balanced_poisson_hS2,2,0.9,15,24,proposed_bound_aware,min_Bidx_under_C_budget,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[3, 2], [2, 3], [3, 2], [3, 2]]",8,"[2, 2, 2, 2]",24,150,0.84,14,0.7,,,,TIME_LIMIT,0.3874825286792433,50105.0,0.0012819766998291016,0.00587927270680666,30.00014591217041,30.006077361293137,7.5,OPTIMAL,0.0,562.0,0.0005440711975097656,0.00787446927279234,0.0045390380546450615,0.003242015838623047,0.0037878435105085373,0.057810068130493164,0.06951475609093904,N20_L4_balanced_poisson_hS2
N20_L4_balanced_poisson_hS2,2,0.9,15,24,fixed_size_closest_dimension,fixed_size_3,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[3, 2], [3, 2], [3, 2], [3, 2]]",8,"[2, 2, 2, 2]",24,150,0.84,30,1.5,,,,TIME_LIMIT,0.3874825286792433,50105.0,0.0012819766998291016,0.00587927270680666,30.00014591217041,30.006077361293137,7.5,OPTIMAL,0.0,471.0,0.0005450248718261719,3.865920007228851e-05,3.865920007228851e-05,0.0,0.00421054195612669,0.04492902755737305,0.0492203114554286,N20_L4_balanced_poisson_hS2
N20_L4_balanced_poisson_hS2,2,0.9,15,24,threshold_closest_dimension,release_gap_threshold_2,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[4, 1], [4, 1], [3, 2], [4, 1]]",8,"[2, 2, 2, 2]",24,150,0.84,31,1.55,,,,TIME_LIMIT,0.3874825286792433,50105.0,0.0012819766998291016,0.00587927270680666,30.00014591217041,30.006077361293137,7.5,OPTIMAL,0.0,274.0,0.0007250308990478516,7.551442831754684e-05,7.551442831754684e-05,0.0,0.00497576966881752,0.030041933059692383,0.03514938149601221,N20_L4_balanced_poisson_hS2
N20_L4_balanced_poisson_hS2,3,0.25,112,112,proposed_bound_aware,min_Bidx_under_C_budget,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[3, 1, 1], [2, 3], [3, 1, 1], [1, 3, 1]]",11,"[3, 2, 3, 3]",45,150,0.7,0,0.0,,,,TIME_LIMIT,0.4077198776003064,50995.0,0.0014390945434570312,0.007156183011829853,30.000181198120117,30.007404477335513,6.9,OPTIMAL,0.0,3509.0,0.0007760524749755859,0.007559211924672127,0.0059644319117069244,0.001505136489868164,0.005097632296383381,0.2659761905670166,0.2786849020048976,N20_L4_balanced_poisson_hS2
N20_L4_balanced_poisson_hS2,3,0.25,112,112,fixed_size_closest_dimension,fixed_size_2,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[2, 2, 1], [2, 2, 1], [2, 2, 1], [2, 2, 1]]",12,"[3, 3, 3, 3]",54,150,0.64,132,6.6,,,,TIME_LIMIT,0.4077198776003064,50995.0,0.0014390945434570312,0.007156183011829853,30.000181198120117,30.007404477335513,7.1,OPTIMAL,0.0,5028.0,0.000888824462890625,4.7472305595874786e-05,4.7472305595874786e-05,0.0,0.0052748508751392365,0.6029379367828369,0.6083220848813653,N20_L4_balanced_poisson_hS2
N20_L4_balanced_poisson_hS2,3,0.25,112,112,threshold_closest_dimension,release_gap_threshold_1,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[3, 1, 1], [2, 3], [3, 1, 1], [1, 3, 1]]",11,"[3, 2, 3, 3]",45,150,0.7,0,0.0,,,,TIME_LIMIT,0.4077198776003064,50995.0,0.0014390945434570312,0.007156183011829853,30.000181198120117,30.007404477335513,6.9,OPTIMAL,0.0,3509.0,0.0006799697875976562,2.6610679924488068e-05,2.6610679924488068e-05,0.0,0.00424087792634964,0.2621729373931885,0.26648588944226503,N20_L4_balanced_poisson_hS2
N20_L4_balanced_poisson_hS2,3,0.5,75,75,proposed_bound_aware,min_Bidx_under_C_budget,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[3, 1, 1], [2, 3], [3, 1, 1], [1, 3, 1]]",11,"[3, 2, 3, 3]",45,150,0.7,0,0.0,,,,TIME_LIMIT,0.4077198776003064,50995.0,0.0014390945434570312,0.007156183011829853,30.000181198120117,30.007404477335513,6.9,OPTIMAL,0.0,3509.0,0.000881195068359375,0.008318638429045677,0.00609887670725584,0.0021209716796875,0.004739220254123211,0.2649199962615967,0.27804011572152376,N20_L4_balanced_poisson_hS2
N20_L4_balanced_poisson_hS2,3,0.5,75,75,fixed_size_closest_dimension,fixed_size_2,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[2, 2, 1], [2, 2, 1], [2, 2, 1], [2, 2, 1]]",12,"[3, 3, 3, 3]",54,150,0.64,132,6.6,,,,TIME_LIMIT,0.4077198776003064,50995.0,0.0014390945434570312,0.007156183011829853,30.000181198120117,30.007404477335513,7.1,OPTIMAL,0.0,5028.0,0.000743865966796875,3.61735001206398e-05,3.61735001206398e-05,0.0,0.004991892725229263,0.596127986907959,0.6012050677090883,N20_L4_balanced_poisson_hS2
N20_L4_balanced_poisson_hS2,3,0.5,75,75,threshold_closest_dimension,release_gap_threshold_1,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[3, 1, 1], [2, 3], [3, 1, 1], [1, 3, 1]]",11,"[3, 2, 3, 3]",45,150,0.7,0,0.0,,,,TIME_LIMIT,0.4077198776003064,50995.0,0.0014390945434570312,0.007156183011829853,30.000181198120117,30.007404477335513,6.9,OPTIMAL,0.0,3509.0,0.0008199214935302734,8.772220462560654e-05,8.772220462560654e-05,0.0,0.005439558997750282,0.2633399963378906,0.2689242335036397,N20_L4_balanced_poisson_hS2
N20_L4_balanced_poisson_hS2,3,0.75,38,38,proposed_bound_aware,min_Bidx_under_C_budget,20,4,"[5, 5, 5, 5]",balanced,poisson,1,2,4,"[[3, 2], [2, 3], [3, 1, 1], [1, 3, 1]]",10,"[2, 2, 3, 3]",37,150,0.7533333333333333,14,0.7,,,,TIME_LIMIT,0.4077198776003064,50995.0,0.0014390945434570312,0.007156183011829853,30.000181198120117,30.007404477335513,6.9,OPTIMAL,0.0,1806.0,0.0007219314575195312,0.00801932718604803,0.005670638754963875,0.0022530555725097656,0.004131571389734745,0.1621098518371582,0.17431499902158976,N20_L4_balanced_poisson_hS2
