N,arrival_rate,threshold,max_platoon_size,cases,case_count,actual_gap_case_count,actual_gap_availability_rate,np_optimality_rate,pp_optimality_rate,violation_count,violation_rate,actual_equals_partition_bound_cases,partition_equals_rule_bound_cases,mean_actual_gap,median_actual_gap,mean_partition_specific_upper_bound,median_partition_specific_upper_bound,mean_rule_level_upper_bound,median_rule_level_upper_bound,mean_number_of_platoons,mean_ordering_variable_count,optimality_rate
20,0.4,1,5,3,3,0,0.0,0.0,1.0,0,,0,3,,,0.0,0.0,0.0,0.0,13.333333333333334,67.33333333333333,1.0
20,0.4,2,2,3,3,0,0.0,0.0,0.6666666666666666,0,,0,0,,,1.3666666666666665,0.85,8.5,8.5,13.666666666666666,70.33333333333333,0.6666666666666666
20,0.4,2,3,3,3,0,0.0,0.0,1.0,0,,0,0,,,2.5833333333333335,2.4,11.050000000000002,11.05,10.333333333333334,39.666666666666664,1.0
20,0.4,2,4,3,3,0,0.0,0.0,1.0,0,,0,0,,,2.5833333333333335,2.4,12.75,12.75,10.0,37.666666666666664,1.0
20,0.4,2,5,3,3,0,0.0,0.0,1.0,0,,0,0,,,2.5833333333333335,2.4,13.6,13.6,10.0,37.666666666666664,1.0
20,0.4,3,2,3,3,0,0.0,0.0,1.0,0,,0,0,,,5.6499999999999995,6.5,18.0,18.0,12.333333333333334,57.0,1.0
20,0.4,3,3,3,3,0,0.0,0.0,1.0,0,,0,0,,,4.95,5.15,23.399999999999995,23.4,9.666666666666666,35.333333333333336,1.0
20,0.4,3,4,3,3,0,0.0,0.0,1.0,0,,0,0,,,8.316666666666666,8.6,27.0,27.0,8.333333333333334,26.0,1.0
20,0.4,3,5,3,3,0,0.0,0.0,1.0,0,,0,0,,,8.549999999999999,9.1,28.8,28.8,6.333333333333333,15.666666666666666,1.0
20,0.4,4,2,3,3,0,0.0,0.0,1.0,0,,0,0,,,6.316666666666666,6.5,27.5,27.5,12.333333333333334,57.0,1.0
20,0.4,4,3,3,3,0,0.0,0.0,1.0,0,,0,0,,,6.116666666666667,5.15,35.75,35.75,9.333333333333334,33.0,1.0
20,0.4,4,4,3,3,0,0.0,0.0,1.0,0,,0,0,,,8.733333333333333,9.1,41.25,41.25,8.333333333333334,26.0,1.0
20,0.4,4,5,3,3,0,0.0,0.0,1.0,0,,0,0,,,9.466666666666667,9.1,44.0,44.0,6.0,14.0,1.0
20,0.7,1,2,3,3,0,0.0,0.0,1.0,0,,0,3,,,0.0,0.0,0.0,0.0,14.0,73.0,1.0
20,0.7,1,3,3,3,0,0.0,0.0,1.0,0,,0,3,,,0.0,0.0,0.0,0.0,12.333333333333334,56.0,1.0
20,0.7,1,4,3,3,0,0.0,0.0,1.0,0,,0,3,,,0.0,0.0,0.0,0.0,11.666666666666666,49.333333333333336,1.0
20,0.7,1,5,3,3,0,0.0,0.0,1.0,0,,0,3,,,0.0,0.0,0.0,0.0,11.333333333333334,46.333333333333336,1.0
20,0.7,2,2,3,3,0,0.0,0.0,1.0,0,,0,0,,,1.3,1.5,8.5,8.5,12.666666666666666,60.0,1.0
20,0.7,2,3,3,3,0,0.0,0.0,1.0,0,,0,0,,,2.5500000000000003,3.0,11.050000000000002,11.05,10.0,37.333333333333336,1.0
20,0.7,2,4,3,3,0,0.0,0.0,1.0,0,,0,0,,,2.1,2.35,12.75,12.75,9.333333333333334,32.333333333333336,1.0
20,0.7,2,5,3,3,0,0.0,0.0,1.0,0,,0,0,,,2.8000000000000003,3.15,13.6,13.6,7.666666666666667,22.0,1.0
20,0.7,3,2,3,3,0,0.0,0.0,1.0,0,,0,0,,,2.733333333333333,3.05,18.0,18.0,12.0,54.0,1.0
20,0.7,3,3,3,3,0,0.0,0.0,1.0,0,,0,0,,,4.25,3.15,23.399999999999995,23.4,9.333333333333334,32.333333333333336,1.0
20,0.7,3,4,3,3,0,0.0,0.0,1.0,0,,0,0,,,3.8000000000000003,3.85,27.0,27.0,8.333333333333334,26.0,1.0
20,0.7,3,5,3,3,0,0.0,0.0,1.0,0,,0,0,,,5.0,5.25,28.8,28.8,6.333333333333333,14.333333333333334,1.0
20,0.7,4,2,3,3,0,0.0,0.0,1.0,0,,0,0,,,4.283333333333333,3.5,27.5,27.5,12.0,54.0,1.0
20,0.7,4,3,3,3,0,0.0,0.0,1.0,0,,0,0,,,6.533333333333334,6.6,35.75,35.75,8.666666666666666,28.0,1.0
20,0.7,4,4,3,3,0,0.0,0.0,1.0,0,,0,0,,,6.483333333333333,6.85,41.25,41.25,8.0,24.0,1.0
20,0.7,4,5,3,3,0,0.0,0.0,1.0,0,,0,0,,,8.416666666666666,8.2,44.0,44.0,5.0,9.333333333333334,1.0
20,1.0,1,2,3,3,0,0.0,0.0,1.0,0,,0,3,,,0.0,0.0,0.0,0.0,12.333333333333334,57.0,1.0
20,1.0,1,3,3,3,0,0.0,0.0,1.0,0,,0,3,,,0.0,0.0,0.0,0.0,10.666666666666666,42.333333333333336,1.0
20,1.0,1,4,3,3,0,0.0,0.0,1.0,0,,0,3,,,0.0,0.0,0.0,0.0,9.0,30.333333333333332,1.0
20,1.0,1,5,3,3,0,0.0,0.0,1.0,0,,0,3,,,0.0,0.0,0.0,0.0,8.0,23.333333333333332,1.0
20,1.0,2,2,3,3,0,0.0,0.0,1.0,0,,0,0,,,1.3499999999999999,0.85,8.5,8.5,12.0,54.0,1.0
20,1.0,2,3,3,3,0,0.0,0.0,1.0,0,,0,0,,,1.55,1.7,11.050000000000002,11.05,9.0,30.333333333333332,1.0
20,1.0,2,4,3,3,0,0.0,0.0,1.0,0,,0,0,,,1.5833333333333333,1.55,12.75,12.75,8.0,24.0,1.0
20,1.0,2,5,3,3,0,0.0,0.0,1.0,0,,0,0,,,2.0500000000000003,2.25,13.6,13.6,5.333333333333333,10.666666666666666,1.0
20,1.0,3,2,3,3,0,0.0,0.0,1.0,0,,0,0,,,1.95,2.45,18.0,18.0,12.0,54.0,1.0
20,1.0,3,3,3,3,0,0.0,0.0,1.0,0,,0,0,,,3.15,3.75,23.399999999999995,23.4,8.0,24.0,1.0
20,1.0,3,4,3,3,0,0.0,0.0,1.0,0,,0,0,,,2.183333333333333,2.45,27.0,27.0,8.0,24.0,1.0
20,1.0,3,5,3,3,0,0.0,0.0,1.0,0,,0,0,,,3.65,3.75,28.8,28.8,4.333333333333333,7.0,1.0
20,1.0,4,2,3,3,0,0.0,0.0,1.0,0,,0,0,,,1.95,2.45,27.5,27.5,12.0,54.0,1.0
20,1.0,4,3,3,3,0,0.0,0.0,1.0,0,,0,0,,,4.016666666666667,4.0,35.75,35.75,8.0,24.0,1.0
20,1.0,4,4,3,3,0,0.0,0.0,1.0,0,,0,0,,,2.8166666666666664,2.55,41.25,41.25,8.0,24.0,1.0
20,1.0,4,5,3,3,0,0.0,0.0,1.0,0,,0,0,,,4.516666666666667,4.75,44.0,44.0,4.0,6.0,1.0
