N,L,demand_pattern,arrival_mode,hS,cases,optimal_case_count,mean_vehicle_level_average_delay,ci95_vehicle_level_average_delay,mean_vehicle_level_mip_gap,ci95_vehicle_level_mip_gap,mean_vehicle_level_nodes,ci95_vehicle_level_nodes,mean_vehicle_level_model_construction_seconds,ci95_vehicle_level_model_construction_seconds,mean_vehicle_level_downstream_optimization_seconds,ci95_vehicle_level_downstream_optimization_seconds,mean_vehicle_level_wall_time_seconds,ci95_vehicle_level_wall_time_seconds,statuses
40,4,balanced,poisson,2,5,0,,,0.7709739427826102,0.029331501679004758,13904.2,1753.0694493213896,0.017584808357059955,0.0036827489626218074,30.001689434051514,0.0022373823081753936,30.019334758073093,0.003982598050177916,"{""TIME_LIMIT"": 5}"
