N,L,demand_pattern,arrival_mode,hS,cases,optimal_case_count,mean_vehicle_level_average_delay,ci95_vehicle_level_average_delay,mean_vehicle_level_mip_gap,ci95_vehicle_level_mip_gap,mean_vehicle_level_nodes,ci95_vehicle_level_nodes,mean_vehicle_level_model_construction_seconds,ci95_vehicle_level_model_construction_seconds,mean_vehicle_level_downstream_optimization_seconds,ci95_vehicle_level_downstream_optimization_seconds,mean_vehicle_level_wall_time_seconds,ci95_vehicle_level_wall_time_seconds,statuses
20,4,balanced,poisson,2,30,5,4.51,0.7574582232704323,0.30117173516479395,0.05480229159249503,56669.3,5113.63656771273,0.0069431306483844915,0.0005493781355164675,27.668627071380616,2.424793239866523,27.675628159412494,2.424778781239272,"{""OPTIMAL"": 5, ""TIME_LIMIT"": 25}"
