scenario,replication,target_dimension_reduction,target_ordering_budget,method_family,method_detail,N,L,counts,demand_pattern,arrival_mode,hF,hS,max_platoon_size,partition,total_platoons,platoons_by_approach,ordering_variables,vehicle_level_ordering_variables,dimension_reduction_fraction,scaled_indexed_bound,indexed_bound,actual_average_gap,actual_gap_le_indexed_bound,vehicle_level_average_delay,objective_average_delay,status,mip_gap,nodes,time_to_first_feasible,partition_time_seconds,partition_model_construction_seconds,partition_optimization_seconds,model_construction_seconds,downstream_optimization_seconds,end_to_end_seconds
N30_L4_unbalanced_bursty_hS2,0,0.9,31,fixed_size_closest_dimension,fixed_size_4,30,4,"[12, 9, 6, 3]",unbalanced,bursty,1,2,4,"[[4, 4, 4], [4, 4, 1], [4, 2], [3]]",9,"[3, 3, 2, 1]",29,315,0.9079365079365079,1489,49.63333333333333,2.3,True,1.0333333333333334,3.3333333333333335,OPTIMAL,0.0,0.0,3.0040740966796875e-05,0.0,0.0,0.0,0.0019787894561886787,0.0003979206085205078,0.0023767100647091866
N30_L4_unbalanced_bursty_hS2,0,0.9,31,threshold_closest_dimension,release_gap_threshold_35,30,4,"[12, 9, 6, 3]",unbalanced,bursty,1,2,4,"[[4, 4, 4], [4, 4, 1], [4, 2], [3]]",9,"[3, 3, 2, 1]",29,315,0.9079365079365079,1489,49.63333333333333,2.3,True,1.0333333333333334,3.3333333333333335,OPTIMAL,0.0,0.0,2.8848648071289062e-05,0.0,0.0,0.0,0.0019526490941643715,0.0003960132598876953,0.002348662354052067
N40_L4_unbalanced_bursty_hS2,0,0.25,420,proposed_bound_aware,min_Bidx_under_C_budget,40,4,"[16, 12, 8, 4]",unbalanced,bursty,1,2,4,"[[1, 1, 1, 3, 2, 4, 4], [4, 1, 4, 3], [3, 1, 4], [1, 3]]",16,"[7, 4, 3, 2]",89,560,0.8410714285714286,0,0.0,0.0,True,5.25,5.25,OPTIMAL,0.0,58.0,6.890296936035156e-05,0.022255955263972282,0.007800632156431675,0.014206171035766602,0.0032996442168951035,0.05678606033325195,0.08234165981411934
N40_L4_unbalanced_bursty_hS2,0,0.25,420,fixed_size_closest_dimension,fixed_size_1,40,4,"[16, 12, 8, 4]",unbalanced,bursty,1,2,4,"[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1]]",40,"[16, 12, 8, 4]",560,560,0.0,0,0.0,0.0,True,5.25,5.25,OPTIMAL,0.0,47695.0,0.0047991275787353516,0.0,0.0,0.0,0.01276207622140646,24.68962812423706,24.702390200458467
N40_L4_unbalanced_bursty_hS2,0,0.25,420,threshold_closest_dimension,release_gap_threshold_0,40,4,"[16, 12, 8, 4]",unbalanced,bursty,1,2,4,"[[1, 1, 1, 1, 1, 1, 3, 4, 1, 2], [2, 1, 1, 1, 1, 1, 2, 1, 2], [1, 1, 1, 4, 1], [1, 1, 1, 1]]",28,"[10, 9, 5, 4]",281,560,0.4982142857142857,0,0.0,0.0,True,5.25,5.25,OPTIMAL,0.0,3039.0,0.0021500587463378906,0.0,0.0,0.0,0.007383051328361034,0.9082009792327881,0.9155840305611491
N40_L4_unbalanced_bursty_hS2,0,0.5,280,proposed_bound_aware,min_Bidx_under_C_budget,40,4,"[16, 12, 8, 4]",unbalanced,bursty,1,2,4,"[[1, 1, 1, 3, 2, 4, 4], [4, 1, 4, 3], [3, 1, 4], [1, 3]]",16,"[7, 4, 3, 2]",89,560,0.8410714285714286,0,0.0,0.0,True,5.25,5.25,OPTIMAL,0.0,58.0,6.890296936035156e-05,0.02079189382493496,0.007817056961357594,0.012722015380859375,0.0031616846099495888,0.057630062103271484,0.08158364053815603
N40_L4_unbalanced_bursty_hS2,0,0.5,280,fixed_size_closest_dimension,fixed_size_2,40,4,"[16, 12, 8, 4]",unbalanced,bursty,1,2,4,"[[2, 2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2], [2, 2, 2, 2], [2, 2]]",20,"[8, 6, 4, 2]",140,560,0.75,2805,70.125,2.0999999999999996,True,5.25,7.35,OPTIMAL,0.0,1676.0,0.001035928726196289,0.0,0.0,0.0,0.0042055025696754456,0.29795384407043457,0.30215934664011
N40_L4_unbalanced_bursty_hS2,0,0.5,280,threshold_closest_dimension,release_gap_threshold_0,40,4,"[16, 12, 8, 4]",unbalanced,bursty,1,2,4,"[[1, 1, 1, 1, 1, 1, 3, 4, 1, 2], [2, 1, 1, 1, 1, 1, 2, 1, 2], [1, 1, 1, 4, 1], [1, 1, 1, 1]]",28,"[10, 9, 5, 4]",281,560,0.4982142857142857,0,0.0,0.0,True,5.25,5.25,OPTIMAL,0.0,3039.0,0.002050161361694336,0.0,0.0,0.0,0.007074334658682346,0.906156063079834,0.9132303977385163
N40_L4_unbalanced_bursty_hS2,0,0.75,140,proposed_bound_aware,min_Bidx_under_C_budget,40,4,"[16, 12, 8, 4]",unbalanced,bursty,1,2,4,"[[1, 1, 1, 3, 2, 4, 4], [4, 1, 4, 3], [3, 1, 4], [1, 3]]",16,"[7, 4, 3, 2]",89,560,0.8410714285714286,0,0.0,0.0,True,5.25,5.25,OPTIMAL,0.0,58.0,6.699562072753906e-05,0.020722038112580776,0.007657657377421856,0.012817144393920898,0.0031094560399651527,0.05690908432006836,0.08074057847261429
N40_L4_unbalanced_bursty_hS2,0,0.75,140,fixed_size_closest_dimension,fixed_size_2,40,4,"[16, 12, 8, 4]",unbalanced,bursty,1,2,4,"[[2, 2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2], [2, 2, 2, 2], [2, 2]]",20,"[8, 6, 4, 2]",140,560,0.75,2805,70.125,2.0999999999999996,True,5.25,7.35,OPTIMAL,0.0,1676.0,0.001035928726196289,0.0,0.0,0.0,0.004147052764892578,0.2997269630432129,0.30387401580810547
N40_L4_unbalanced_bursty_hS2,0,0.75,140,threshold_closest_dimension,release_gap_threshold_1,40,4,"[16, 12, 8, 4]",unbalanced,bursty,1,2,4,"[[1, 1, 1, 3, 4, 4, 2], [4, 4, 1, 3], [3, 4, 1], [1, 3]]",16,"[7, 4, 3, 2]",89,560,0.8410714285714286,0,0.0,0.0,True,5.25,5.25,OPTIMAL,0.0,81.0,7.104873657226562e-05,0.0,0.0,0.0,0.003163587301969528,0.07613205909729004,0.07929564639925957
N40_L4_unbalanced_bursty_hS2,0,0.9,56,proposed_bound_aware,min_Bidx_under_C_budget,40,4,"[16, 12, 8, 4]",unbalanced,bursty,1,2,4,"[[1, 4, 3, 4, 4], [4, 4, 4], [4, 4], [1, 3]]",12,"[5, 3, 2, 2]",51,560,0.9089285714285714,965,24.125,0.7750000000000004,True,5.25,6.025,OPTIMAL,0.0,31.0,5.1975250244140625e-05,0.07003439031541348,0.009522371925413609,0.060276031494140625,0.002650613896548748,0.03600502014160156,0.10869002435356379
N40_L4_unbalanced_bursty_hS2,0,0.9,56,fixed_size_closest_dimension,fixed_size_4,40,4,"[16, 12, 8, 4]",unbalanced,bursty,1,2,4,"[[4, 4, 4, 4], [4, 4, 4], [4, 4], [4]]",10,"[4, 3, 2, 1]",35,560,0.9375,2911,72.775,2.8499999999999996,True,5.25,8.1,OPTIMAL,0.0,45.0,3.910064697265625e-05,0.0,0.0,0.0,0.0019581476226449013,0.028302907943725586,0.030261055566370487
N40_L4_unbalanced_bursty_hS2,0,0.9,56,threshold_closest_dimension,release_gap_threshold_11,40,4,"[16, 12, 8, 4]",unbalanced,bursty,1,2,4,"[[1, 2, 4, 4, 4, 1], [4, 4, 4], [4, 4], [1, 3]]",13,"[6, 3, 2, 2]",58,560,0.8964285714285715,486,12.15,0.22499999999999964,True,5.25,5.475,OPTIMAL,0.0,34.0,5.602836608886719e-05,0.0,0.0,0.0,0.00240904837846756,0.03314685821533203,0.03555590659379959
