N,arrival_rate,method,threshold,max_platoon_size,cases,case_count,optimality_rate,mean_average_delay,median_average_delay,mean_actual_optimality_gap,median_actual_optimality_gap,actual_gap_case_count,actual_gap_availability_rate,bound_check_case_count,bound_violation_count,bound_violation_rate,mean_rule_level_upper_bound,median_rule_level_upper_bound,mean_bound_slack,median_bound_slack,delay_order_check_case_count,delay_order_failure_count,delay_order_failure_rate,mean_number_of_platoons,mean_ordering_variable_count,mean_dimension_reduction_ratio,mean_formation_time_ms,median_formation_time_ms,mean_solve_time_s,mean_end_to_end_time_s,mean_terminal_mip_gap,mean_node_count
24,0.7,CHP,2,NA,20,20,1.0,8.741666666666667,9.0,,,0,0.0,0,0,,20.125,20.125,,,0,0,,7.05,17.8,0.9175925925925925,0.0028372249999999996,0.0019554999999999998,0.02133084535598755,0.02640152447591219,0.0,172.1
24,0.7,CHP,3,NA,20,20,1.0,8.945833333333333,9.166666666666668,,,0,0.0,0,0,,42.166666666666664,42.166666666666664,,,0,0,,5.75,12.2,0.9435185185185185,0.0028916000000000002,0.0025587500000000003,0.009377527236938476,0.014068780636282896,0.0,61.55
24,0.7,CHP,4,NA,20,20,1.0,9.025,9.166666666666668,,,0,0.0,0,0,,64.20833333333333,64.20833333333333,,,0,0,,5.05,9.45,0.95625,0.0027429000000000004,0.00184775,0.005232489109039307,0.009669337809504056,0.0,14.75
24,0.7,NP,NA,1,20,20,0.0,8.620833333333334,8.854166666666668,,,0,0.0,0,0,,0.0,0.0,,,0,0,,24.0,216.0,0.0,0.0017081,0.0013395,30.008657681941987,30.018192883635322,0.3488701316906186,253664.5
24,0.7,PP,2,2,20,20,1.0,8.65,8.9375,,,0,0.0,0,0,,10.5,10.5,,,0,0,,13.7,70.0,0.6759259259259258,0.0023987,0.001973,0.7046068429946899,0.7107030221582513,0.0,24972.45
24,0.7,PP,2,3,20,20,1.0,8.666666666666668,8.854166666666668,,,0,0.0,0,0,,14.0,14.0,,,0,0,,10.2,38.65,0.8210648148148149,0.0027116500000000003,0.0018904999999999998,0.0822931170463562,0.08779314832018413,0.0,2239.7
24,0.7,PP,2,4,20,20,1.0,8.71875,9.0,,,0,0.0,0,0,,15.75,15.75,,,0,0,,9.7,34.85,0.8386574074074075,0.0028781,0.0019725000000000003,0.05778123140335083,0.06306430370206353,0.0,1376.4
24,0.7,PP,2,5,20,20,1.0,8.710416666666667,9.0,,,0,0.0,0,0,,16.625,16.625,,,0,0,,8.85,29.2,0.8648148148148149,0.0031710500000000003,0.00294675,0.03488259315490723,0.040075965681123545,0.0,560.8
24,0.7,PP,3,2,20,20,1.0,8.670833333333333,8.9375,,,0,0.0,0,0,,22.0,22.0,,,0,0,,13.05,63.75,0.704861111111111,0.0029107,0.0020455,0.543528163433075,0.5492202772668816,0.0,20039.4
24,0.7,PP,3,3,20,20,1.0,8.8375,9.0,,,0,0.0,0,0,,29.333333333333332,29.333333333333332,,,0,0,,9.25,32.0,0.8518518518518519,0.0030620250000000003,0.0021957500000000002,0.059699976444244386,0.06497932269639209,0.0,1541.35
24,0.7,PP,3,4,20,20,1.0,8.922916666666667,9.166666666666668,,,0,0.0,0,0,,33.0,33.0,,,0,0,,8.9,29.65,0.8627314814814815,0.00309405,0.001938,0.04409999847412109,0.049189638449708514,0.0,924.1
24,0.7,PP,3,5,20,20,1.0,8.914583333333333,9.166666666666668,,,0,0.0,0,0,,34.833333333333336,34.833333333333336,,,0,0,,8.4,26.4,0.8777777777777777,0.0027723,0.0019252499999999999,0.029301416873931885,0.034249986879954744,0.0,402.6
24,0.7,PP,4,2,20,20,1.0,8.679166666666667,8.9375,,,0,0.0,0,0,,33.5,33.5,,,0,0,,12.6,59.45,0.7247685185185185,0.002867625,0.0020155,0.4836269736289978,0.48895061527276235,0.0,19140.1
24,0.7,PP,4,3,20,20,1.0,8.870833333333334,9.0,,,0,0.0,0,0,,44.666666666666664,44.666666666666664,,,0,0,,8.85,29.3,0.8643518518518519,0.0026856249999999996,0.0019355000000000002,0.054985857009887694,0.06024982944865346,0.0,1228.75
24,0.7,PP,4,4,20,20,1.0,8.96875,9.166666666666668,,,0,0.0,0,0,,50.25,50.25,,,0,0,,8.5,27.05,0.8747685185185186,0.002798225,0.0019405,0.035835230350494386,0.040901000770940873,0.0,623.35
24,0.7,PP,4,5,20,20,1.0,8.952083333333333,9.166666666666668,,,0,0.0,0,0,,53.041666666666664,53.041666666666664,,,0,0,,8.15,24.9,0.8847222222222222,0.002485275,0.001848,0.026158523559570313,0.031034785689517518,0.0,313.3
