scenario,replication,target_dimension_reduction,target_ordering_budget,method_family,method_detail,N,L,counts,demand_pattern,arrival_mode,hF,hS,max_platoon_size,partition,total_platoons,platoons_by_approach,ordering_variables,vehicle_level_ordering_variables,dimension_reduction_fraction,scaled_indexed_bound,indexed_bound,actual_average_gap,actual_gap_le_indexed_bound,vehicle_level_average_delay,objective_average_delay,status,mip_gap,nodes,time_to_first_feasible,partition_time_seconds,partition_model_construction_seconds,partition_optimization_seconds,model_construction_seconds,downstream_optimization_seconds,end_to_end_seconds
N40_L3_balanced_uniform_hS2,0,0.75,133,threshold_closest_dimension,release_gap_threshold_5,40,3,"[14, 13, 13]",balanced,uniform,1,2,4,"[[1, 4, 3, 2, 4], [2, 1, 2, 1, 4, 1, 2], [1, 3, 1, 2, 4, 2]]",18,"[5, 7, 6]",107,533,0.799249530956848,1103,27.575,1.2249999999999999,True,1.05,2.275,OPTIMAL,0.0,1.0,0.00014901161193847656,0.0,0.0,0.0,0.005262037739157677,0.0030679702758789062,0.008330008015036583
N40_L3_balanced_uniform_hS2,0,0.9,53,proposed_bound_aware,min_Bidx_under_C_budget,40,3,"[14, 13, 13]",balanced,uniform,1,2,4,"[[4, 4, 2, 4], [3, 4, 4, 2], [1, 4, 4, 4]]",12,"[4, 4, 4]",48,533,0.9099437148217636,3226,80.65,3.95,True,1.05,5.0,OPTIMAL,0.0,1.0,0.00013899803161621094,0.15677732974290848,0.01025837380439043,0.14629077911376953,0.005528661422431469,0.0009028911590576172,0.16320888232439756
N40_L3_balanced_uniform_hS2,0,0.9,53,fixed_size_closest_dimension,fixed_size_4,40,3,"[14, 13, 13]",balanced,uniform,1,2,4,"[[4, 4, 4, 2], [4, 4, 4, 1], [4, 4, 4, 1]]",12,"[4, 4, 4]",48,533,0.9099437148217636,5078,126.95,8.075,True,1.05,9.125,OPTIMAL,0.0,13.0,0.0001468658447265625,0.0,0.0,0.0,0.005123688839375973,0.015722990036010742,0.020846678875386715
N40_L3_balanced_uniform_hS2,0,0.9,53,threshold_closest_dimension,release_gap_threshold_15,40,3,"[14, 13, 13]",balanced,uniform,1,2,4,"[[4, 4, 4, 2], [2, 4, 4, 1, 2], [4, 4, 4, 1]]",13,"[4, 5, 4]",56,533,0.8949343339587242,3576,89.4,4.8,True,1.05,5.85,OPTIMAL,0.0,1.0,0.0001270771026611328,0.0,0.0,0.0,0.004372985102236271,0.0028228759765625,0.007195861078798771
N60_L3_balanced_uniform_hS2,0,0.25,900,proposed_bound_aware,min_Bidx_under_C_budget,60,3,"[20, 20, 20]",balanced,uniform,1,2,4,"[[1, 2, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 3], [1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1], [1, 1, 1, 2, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 3]]",45,"[14, 16, 15]",674,1200,0.43833333333333335,0,0.0,0.0,True,1.3,1.3,OPTIMAL,0.0,135.0,0.005880832672119141,0.031216139905154705,0.019092166796326637,0.011626005172729492,0.017344377003610134,0.11449098587036133,0.16305150277912617
N60_L3_balanced_uniform_hS2,0,0.25,900,fixed_size_closest_dimension,fixed_size_1,60,3,"[20, 20, 20]",balanced,uniform,1,2,4,"[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",60,"[20, 20, 20]",1200,1200,0.0,0,0.0,0.0,True,1.3,1.3,OPTIMAL,0.0,1906.0,0.007595062255859375,0.0,0.0,0.0,0.028174586594104767,0.5939469337463379,0.6221215203404427
N60_L3_balanced_uniform_hS2,0,0.25,900,threshold_closest_dimension,release_gap_threshold_0,60,3,"[20, 20, 20]",balanced,uniform,1,2,4,"[[1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1]]",54,"[19, 17, 18]",971,1200,0.19083333333333333,0,0.0,0.0,True,1.3,1.3,OPTIMAL,0.0,614.0,0.007836103439331055,0.0,0.0,0.0,0.02502958569675684,0.2689700126647949,0.29399959836155176
N60_L3_balanced_uniform_hS2,0,0.5,600,proposed_bound_aware,min_Bidx_under_C_budget,60,3,"[20, 20, 20]",balanced,uniform,1,2,4,"[[1, 2, 2, 1, 2, 1, 1, 2, 1, 1, 2, 1, 3], [1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1], [1, 1, 1, 2, 1, 1, 1, 1, 1, 3, 2, 1, 4]]",42,"[13, 16, 13]",585,1200,0.5125,128,2.1333333333333333,0.06666666666666665,True,1.3,1.3666666666666667,OPTIMAL,0.0,1.0,0.0051648616790771484,0.04690248239785433,0.018470847979187965,0.02796196937561035,0.015843380242586136,0.04572105407714844,0.1084669167175889
N60_L3_balanced_uniform_hS2,0,0.5,600,fixed_size_closest_dimension,fixed_size_2,60,3,"[20, 20, 20]",balanced,uniform,1,2,4,"[[2, 2, 2, 2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2, 2, 2, 2]]",30,"[10, 10, 10]",300,1200,0.75,8065,134.41666666666666,2.7,True,1.3,4.0,OPTIMAL,0.0,1.0,0.002330780029296875,0.0,0.0,0.0,0.009595273062586784,0.025310993194580078,0.03490626625716686
N60_L3_balanced_uniform_hS2,0,0.5,600,threshold_closest_dimension,release_gap_threshold_1,60,3,"[20, 20, 20]",balanced,uniform,1,2,4,"[[1, 2, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 3], [1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1], [1, 1, 1, 2, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 3]]",45,"[14, 16, 15]",674,1200,0.43833333333333335,0,0.0,0.0,True,1.3,1.3,OPTIMAL,0.0,135.0,0.005767107009887695,0.0,0.0,0.0,0.01766464114189148,0.11547613143920898,0.13314077258110046
N60_L3_balanced_uniform_hS2,0,0.75,300,proposed_bound_aware,min_Bidx_under_C_budget,60,3,"[20, 20, 20]",balanced,uniform,1,2,4,"[[1, 2, 2, 4, 1, 2, 1, 1, 2, 1, 3], [3, 2, 1, 2, 4, 1, 3, 1, 1, 2], [1, 1, 1, 2, 3, 1, 4, 3, 4]]",30,"[11, 10, 9]",299,1200,0.7508333333333334,1317,21.95,0.6499999999999999,True,1.3,1.95,OPTIMAL,0.0,1.0,0.0023069381713867188,0.03346509579569101,0.01844353787600994,0.014541149139404297,0.009432246908545494,0.010998010635375977,0.053895353339612484
N60_L3_balanced_uniform_hS2,0,0.75,300,fixed_size_closest_dimension,fixed_size_2,60,3,"[20, 20, 20]",balanced,uniform,1,2,4,"[[2, 2, 2, 2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2, 2, 2, 2]]",30,"[10, 10, 10]",300,1200,0.75,8065,134.41666666666666,2.7,True,1.3,4.0,OPTIMAL,0.0,1.0,0.0025739669799804688,0.0,0.0,0.0,0.0110715227201581,0.026355981826782227,0.03742750454694033
N60_L3_balanced_uniform_hS2,0,0.75,300,threshold_closest_dimension,release_gap_threshold_4,60,3,"[20, 20, 20]",balanced,uniform,1,2,4,"[[1, 2, 2, 4, 1, 2, 1, 1, 2, 1, 3], [3, 2, 1, 2, 4, 1, 3, 1, 1, 2], [1, 1, 1, 2, 2, 1, 1, 4, 4, 3]]",31,"[11, 10, 10]",320,1200,0.7333333333333333,1196,19.933333333333334,0.5999999999999999,True,1.3,1.9,OPTIMAL,0.0,1.0,0.0024139881134033203,0.0,0.0,0.0,0.010886733420193195,0.013025999069213867,0.023912732489407063
N60_L3_balanced_uniform_hS2,0,0.9,120,proposed_bound_aware,min_Bidx_under_C_budget,60,3,"[20, 20, 20]",balanced,uniform,1,2,4,"[[1, 4, 4, 4, 4, 3], [3, 2, 3, 4, 4, 4], [1, 1, 3, 4, 4, 3, 4]]",19,"[6, 6, 7]",120,1200,0.9,5396,89.93333333333334,3.283333333333333,True,1.3,4.583333333333333,OPTIMAL,0.0,1.0,0.00015687942504882812,0.1618986651301384,0.02017207909375429,0.1412370204925537,0.006803305819630623,0.003942966461181641,0.17264493741095066
N60_L3_balanced_uniform_hS2,0,0.9,120,fixed_size_closest_dimension,fixed_size_3,60,3,"[20, 20, 20]",balanced,uniform,1,2,4,"[[3, 3, 3, 3, 3, 3, 2], [3, 3, 3, 3, 3, 3, 2], [3, 3, 3, 3, 3, 3, 2]]",21,"[7, 7, 7]",147,1200,0.8775,9796,163.26666666666668,5.1000000000000005,True,1.3,6.4,OPTIMAL,0.0,1.0,0.00018286705017089844,0.0,0.0,0.0,0.006667519919574261,0.018503904342651367,0.025171424262225628
N60_L3_balanced_uniform_hS2,0,0.9,120,threshold_closest_dimension,release_gap_threshold_11,60,3,"[20, 20, 20]",balanced,uniform,1,2,4,"[[4, 4, 4, 4, 1, 3], [4, 4, 4, 4, 1, 3], [1, 1, 4, 2, 4, 4, 4]]",19,"[6, 6, 7]",120,1200,0.9,7179,119.65,3.6000000000000005,True,1.3,4.9,OPTIMAL,0.0,1.0,0.0001518726348876953,0.0,0.0,0.0,0.005794622004032135,0.004036903381347656,0.009831525385379791
