instance_id,seed,replication,N,L,counts,releases,arrival_rate,h_F,h_S,method,run_role,threshold,delta,max_platoon_size,Pmax,partition,number_of_platoons,ordering_variable_count,vehicle_level_ordering_variable_count,dimension_reduction_ratio,formation_time_ms,formation_repetitions,partition_specific_upper_bound,scaled_partition_specific_upper_bound,rule_level_upper_bound,scaled_rule_level_upper_bound,time_limit_s,threads,status,objective,objective_total_delay,best_bound,terminal_mip_gap,solve_time_s,model_construction_time_s,end_to_end_time_s,node_count,time_to_first_feasible_s,sol_count,np_30s_status,np_30s_objective,np_recovery_status,np_recovery_objective,np_optimal_objective,np_optimal_source,actual_optimality_gap,bound_check_available,bound_valid,bound_slack,delay_order_check_available,np_pp_chp_delay_order_holds,matching_chp_objective,pp_optimal_objective,np_30s_terminal_mip_gap,np_30s_solve_time_s,lambda,total_arrival_rate,per_approach_arrival_rate
N40_lambda1p5_rep006_seed13251918584101521694,13251918584101521694,6,40,4,"[10, 10, 10, 10]","[[3, 5, 7, 8, 9, 11, 17, 19, 23, 26], [5, 5, 10, 12, 14, 15, 17, 18, 20, 27], [1, 1, 1, 2, 6, 7, 8, 9, 15, 16], [7, 7, 8, 9, 9, 14, 18, 24, 27, 28]]",1.5,1,3,PP,initial_30s,8,8,6,6,"[[6, 4], [6, 4], [6, 4], [6, 4]]",8,24,600,0.96,0.002394,20,32.975,1319,221.925,8877,30.0,12,OPTIMAL,13.8,552.0,552.0,0.0,0.04622197151184082,0.004630188457667828,0.05090777812332535,746.0,0.0022199153900146484,10,TIME_LIMIT,13.95,,,,,,False,,,False,,16.2,13.8,0.7141384493841727,30.009161949157715,1.5,1.5,0.375
N40_lambda1p5_rep006_seed13251918584101521694,13251918584101521694,6,40,4,"[10, 10, 10, 10]","[[3, 5, 7, 8, 9, 11, 17, 19, 23, 26], [5, 5, 10, 12, 14, 15, 17, 18, 20, 27], [1, 1, 1, 2, 6, 7, 8, 9, 15, 16], [7, 7, 8, 9, 9, 14, 18, 24, 27, 28]]",1.5,1,3,PP,initial_30s,8,8,8,8,"[[8, 2], [8, 2], [8, 2], [8, 2]]",8,24,600,0.96,0.006009,20,31.925,1277,235.375,9415,30.0,12,OPTIMAL,13.0,520.0,520.0,0.0,0.02353215217590332,0.00503973662853241,0.028628386663850786,226.0,0.0008039474487304688,4,TIME_LIMIT,13.95,,,,,,False,,,False,,16.2,13.0,0.7141384493841727,30.009161949157715,1.5,1.5,0.375
N40_lambda1p5_rep007_seed11512491608414437361,11512491608414437361,7,40,4,"[10, 10, 10, 10]","[[2, 4, 6, 14, 14, 15, 16, 17, 27, 31], [7, 12, 12, 15, 16, 17, 21, 26, 27, 29], [1, 3, 4, 7, 11, 12, 14, 23, 32, 35], [1, 4, 9, 9, 12, 14, 14, 15, 19, 20]]",1.5,1,3,CHP,initial_30s,2,2,,,"[[3, 5, 1, 1], [1, 2, 3, 1, 3], [3, 1, 3, 1, 1, 1], [1, 1, 2, 4, 2]]",20,149,600,0.7516666666666667,0.0022135,20,4.8,192,34.125,1365,30.0,12,OPTIMAL,12.525,501.0,500.9999999999893,0.0,19.559067010879517,0.007491971366107464,19.56662737366513,307785.0,0.0020949840545654297,10,TIME_LIMIT,13.325,,,,,,False,,,False,,12.525,,,,1.5,1.5,0.375
N40_lambda1p5_rep007_seed11512491608414437361,11512491608414437361,7,40,4,"[10, 10, 10, 10]","[[2, 4, 6, 14, 14, 15, 16, 17, 27, 31], [7, 12, 12, 15, 16, 17, 21, 26, 27, 29], [1, 3, 4, 7, 11, 12, 14, 23, 32, 35], [1, 4, 9, 9, 12, 14, 14, 15, 19, 20]]",1.5,1,3,CHP,initial_30s,4,4,,,"[[3, 5, 2], [1, 6, 3], [7, 1, 2], [2, 8]]",11,45,600,0.925,0.002133,20,22.875,915,110.175,4407,30.0,12,OPTIMAL,13.75,550.0,550.0,0.0,0.0902109146118164,0.0053345318883657455,0.09560794317285586,3329.0,0.0010819435119628906,10,TIME_LIMIT,13.325,,,,,,False,,,False,,13.75,,,,1.5,1.5,0.375
N40_lambda1p5_rep007_seed11512491608414437361,11512491608414437361,7,40,4,"[10, 10, 10, 10]","[[2, 4, 6, 14, 14, 15, 16, 17, 27, 31], [7, 12, 12, 15, 16, 17, 21, 26, 27, 29], [1, 3, 4, 7, 11, 12, 14, 23, 32, 35], [1, 4, 9, 9, 12, 14, 14, 15, 19, 20]]",1.5,1,3,CHP,initial_30s,6,6,,,"[[3, 5, 2], [10], [7, 1, 2], [10]]",8,22,600,0.9633333333333334,0.005323,20,33.575,1343,186.225,7449,30.0,12,OPTIMAL,13.75,550.0,550.0,0.0,0.018439769744873047,0.004749027080833912,0.023251275092111112,151.0,0.0007908344268798828,10,TIME_LIMIT,13.325,,,,,,False,,,False,,13.75,,,,1.5,1.5,0.375
N40_lambda1p5_rep007_seed11512491608414437361,11512491608414437361,7,40,4,"[10, 10, 10, 10]","[[2, 4, 6, 14, 14, 15, 16, 17, 27, 31], [7, 12, 12, 15, 16, 17, 21, 26, 27, 29], [1, 3, 4, 7, 11, 12, 14, 23, 32, 35], [1, 4, 9, 9, 12, 14, 14, 15, 19, 20]]",1.5,1,3,CHP,initial_30s,8,8,,,"[[8, 2], [10], [7, 1, 2], [10]]",7,17,600,0.9716666666666667,0.0022385,20,39.95,1598,262.275,10491,30.0,12,OPTIMAL,15.8,632.0,632.0,0.0,0.0162198543548584,0.004799684509634972,0.02107217216032839,106.0,0.0007109642028808594,9,TIME_LIMIT,13.325,,,,,,False,,,False,,15.8,,,,1.5,1.5,0.375
N40_lambda1p5_rep007_seed11512491608414437361,11512491608414437361,7,40,4,"[10, 10, 10, 10]","[[2, 4, 6, 14, 14, 15, 16, 17, 27, 31], [7, 12, 12, 15, 16, 17, 21, 26, 27, 29], [1, 3, 4, 7, 11, 12, 14, 23, 32, 35], [1, 4, 9, 9, 12, 14, 14, 15, 19, 20]]",1.5,1,3,NP,initial_30s,,,1,1,"[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",40,600,600,0.0,0.0015075,20,0.0,0,0.0,0,30.0,12,TIME_LIMIT,13.325,533.0,171.607061395782,0.6780355320904653,30.005375146865845,0.016650103963911533,30.022098132097906,58892.0,0.006247997283935547,10,TIME_LIMIT,13.325,,,,,,False,,,False,,,,,,1.5,1.5,0.375
N40_lambda1p5_rep007_seed11512491608414437361,11512491608414437361,7,40,4,"[10, 10, 10, 10]","[[2, 4, 6, 14, 14, 15, 16, 17, 27, 31], [7, 12, 12, 15, 16, 17, 21, 26, 27, 29], [1, 3, 4, 7, 11, 12, 14, 23, 32, 35], [1, 4, 9, 9, 12, 14, 14, 15, 19, 20]]",1.5,1,3,PP,initial_30s,2,2,2,2,"[[2, 1, 2, 2, 1, 1, 1], [1, 2, 2, 1, 1, 2, 1], [2, 1, 1, 2, 1, 1, 1, 1], [1, 1, 2, 2, 2, 2]]",28,293,600,0.5116666666666667,0.002564,20,2.525,101,17.5,700,30.0,12,TIME_LIMIT,13.025,521.0,272.37567117206015,0.4772060054279076,30.01119589805603,0.010450484231114388,30.02171465388875,225447.0,0.0034720897674560547,10,TIME_LIMIT,13.325,,,,,,False,,,False,,12.525,,0.6780355320904653,30.005375146865845,1.5,1.5,0.375
N40_lambda1p5_rep007_seed11512491608414437361,11512491608414437361,7,40,4,"[10, 10, 10, 10]","[[2, 4, 6, 14, 14, 15, 16, 17, 27, 31], [7, 12, 12, 15, 16, 17, 21, 26, 27, 29], [1, 3, 4, 7, 11, 12, 14, 23, 32, 35], [1, 4, 9, 9, 12, 14, 14, 15, 19, 20]]",1.5,1,3,PP,initial_30s,2,2,4,4,"[[3, 4, 1, 1, 1], [1, 2, 3, 1, 3], [3, 1, 3, 1, 1, 1], [1, 1, 2, 4, 2]]",21,165,600,0.725,0.002514,20,4.8,192,26.25,1050,30.0,12,OPTIMAL,12.525,501.0,500.9999999999977,0.0,28.356532096862793,0.0077584851533174515,28.36436452473229,492189.0,0.0036439895629882812,10,TIME_LIMIT,13.325,,,,,,False,,,False,,12.525,12.525,0.6780355320904653,30.005375146865845,1.5,1.5,0.375
N40_lambda1p5_rep007_seed11512491608414437361,11512491608414437361,7,40,4,"[10, 10, 10, 10]","[[2, 4, 6, 14, 14, 15, 16, 17, 27, 31], [7, 12, 12, 15, 16, 17, 21, 26, 27, 29], [1, 3, 4, 7, 11, 12, 14, 23, 32, 35], [1, 4, 9, 9, 12, 14, 14, 15, 19, 20]]",1.5,1,3,PP,initial_30s,2,2,6,6,"[[3, 5, 1, 1], [1, 2, 3, 1, 3], [3, 1, 3, 1, 1, 1], [1, 1, 2, 4, 2]]",20,149,600,0.7516666666666667,0.002484,20,4.8,192,28.875,1155,30.0,12,OPTIMAL,12.525,501.0,500.9999999999893,0.0,19.56180191040039,0.007442367263138294,19.569314610375734,307785.0,0.002168893814086914,10,TIME_LIMIT,13.325,,,,,,False,,,False,,12.525,12.525,0.6780355320904653,30.005375146865845,1.5,1.5,0.375
N40_lambda1p5_rep007_seed11512491608414437361,11512491608414437361,7,40,4,"[10, 10, 10, 10]","[[2, 4, 6, 14, 14, 15, 16, 17, 27, 31], [7, 12, 12, 15, 16, 17, 21, 26, 27, 29], [1, 3, 4, 7, 11, 12, 14, 23, 32, 35], [1, 4, 9, 9, 12, 14, 14, 15, 19, 20]]",1.5,1,3,PP,initial_30s,2,2,8,8,"[[3, 5, 1, 1], [1, 2, 3, 1, 3], [3, 1, 3, 1, 1, 1], [1, 1, 2, 4, 2]]",20,149,600,0.7516666666666667,0.0023835,20,4.8,192,30.625,1225,30.0,12,OPTIMAL,12.525,501.0,500.9999999999893,0.0,19.63742184638977,0.0074564795941114426,19.644943909033795,307785.0,0.002095937728881836,10,TIME_LIMIT,13.325,,,,,,False,,,False,,12.525,12.525,0.6780355320904653,30.005375146865845,1.5,1.5,0.375
N40_lambda1p5_rep007_seed11512491608414437361,11512491608414437361,7,40,4,"[10, 10, 10, 10]","[[2, 4, 6, 14, 14, 15, 16, 17, 27, 31], [7, 12, 12, 15, 16, 17, 21, 26, 27, 29], [1, 3, 4, 7, 11, 12, 14, 23, 32, 35], [1, 4, 9, 9, 12, 14, 14, 15, 19, 20]]",1.5,1,3,PP,initial_30s,4,4,2,2,"[[2, 1, 2, 2, 1, 2], [1, 2, 2, 2, 2, 1], [2, 2, 2, 1, 1, 2], [2, 2, 2, 2, 2]]",23,198,600,0.6699999999999999,0.006315,20,12.25,490,56.5,2260,30.0,12,TIME_LIMIT,12.8,512.0,302.96103896103546,0.4082792207792276,30.006651163101196,0.008810445666313171,30.015531109347585,280985.0,0.002298116683959961,10,TIME_LIMIT,13.325,,,,,,False,,,False,,13.75,,0.6780355320904653,30.005375146865845,1.5,1.5,0.375
N40_lambda1p5_rep007_seed11512491608414437361,11512491608414437361,7,40,4,"[10, 10, 10, 10]","[[2, 4, 6, 14, 14, 15, 16, 17, 27, 31], [7, 12, 12, 15, 16, 17, 21, 26, 27, 29], [1, 3, 4, 7, 11, 12, 14, 23, 32, 35], [1, 4, 9, 9, 12, 14, 14, 15, 19, 20]]",1.5,1,3,PP,initial_30s,4,4,4,4,"[[3, 4, 1, 2], [1, 4, 2, 3], [4, 3, 1, 2], [2, 4, 4]]",15,84,600,0.86,0.0023735,20,20.275,811,84.75,3390,30.0,12,OPTIMAL,13.55,542.0,542.0,0.0,2.130095958709717,0.006655817851424217,2.1368234125210153,64627.0,0.0013990402221679688,10,TIME_LIMIT,13.325,,,,,,False,,,False,,13.75,13.55,0.6780355320904653,30.005375146865845,1.5,1.5,0.375
N40_lambda1p5_rep007_seed11512491608414437361,11512491608414437361,7,40,4,"[10, 10, 10, 10]","[[2, 4, 6, 14, 14, 15, 16, 17, 27, 31], [7, 12, 12, 15, 16, 17, 21, 26, 27, 29], [1, 3, 4, 7, 11, 12, 14, 23, 32, 35], [1, 4, 9, 9, 12, 14, 14, 15, 19, 20]]",1.5,1,3,PP,initial_30s,4,4,6,6,"[[3, 5, 2], [1, 6, 3], [6, 1, 1, 2], [2, 6, 2]]",13,63,600,0.895,0.006099,20,19.825,793,93.225,3729,30.0,12,OPTIMAL,13.375,535.0,535.0,0.0,0.28887391090393066,0.006023934110999107,0.2949677247101297,14462.0,0.0012710094451904297,7,TIME_LIMIT,13.325,,,,,,False,,,False,,13.75,13.375,0.6780355320904653,30.005375146865845,1.5,1.5,0.375
N40_lambda1p5_rep007_seed11512491608414437361,11512491608414437361,7,40,4,"[10, 10, 10, 10]","[[2, 4, 6, 14, 14, 15, 16, 17, 27, 31], [7, 12, 12, 15, 16, 17, 21, 26, 27, 29], [1, 3, 4, 7, 11, 12, 14, 23, 32, 35], [1, 4, 9, 9, 12, 14, 14, 15, 19, 20]]",1.5,1,3,PP,initial_30s,4,4,8,8,"[[3, 5, 2], [1, 6, 3], [7, 1, 2], [2, 8]]",11,45,600,0.925,0.0024135,20,22.875,915,98.875,3955,30.0,12,OPTIMAL,13.75,550.0,550.0,0.0,0.08986783027648926,0.005478348582983017,0.095412176545609,3329.0,0.0011138916015625,10,TIME_LIMIT,13.325,,,,,,False,,,False,,13.75,13.75,0.6780355320904653,30.005375146865845,1.5,1.5,0.375
N40_lambda1p5_rep007_seed11512491608414437361,11512491608414437361,7,40,4,"[10, 10, 10, 10]","[[2, 4, 6, 14, 14, 15, 16, 17, 27, 31], [7, 12, 12, 15, 16, 17, 21, 26, 27, 29], [1, 3, 4, 7, 11, 12, 14, 23, 32, 35], [1, 4, 9, 9, 12, 14, 14, 15, 19, 20]]",1.5,1,3,PP,initial_30s,6,6,2,2,"[[2, 1, 2, 2, 1, 2], [2, 2, 2, 2, 2], [2, 2, 2, 1, 1, 2], [2, 2, 2, 2, 2]]",22,181,600,0.6983333333333333,0.002569,20,19.225,769,95.5,3820,30.0,12,TIME_LIMIT,13.2,528.0,349.37100252943117,0.33831249520941065,30.0064640045166,0.0077415090054273605,30.01427393634128,775743.0,0.0020389556884765625,10,TIME_LIMIT,13.325,,,,,,False,,,False,,13.75,,0.6780355320904653,30.005375146865845,1.5,1.5,0.375
N40_lambda1p5_rep007_seed11512491608414437361,11512491608414437361,7,40,4,"[10, 10, 10, 10]","[[2, 4, 6, 14, 14, 15, 16, 17, 27, 31], [7, 12, 12, 15, 16, 17, 21, 26, 27, 29], [1, 3, 4, 7, 11, 12, 14, 23, 32, 35], [1, 4, 9, 9, 12, 14, 14, 15, 19, 20]]",1.5,1,3,PP,initial_30s,6,6,4,4,"[[3, 4, 1, 2], [4, 4, 2], [4, 3, 1, 2], [4, 4, 2]]",14,73,600,0.8783333333333333,0.002429,20,26.975,1079,143.25,5730,30.0,12,OPTIMAL,13.25,530.0,530.0,0.0,0.31172609329223633,0.005984303541481495,0.3177799751226702,12538.0,0.0013082027435302734,8,TIME_LIMIT,13.325,,,,,,False,,,False,,13.75,13.25,0.6780355320904653,30.005375146865845,1.5,1.5,0.375
N40_lambda1p5_rep007_seed11512491608414437361,11512491608414437361,7,40,4,"[10, 10, 10, 10]","[[2, 4, 6, 14, 14, 15, 16, 17, 27, 31], [7, 12, 12, 15, 16, 17, 21, 26, 27, 29], [1, 3, 4, 7, 11, 12, 14, 23, 32, 35], [1, 4, 9, 9, 12, 14, 14, 15, 19, 20]]",1.5,1,3,PP,initial_30s,6,6,6,6,"[[3, 5, 2], [6, 4], [6, 1, 1, 2], [6, 4]]",11,44,600,0.9266666666666666,0.0024335,20,30.375,1215,157.575,6303,30.0,12,OPTIMAL,13.75,550.0,550.0,0.0,0.09172320365905762,0.005175280384719372,0.09695329419405078,2006.0,0.0010161399841308594,3,TIME_LIMIT,13.325,,,,,,False,,,False,,13.75,13.75,0.6780355320904653,30.005375146865845,1.5,1.5,0.375
N40_lambda1p5_rep007_seed11512491608414437361,11512491608414437361,7,40,4,"[10, 10, 10, 10]","[[2, 4, 6, 14, 14, 15, 16, 17, 27, 31], [7, 12, 12, 15, 16, 17, 21, 26, 27, 29], [1, 3, 4, 7, 11, 12, 14, 23, 32, 35], [1, 4, 9, 9, 12, 14, 14, 15, 19, 20]]",1.5,1,3,PP,initial_30s,6,6,8,8,"[[3, 5, 2], [8, 2], [7, 1, 2], [8, 2]]",10,37,600,0.9383333333333334,0.0028795,20,31.275,1251,167.125,6685,30.0,12,OPTIMAL,13.75,550.0,550.0,0.0,0.0459749698638916,0.004737129434943199,0.05076542668005657,950.0,0.0009140968322753906,9,TIME_LIMIT,13.325,,,,,,False,,,False,,13.75,13.75,0.6780355320904653,30.005375146865845,1.5,1.5,0.375
N40_lambda1p5_rep007_seed11512491608414437361,11512491608414437361,7,40,4,"[10, 10, 10, 10]","[[2, 4, 6, 14, 14, 15, 16, 17, 27, 31], [7, 12, 12, 15, 16, 17, 21, 26, 27, 29], [1, 3, 4, 7, 11, 12, 14, 23, 32, 35], [1, 4, 9, 9, 12, 14, 14, 15, 19, 20]]",1.5,1,3,PP,initial_30s,8,8,2,2,"[[2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 1, 1, 2], [2, 2, 2, 2, 2]]",21,165,600,0.725,0.006946,20,25.6,1024,134.5,5380,30.0,12,TIME_LIMIT,13.2,528.0,377.9344417100177,0.2842150725189058,30.00687313079834,0.00745089165866375,30.014393186392923,497898.0,0.0018329620361328125,10,TIME_LIMIT,13.325,,,,,,False,,,False,,15.8,,0.6780355320904653,30.005375146865845,1.5,1.5,0.375
N40_lambda1p5_rep007_seed11512491608414437361,11512491608414437361,7,40,4,"[10, 10, 10, 10]","[[2, 4, 6, 14, 14, 15, 16, 17, 27, 31], [7, 12, 12, 15, 16, 17, 21, 26, 27, 29], [1, 3, 4, 7, 11, 12, 14, 23, 32, 35], [1, 4, 9, 9, 12, 14, 14, 15, 19, 20]]",1.5,1,3,PP,initial_30s,8,8,4,4,"[[4, 4, 2], [4, 4, 2], [4, 3, 1, 2], [4, 4, 2]]",13,63,600,0.895,0.0024585,20,33.35,1334,201.75,8070,30.0,12,OPTIMAL,13.25,530.0,530.0,0.0,0.18451809883117676,0.00570607278496027,0.19029537662330484,7773.0,0.0012791156768798828,10,TIME_LIMIT,13.325,,,,,,False,,,False,,15.8,13.25,0.6780355320904653,30.005375146865845,1.5,1.5,0.375
N40_lambda1p5_rep007_seed11512491608414437361,11512491608414437361,7,40,4,"[10, 10, 10, 10]","[[2, 4, 6, 14, 14, 15, 16, 17, 27, 31], [7, 12, 12, 15, 16, 17, 21, 26, 27, 29], [1, 3, 4, 7, 11, 12, 14, 23, 32, 35], [1, 4, 9, 9, 12, 14, 14, 15, 19, 20]]",1.5,1,3,PP,initial_30s,8,8,6,6,"[[6, 2, 2], [6, 4], [6, 1, 1, 2], [6, 4]]",11,44,600,0.9266666666666666,0.006304,20,36.75,1470,221.925,8877,30.0,12,OPTIMAL,15.15,606.0,606.0,0.0,0.08556795120239258,0.0054070111364126205,0.09103492448894167,2255.0,0.0009520053863525391,10,TIME_LIMIT,13.325,,,,,,False,,,False,,15.8,15.15,0.6780355320904653,30.005375146865845,1.5,1.5,0.375
N40_lambda1p5_rep007_seed11512491608414437361,11512491608414437361,7,40,4,"[10, 10, 10, 10]","[[2, 4, 6, 14, 14, 15, 16, 17, 27, 31], [7, 12, 12, 15, 16, 17, 21, 26, 27, 29], [1, 3, 4, 7, 11, 12, 14, 23, 32, 35], [1, 4, 9, 9, 12, 14, 14, 15, 19, 20]]",1.5,1,3,PP,initial_30s,8,8,8,8,"[[8, 2], [8, 2], [7, 1, 2], [8, 2]]",9,30,600,0.95,0.0024235,20,37.65,1506,235.375,9415,30.0,12,OPTIMAL,15.8,632.0,632.0,0.0,0.033589839935302734,0.004820315167307854,0.03846686446416235,447.0,0.0008590221405029297,10,TIME_LIMIT,13.325,,,,,,False,,,False,,15.8,15.8,0.6780355320904653,30.005375146865845,1.5,1.5,0.375
N40_lambda1p5_rep008_seed12809464431746485944,12809464431746485944,8,40,4,"[10, 10, 10, 10]","[[3, 7, 9, 9, 10, 11, 13, 14, 15, 17], [3, 8, 10, 12, 12, 14, 17, 19, 19, 23], [1, 6, 17, 17, 22, 23, 31, 34, 43, 43], [3, 6, 6, 15, 19, 21, 26, 29, 29, 32]]",1.5,1,3,CHP,initial_30s,2,2,,,"[[1, 9], [1, 5, 3, 1], [1, 1, 2, 2, 1, 1, 2], [1, 2, 1, 2, 1, 2, 1]]",20,141,600,0.765,0.0055535,20,6.225,249,34.125,1365,30.0,12,OPTIMAL,11.05,442.0,442.0,0.0,1.6944990158081055,0.0075879571959376335,1.7021622006084953,39131.0,0.001971006393432617,10,TIME_LIMIT,11.6,,,,,,False,,,False,,11.05,,,,1.5,1.5,0.375
N40_lambda1p5_rep008_seed12809464431746485944,12809464431746485944,8,40,4,"[10, 10, 10, 10]","[[3, 7, 9, 9, 10, 11, 13, 14, 15, 17], [3, 8, 10, 12, 12, 14, 17, 19, 19, 23], [1, 6, 17, 17, 22, 23, 31, 34, 43, 43], [3, 6, 6, 15, 19, 21, 26, 29, 29, 32]]",1.5,1,3,CHP,initial_30s,4,4,,,"[[10], [1, 9], [1, 1, 2, 2, 2, 2], [3, 3, 4]]",12,47,600,0.9216666666666666,0.002163,20,21.875,875,110.175,4407,30.0,12,OPTIMAL,11.05,442.0,441.99999999992997,0.0,0.055049896240234375,0.00545864924788475,0.06057447521348047,906.0,0.0011508464813232422,10,TIME_LIMIT,11.6,,,,,,False,,,False,,11.05,,,,1.5,1.5,0.375
N40_lambda1p5_rep008_seed12809464431746485944,12809464431746485944,8,40,4,"[10, 10, 10, 10]","[[3, 7, 9, 9, 10, 11, 13, 14, 15, 17], [3, 8, 10, 12, 12, 14, 17, 19, 19, 23], [1, 6, 17, 17, 22, 23, 31, 34, 43, 43], [3, 6, 6, 15, 19, 21, 26, 29, 29, 32]]",1.5,1,3,CHP,initial_30s,6,6,,,"[[10], [10], [2, 4, 2, 2], [3, 7]]",8,21,600,0.965,0.005288,20,36.275,1451,186.225,7449,30.0,12,OPTIMAL,12.3,492.0,492.0,0.0,0.018745899200439453,0.0053291236981749535,0.024133983018589496,151.0,0.0023698806762695312,10,TIME_LIMIT,11.6,,,,,,False,,,False,,12.3,,,,1.5,1.5,0.375
N40_lambda1p5_rep008_seed12809464431746485944,12809464431746485944,8,40,4,"[10, 10, 10, 10]","[[3, 7, 9, 9, 10, 11, 13, 14, 15, 17], [3, 8, 10, 12, 12, 14, 17, 19, 19, 23], [1, 6, 17, 17, 22, 23, 31, 34, 43, 43], [3, 6, 6, 15, 19, 21, 26, 29, 29, 32]]",1.5,1,3,CHP,initial_30s,8,8,,,"[[10], [10], [2, 6, 2], [3, 7]]",7,17,600,0.9716666666666667,0.0051775,20,42.125,1685,262.275,10491,30.0,12,OPTIMAL,12.3,492.0,492.0,0.0,0.013550996780395508,0.004750870168209076,0.018357523063471316,62.0,0.00015997886657714844,7,TIME_LIMIT,11.6,,,,,,False,,,False,,12.3,,,,1.5,1.5,0.375
N40_lambda1p5_rep008_seed12809464431746485944,12809464431746485944,8,40,4,"[10, 10, 10, 10]","[[3, 7, 9, 9, 10, 11, 13, 14, 15, 17], [3, 8, 10, 12, 12, 14, 17, 19, 19, 23], [1, 6, 17, 17, 22, 23, 31, 34, 43, 43], [3, 6, 6, 15, 19, 21, 26, 29, 29, 32]]",1.5,1,3,NP,initial_30s,,,1,1,"[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",40,600,600,0.0,0.0014825,20,0.0,0,0.0,0,30.0,12,TIME_LIMIT,11.6,464.0,155.3046291018021,0.6652917476254265,30.003391981124878,0.016757015138864517,30.02022312471853,60496.0,0.006384134292602539,10,TIME_LIMIT,11.6,,,,,,False,,,False,,,,,,1.5,1.5,0.375
N40_lambda1p5_rep008_seed12809464431746485944,12809464431746485944,8,40,4,"[10, 10, 10, 10]","[[3, 7, 9, 9, 10, 11, 13, 14, 15, 17], [3, 8, 10, 12, 12, 14, 17, 19, 19, 23], [1, 6, 17, 17, 22, 23, 31, 34, 43, 43], [3, 6, 6, 15, 19, 21, 26, 29, 29, 32]]",1.5,1,3,PP,initial_30s,2,2,2,2,"[[1, 2, 2, 2, 2, 1], [1, 2, 2, 1, 2, 1, 1], [1, 1, 2, 2, 1, 1, 2], [1, 2, 1, 2, 1, 2, 1]]",27,273,600,0.5449999999999999,0.006715,20,3.95,158,17.5,700,30.0,12,TIME_LIMIT,10.6,424.0,264.43373540833346,0.37633552969732675,30.00308895111084,0.010112302377820015,30.013270928688673,179571.0,0.003175020217895508,10,TIME_LIMIT,11.6,,,,,,False,,,False,,11.05,,0.6652917476254265,30.003391981124878,1.5,1.5,0.375
N40_lambda1p5_rep008_seed12809464431746485944,12809464431746485944,8,40,4,"[10, 10, 10, 10]","[[3, 7, 9, 9, 10, 11, 13, 14, 15, 17], [3, 8, 10, 12, 12, 14, 17, 19, 19, 23], [1, 6, 17, 17, 22, 23, 31, 34, 43, 43], [3, 6, 6, 15, 19, 21, 26, 29, 29, 32]]",1.5,1,3,PP,initial_30s,2,2,4,4,"[[1, 4, 4, 1], [1, 4, 1, 3, 1], [1, 1, 2, 2, 1, 1, 2], [1, 2, 1, 2, 1, 2, 1]]",23,195,600,0.675,0.006164,20,4.775,191,26.25,1050,30.0,12,OPTIMAL,10.6,424.0,424.0,0.0,17.147654056549072,0.00857429951429367,17.156302961096728,142249.0,0.002534151077270508,10,TIME_LIMIT,11.6,,,,,,False,,,False,,11.05,10.6,0.6652917476254265,30.003391981124878,1.5,1.5,0.375
N40_lambda1p5_rep008_seed12809464431746485944,12809464431746485944,8,40,4,"[10, 10, 10, 10]","[[3, 7, 9, 9, 10, 11, 13, 14, 15, 17], [3, 8, 10, 12, 12, 14, 17, 19, 19, 23], [1, 6, 17, 17, 22, 23, 31, 34, 43, 43], [3, 6, 6, 15, 19, 21, 26, 29, 29, 32]]",1.5,1,3,PP,initial_30s,2,2,6,6,"[[1, 6, 3], [1, 5, 3, 1], [1, 1, 2, 2, 1, 1, 2], [1, 2, 1, 2, 1, 2, 1]]",21,159,600,0.735,0.006064,20,6.225,249,28.875,1155,30.0,12,OPTIMAL,11.0,440.0,439.9999999999998,0.0,5.483621835708618,0.007609980180859566,5.491301999586095,105388.0,0.002096891403198242,10,TIME_LIMIT,11.6,,,,,,False,,,False,,11.05,11.0,0.6652917476254265,30.003391981124878,1.5,1.5,0.375
N40_lambda1p5_rep008_seed12809464431746485944,12809464431746485944,8,40,4,"[10, 10, 10, 10]","[[3, 7, 9, 9, 10, 11, 13, 14, 15, 17], [3, 8, 10, 12, 12, 14, 17, 19, 19, 23], [1, 6, 17, 17, 22, 23, 31, 34, 43, 43], [3, 6, 6, 15, 19, 21, 26, 29, 29, 32]]",1.5,1,3,PP,initial_30s,2,2,8,8,"[[1, 8, 1], [1, 5, 3, 1], [1, 1, 2, 2, 1, 1, 2], [1, 2, 1, 2, 1, 2, 1]]",21,159,600,0.735,0.0024135,20,5.55,222,30.625,1225,30.0,12,OPTIMAL,10.6,424.0,424.0,0.0,3.6949429512023926,0.007761810906231403,3.7027750625050553,96403.0,0.002151966094970703,10,TIME_LIMIT,11.6,,,,,,False,,,False,,11.05,10.6,0.6652917476254265,30.003391981124878,1.5,1.5,0.375
