instance_id,seed,replication,N,L,counts,releases,arrival_rate,h_F,h_S,method,run_role,threshold,delta,max_platoon_size,Pmax,partition,number_of_platoons,ordering_variable_count,vehicle_level_ordering_variable_count,dimension_reduction_ratio,formation_time_ms,formation_repetitions,partition_specific_upper_bound,scaled_partition_specific_upper_bound,rule_level_upper_bound,scaled_rule_level_upper_bound,time_limit_s,threads,status,objective,objective_total_delay,best_bound,terminal_mip_gap,solve_time_s,model_construction_time_s,end_to_end_time_s,node_count,time_to_first_feasible_s,sol_count,np_30s_status,np_30s_objective,np_recovery_status,np_recovery_objective,np_optimal_objective,np_optimal_source,actual_optimality_gap,bound_check_available,bound_valid,bound_slack,delay_order_check_available,np_pp_chp_delay_order_holds,matching_chp_objective,pp_optimal_objective,np_30s_terminal_mip_gap,np_30s_solve_time_s,lambda,total_arrival_rate,per_approach_arrival_rate
N20_lambda1p5_rep013_seed7045672381545588290,7045672381545588290,13,20,4,"[5, 5, 5, 5]","[[0, 0, 8, 9, 10], [2, 2, 3, 4, 5], [4, 7, 8, 8, 9], [3, 5, 7, 9, 9]]",1.5,1,3,PP,initial_30s,2,2,8,8,"[[2, 3], [5], [1, 4], [5]]",6,13,150,0.9133333333333333,0.0016575,20,2.1,42,12.75,255,30.0,12,OPTIMAL,8.1,162.0,162.0,0.0,0.01088714599609375,0.0037422655150294304,0.014680982313187122,58.0,0.0005991458892822266,5,OPTIMAL,8.1,,,8.1,initial_30s,0.0,True,True,12.75,True,True,8.1,8.1,0.0,1.893604040145874,1.5,1.5,0.375
N20_lambda1p5_rep013_seed7045672381545588290,7045672381545588290,13,20,4,"[5, 5, 5, 5]","[[0, 0, 8, 9, 10], [2, 2, 3, 4, 5], [4, 7, 8, 8, 9], [3, 5, 7, 9, 9]]",1.5,1,3,PP,initial_30s,4,4,2,2,"[[2, 2, 1], [2, 2, 1], [2, 2, 1], [2, 2, 1]]",12,54,150,0.64,0.004617,20,3.1,62,26.5,530,30.0,12,OPTIMAL,8.1,162.0,162.0,0.0,0.0714120864868164,0.004992935806512833,0.07645994654484224,1600.0,0.0008881092071533203,6,OPTIMAL,8.1,,,8.1,initial_30s,0.0,True,True,26.5,True,True,8.1,8.1,0.0,1.893604040145874,1.5,1.5,0.375
N20_lambda1p5_rep013_seed7045672381545588290,7045672381545588290,13,20,4,"[5, 5, 5, 5]","[[0, 0, 8, 9, 10], [2, 2, 3, 4, 5], [4, 7, 8, 8, 9], [3, 5, 7, 9, 9]]",1.5,1,3,PP,initial_30s,4,4,4,4,"[[2, 3], [4, 1], [4, 1], [4, 1]]",8,24,150,0.84,0.004462,20,3.8,76,39.75,795,30.0,12,OPTIMAL,8.1,162.0,162.0,0.0,0.022161006927490234,0.004569006152451038,0.026783994432556153,116.0,0.0007638931274414062,6,OPTIMAL,8.1,,,8.1,initial_30s,0.0,True,True,39.75,True,True,8.1,8.1,0.0,1.893604040145874,1.5,1.5,0.375
N20_lambda1p5_rep013_seed7045672381545588290,7045672381545588290,13,20,4,"[5, 5, 5, 5]","[[0, 0, 8, 9, 10], [2, 2, 3, 4, 5], [4, 7, 8, 8, 9], [3, 5, 7, 9, 9]]",1.5,1,3,PP,initial_30s,4,4,6,6,"[[2, 3], [5], [5], [5]]",5,9,150,0.94,0.001682,20,3.8,76,42.4,848,30.0,12,OPTIMAL,8.1,162.0,161.99999999999028,0.0,0.003114938735961914,0.0036250390112400055,0.00679034184082222,1.0,0.0005450248718261719,4,OPTIMAL,8.1,,,8.1,initial_30s,0.0,True,True,42.4,True,True,8.1,8.1,0.0,1.893604040145874,1.5,1.5,0.375
N20_lambda1p5_rep013_seed7045672381545588290,7045672381545588290,13,20,4,"[5, 5, 5, 5]","[[0, 0, 8, 9, 10], [2, 2, 3, 4, 5], [4, 7, 8, 8, 9], [3, 5, 7, 9, 9]]",1.5,1,3,PP,initial_30s,4,4,8,8,"[[2, 3], [5], [5], [5]]",5,9,150,0.94,0.0042865,20,3.8,76,45.05,901,30.0,12,OPTIMAL,8.1,162.0,161.99999999999028,0.0,0.003986835479736328,0.0037502385675907135,0.007790364878558159,1.0,0.0004799365997314453,4,OPTIMAL,8.1,,,8.1,initial_30s,0.0,True,True,45.05,True,True,8.1,8.1,0.0,1.893604040145874,1.5,1.5,0.375
N20_lambda1p5_rep013_seed7045672381545588290,7045672381545588290,13,20,4,"[5, 5, 5, 5]","[[0, 0, 8, 9, 10], [2, 2, 3, 4, 5], [4, 7, 8, 8, 9], [3, 5, 7, 9, 9]]",1.5,1,3,PP,initial_30s,6,6,2,2,"[[2, 2, 1], [2, 2, 1], [2, 2, 1], [2, 2, 1]]",12,54,150,0.64,0.001587,20,3.1,62,45.5,910,30.0,12,OPTIMAL,8.1,162.0,162.0,0.0,0.0724029541015625,0.004244734533131123,0.07669462452481937,1600.0,0.0008089542388916016,6,OPTIMAL,8.1,,,8.1,initial_30s,0.0,True,True,45.5,True,True,8.1,8.1,0.0,1.893604040145874,1.5,1.5,0.375
N20_lambda1p5_rep013_seed7045672381545588290,7045672381545588290,13,20,4,"[5, 5, 5, 5]","[[0, 0, 8, 9, 10], [2, 2, 3, 4, 5], [4, 7, 8, 8, 9], [3, 5, 7, 9, 9]]",1.5,1,3,PP,initial_30s,6,6,4,4,"[[2, 3], [4, 1], [4, 1], [4, 1]]",8,24,150,0.84,0.004827,20,3.8,76,68.25,1365,30.0,12,OPTIMAL,8.1,162.0,162.0,0.0,0.021491050720214844,0.004276283085346222,0.025821914851464747,116.0,0.0007481575012207031,6,OPTIMAL,8.1,,,8.1,initial_30s,0.0,True,True,68.25,True,True,8.1,8.1,0.0,1.893604040145874,1.5,1.5,0.375
N20_lambda1p5_rep013_seed7045672381545588290,7045672381545588290,13,20,4,"[5, 5, 5, 5]","[[0, 0, 8, 9, 10], [2, 2, 3, 4, 5], [4, 7, 8, 8, 9], [3, 5, 7, 9, 9]]",1.5,1,3,PP,initial_30s,6,6,6,6,"[[2, 3], [5], [5], [5]]",5,9,150,0.94,0.0017175,20,3.8,76,72.8,1456,30.0,12,OPTIMAL,8.1,162.0,161.99999999999028,0.0,0.0037050247192382812,0.003642624244093895,0.007398095123081207,1.0,0.0005140304565429688,4,OPTIMAL,8.1,,,8.1,initial_30s,0.0,True,True,72.8,True,True,8.1,8.1,0.0,1.893604040145874,1.5,1.5,0.375
N20_lambda1p5_rep013_seed7045672381545588290,7045672381545588290,13,20,4,"[5, 5, 5, 5]","[[0, 0, 8, 9, 10], [2, 2, 3, 4, 5], [4, 7, 8, 8, 9], [3, 5, 7, 9, 9]]",1.5,1,3,PP,initial_30s,6,6,8,8,"[[2, 3], [5], [5], [5]]",5,9,150,0.94,0.004707,20,3.8,76,77.35,1547,30.0,12,OPTIMAL,8.1,162.0,161.99999999999028,0.0,0.0034470558166503906,0.003565467894077301,0.007061772144181251,1.0,0.0004210472106933594,4,OPTIMAL,8.1,,,8.1,initial_30s,0.0,True,True,77.35,True,True,8.1,8.1,0.0,1.893604040145874,1.5,1.5,0.375
N20_lambda1p5_rep013_seed7045672381545588290,7045672381545588290,13,20,4,"[5, 5, 5, 5]","[[0, 0, 8, 9, 10], [2, 2, 3, 4, 5], [4, 7, 8, 8, 9], [3, 5, 7, 9, 9]]",1.5,1,3,PP,initial_30s,8,8,2,2,"[[2, 2, 1], [2, 2, 1], [2, 2, 1], [2, 2, 1]]",12,54,150,0.64,0.0044515,20,3.1,62,64.5,1290,30.0,12,OPTIMAL,8.1,162.0,162.0,0.0,0.07320499420166016,0.004982439801096916,0.07824212383639956,1600.0,0.0008919239044189453,6,OPTIMAL,8.1,,,8.1,initial_30s,0.0,True,True,64.5,True,True,8.9,8.1,0.0,1.893604040145874,1.5,1.5,0.375
N20_lambda1p5_rep013_seed7045672381545588290,7045672381545588290,13,20,4,"[5, 5, 5, 5]","[[0, 0, 8, 9, 10], [2, 2, 3, 4, 5], [4, 7, 8, 8, 9], [3, 5, 7, 9, 9]]",1.5,1,3,PP,initial_30s,8,8,4,4,"[[4, 1], [4, 1], [4, 1], [4, 1]]",8,24,150,0.84,0.0017575,20,9.9,198,96.75,1935,30.0,12,OPTIMAL,8.9,178.0,178.0,0.0,0.019193172454833984,0.004000506363809109,0.02324478523922682,137.0,0.00017118453979492188,6,OPTIMAL,8.1,,,8.1,initial_30s,0.8000000000000007,True,True,95.95,True,True,8.9,8.9,0.0,1.893604040145874,1.5,1.5,0.375
N20_lambda1p5_rep013_seed7045672381545588290,7045672381545588290,13,20,4,"[5, 5, 5, 5]","[[0, 0, 8, 9, 10], [2, 2, 3, 4, 5], [4, 7, 8, 8, 9], [3, 5, 7, 9, 9]]",1.5,1,3,PP,initial_30s,8,8,6,6,"[[5], [5], [5], [5]]",4,6,150,0.96,0.0041415,20,9.9,198,103.2,2064,30.0,12,OPTIMAL,8.9,178.0,178.0,0.0,0.002850055694580078,0.004255551844835281,0.0071582737395205496,1.0,0.0004849433898925781,2,OPTIMAL,8.1,,,8.1,initial_30s,0.8000000000000007,True,True,102.4,True,True,8.9,8.9,0.0,1.893604040145874,1.5,1.5,0.375
N20_lambda1p5_rep013_seed7045672381545588290,7045672381545588290,13,20,4,"[5, 5, 5, 5]","[[0, 0, 8, 9, 10], [2, 2, 3, 4, 5], [4, 7, 8, 8, 9], [3, 5, 7, 9, 9]]",1.5,1,3,PP,initial_30s,8,8,8,8,"[[5], [5], [5], [5]]",4,6,150,0.96,0.001727,20,9.9,198,109.65,2193,30.0,12,OPTIMAL,8.9,178.0,178.0,0.0,0.0024538040161132812,0.003516565077006817,0.006016297593833923,1.0,0.0003898143768310547,2,OPTIMAL,8.1,,,8.1,initial_30s,0.8000000000000007,True,True,108.85000000000001,True,True,8.9,8.9,0.0,1.893604040145874,1.5,1.5,0.375
N20_lambda1p5_rep014_seed13136864286063711339,13136864286063711339,14,20,4,"[5, 5, 5, 5]","[[1, 4, 5, 8, 13], [4, 6, 7, 13, 17], [3, 9, 12, 13, 27], [4, 6, 7, 12, 13]]",1.5,1,3,CHP,initial_30s,2,2,,,"[[1, 2, 1, 1], [3, 1, 1], [1, 1, 2, 1], [3, 2]]",13,62,150,0.5866666666666667,0.0042315,20,1.5,30,14.25,285,30.0,12,OPTIMAL,7.7,154.0,154.0,0.0,0.19951891899108887,0.005907788872718811,0.20549065762993718,7968.0,0.0011489391326904297,7,OPTIMAL,7.7,,,7.7,initial_30s,0.0,False,,,False,,7.7,,,,1.5,1.5,0.375
N20_lambda1p5_rep014_seed13136864286063711339,13136864286063711339,14,20,4,"[5, 5, 5, 5]","[[1, 4, 5, 8, 13], [4, 6, 7, 13, 17], [3, 9, 12, 13, 27], [4, 6, 7, 12, 13]]",1.5,1,3,CHP,initial_30s,4,4,,,"[[4, 1], [3, 2], [1, 3, 1], [3, 2]]",9,30,150,0.8,0.0016425,20,8.5,170,50.35,1007,30.0,12,OPTIMAL,8.3,166.0,166.0,0.0,0.03471994400024414,0.004250573925673962,0.039027773422138694,766.0,0.0001919269561767578,1,OPTIMAL,7.7,,,7.7,initial_30s,0.6000000000000005,False,,,False,,8.3,,,,1.5,1.5,0.375
N20_lambda1p5_rep014_seed13136864286063711339,13136864286063711339,14,20,4,"[5, 5, 5, 5]","[[1, 4, 5, 8, 13], [4, 6, 7, 13, 17], [3, 9, 12, 13, 27], [4, 6, 7, 12, 13]]",1.5,1,3,CHP,initial_30s,6,6,,,"[[5], [5], [4, 1], [5]]",5,9,150,0.94,0.004542,20,23.3,466,86.45,1729,30.0,12,OPTIMAL,11.1,222.0,221.99999999999432,0.0,0.0040280818939208984,0.004164764657616615,0.008246157258157253,1.0,0.00048613548278808594,6,OPTIMAL,7.7,,,7.7,initial_30s,3.3999999999999995,False,,,False,,11.1,,,,1.5,1.5,0.375
N20_lambda1p5_rep014_seed13136864286063711339,13136864286063711339,14,20,4,"[5, 5, 5, 5]","[[1, 4, 5, 8, 13], [4, 6, 7, 13, 17], [3, 9, 12, 13, 27], [4, 6, 7, 12, 13]]",1.5,1,3,CHP,initial_30s,8,8,,,"[[5], [5], [4, 1], [5]]",5,9,150,0.94,0.001697,20,23.3,466,122.55,2451,30.0,12,OPTIMAL,11.1,222.0,221.99999999999432,0.0,0.0036978721618652344,0.0036202622577548027,0.00736776938650322,1.0,0.0004239082336425781,6,OPTIMAL,7.7,,,7.7,initial_30s,3.3999999999999995,False,,,False,,11.1,,,,1.5,1.5,0.375
N20_lambda1p5_rep014_seed13136864286063711339,13136864286063711339,14,20,4,"[5, 5, 5, 5]","[[1, 4, 5, 8, 13], [4, 6, 7, 13, 17], [3, 9, 12, 13, 27], [4, 6, 7, 12, 13]]",1.5,1,3,NP,initial_30s,,,1,1,"[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]",20,150,150,0.0,0.001131,20,0.0,0,0.0,0,30.0,12,OPTIMAL,7.7,154.0,154.0,0.0,16.544075965881348,0.005959376692771912,16.55009099785425,236240.0,0.0014030933380126953,10,OPTIMAL,7.7,,,7.7,initial_30s,0.0,False,,,False,,,,,,1.5,1.5,0.375
N20_lambda1p5_rep014_seed13136864286063711339,13136864286063711339,14,20,4,"[5, 5, 5, 5]","[[1, 4, 5, 8, 13], [4, 6, 7, 13, 17], [3, 9, 12, 13, 27], [4, 6, 7, 12, 13]]",1.5,1,3,PP,initial_30s,2,2,2,2,"[[1, 2, 1, 1], [2, 1, 1, 1], [1, 1, 2, 1], [2, 1, 2]]",15,84,150,0.43999999999999995,0.004922,20,1.5,30,7.5,150,30.0,12,OPTIMAL,7.7,154.0,153.9999999999999,0.0,0.7894289493560791,0.0061578769236803055,0.7956451503161879,24676.0,0.0011789798736572266,10,OPTIMAL,7.7,,,7.7,initial_30s,0.0,True,True,7.5,True,True,7.7,7.7,0.0,16.544075965881348,1.5,1.5,0.375
N20_lambda1p5_rep014_seed13136864286063711339,13136864286063711339,14,20,4,"[5, 5, 5, 5]","[[1, 4, 5, 8, 13], [4, 6, 7, 13, 17], [3, 9, 12, 13, 27], [4, 6, 7, 12, 13]]",1.5,1,3,PP,initial_30s,2,2,4,4,"[[1, 2, 1, 1], [3, 1, 1], [1, 1, 2, 1], [3, 2]]",13,62,150,0.5866666666666667,0.0018325,20,1.5,30,11.25,225,30.0,12,OPTIMAL,7.7,154.0,154.0,0.0,0.1966109275817871,0.005315924063324928,0.20198144915689945,7968.0,0.001077890396118164,7,OPTIMAL,7.7,,,7.7,initial_30s,0.0,True,True,11.25,True,True,7.7,7.7,0.0,16.544075965881348,1.5,1.5,0.375
N20_lambda1p5_rep014_seed13136864286063711339,13136864286063711339,14,20,4,"[5, 5, 5, 5]","[[1, 4, 5, 8, 13], [4, 6, 7, 13, 17], [3, 9, 12, 13, 27], [4, 6, 7, 12, 13]]",1.5,1,3,PP,initial_30s,2,2,6,6,"[[1, 2, 1, 1], [3, 1, 1], [1, 1, 2, 1], [3, 2]]",13,62,150,0.5866666666666667,0.0048625,20,1.5,30,12.0,240,30.0,12,OPTIMAL,7.7,154.0,154.0,0.0,0.1956779956817627,0.005158206447958946,0.20089292998390199,7968.0,0.0010099411010742188,7,OPTIMAL,7.7,,,7.7,initial_30s,0.0,True,True,12.0,True,True,7.7,7.7,0.0,16.544075965881348,1.5,1.5,0.375
N20_lambda1p5_rep014_seed13136864286063711339,13136864286063711339,14,20,4,"[5, 5, 5, 5]","[[1, 4, 5, 8, 13], [4, 6, 7, 13, 17], [3, 9, 12, 13, 27], [4, 6, 7, 12, 13]]",1.5,1,3,PP,initial_30s,2,2,8,8,"[[1, 2, 1, 1], [3, 1, 1], [1, 1, 2, 1], [3, 2]]",13,62,150,0.5866666666666667,0.0043865,20,1.5,30,12.75,255,30.0,12,OPTIMAL,7.7,154.0,154.0,0.0,0.19595003128051758,0.0054642390459775925,0.20146936547803784,7968.0,0.0010259151458740234,7,OPTIMAL,7.7,,,7.7,initial_30s,0.0,True,True,12.75,True,True,7.7,7.7,0.0,16.544075965881348,1.5,1.5,0.375
N20_lambda1p5_rep014_seed13136864286063711339,13136864286063711339,14,20,4,"[5, 5, 5, 5]","[[1, 4, 5, 8, 13], [4, 6, 7, 13, 17], [3, 9, 12, 13, 27], [4, 6, 7, 12, 13]]",1.5,1,3,PP,initial_30s,4,4,2,2,"[[2, 2, 1], [2, 1, 2], [1, 2, 1, 1], [2, 1, 2]]",13,63,150,0.5800000000000001,0.0018575,20,8.5,170,26.5,530,30.0,12,OPTIMAL,8.3,166.0,165.9999999999921,0.0,0.1917719841003418,0.0048337047919631,0.19665794770739795,7514.0,0.0009829998016357422,10,OPTIMAL,7.7,,,7.7,initial_30s,0.6000000000000005,True,True,25.9,True,True,8.3,8.3,0.0,16.544075965881348,1.5,1.5,0.375
N20_lambda1p5_rep014_seed13136864286063711339,13136864286063711339,14,20,4,"[5, 5, 5, 5]","[[1, 4, 5, 8, 13], [4, 6, 7, 13, 17], [3, 9, 12, 13, 27], [4, 6, 7, 12, 13]]",1.5,1,3,PP,initial_30s,4,4,4,4,"[[4, 1], [3, 2], [1, 3, 1], [3, 2]]",9,30,150,0.8,0.001758,20,8.5,170,39.75,795,30.0,12,OPTIMAL,8.3,166.0,166.0,0.0,0.03559589385986328,0.004795398563146591,0.040443539282424924,766.0,0.0001938343048095703,1,OPTIMAL,7.7,,,7.7,initial_30s,0.6000000000000005,True,True,39.15,True,True,8.3,8.3,0.0,16.544075965881348,1.5,1.5,0.375
N20_lambda1p5_rep014_seed13136864286063711339,13136864286063711339,14,20,4,"[5, 5, 5, 5]","[[1, 4, 5, 8, 13], [4, 6, 7, 13, 17], [3, 9, 12, 13, 27], [4, 6, 7, 12, 13]]",1.5,1,3,PP,initial_30s,4,4,6,6,"[[4, 1], [3, 2], [1, 3, 1], [3, 2]]",9,30,150,0.8,0.004802,20,8.5,170,42.4,848,30.0,12,OPTIMAL,8.3,166.0,166.0,0.0,0.035730838775634766,0.004054608754813671,0.03983937586493683,766.0,0.0001900196075439453,1,OPTIMAL,7.7,,,7.7,initial_30s,0.6000000000000005,True,True,41.8,True,True,8.3,8.3,0.0,16.544075965881348,1.5,1.5,0.375
N20_lambda1p5_rep014_seed13136864286063711339,13136864286063711339,14,20,4,"[5, 5, 5, 5]","[[1, 4, 5, 8, 13], [4, 6, 7, 13, 17], [3, 9, 12, 13, 27], [4, 6, 7, 12, 13]]",1.5,1,3,PP,initial_30s,4,4,8,8,"[[4, 1], [3, 2], [1, 3, 1], [3, 2]]",9,30,150,0.8,0.004687,20,8.5,170,45.05,901,30.0,12,OPTIMAL,8.3,166.0,166.0,0.0,0.03586292266845703,0.004662426188588142,0.04057848698266697,766.0,0.00020194053649902344,1,OPTIMAL,7.7,,,7.7,initial_30s,0.6000000000000005,True,True,44.449999999999996,True,True,8.3,8.3,0.0,16.544075965881348,1.5,1.5,0.375
N20_lambda1p5_rep014_seed13136864286063711339,13136864286063711339,14,20,4,"[5, 5, 5, 5]","[[1, 4, 5, 8, 13], [4, 6, 7, 13, 17], [3, 9, 12, 13, 27], [4, 6, 7, 12, 13]]",1.5,1,3,PP,initial_30s,6,6,2,2,"[[2, 2, 1], [2, 2, 1], [2, 2, 1], [2, 2, 1]]",12,54,150,0.64,0.001803,20,16.5,330,45.5,910,30.0,12,OPTIMAL,8.3,166.0,166.0,0.0,0.11912083625793457,0.004516915418207645,0.12368927333178806,4232.0,0.0008678436279296875,10,OPTIMAL,7.7,,,7.7,initial_30s,0.6000000000000005,True,True,44.9,True,True,11.1,8.3,0.0,16.544075965881348,1.5,1.5,0.375
N20_lambda1p5_rep014_seed13136864286063711339,13136864286063711339,14,20,4,"[5, 5, 5, 5]","[[1, 4, 5, 8, 13], [4, 6, 7, 13, 17], [3, 9, 12, 13, 27], [4, 6, 7, 12, 13]]",1.5,1,3,PP,initial_30s,6,6,4,4,"[[4, 1], [4, 1], [4, 1], [4, 1]]",8,24,150,0.84,0.004497,20,18.1,362,68.25,1365,30.0,12,OPTIMAL,8.3,166.0,166.0,0.0,0.018160104751586914,0.004197803325951099,0.022411851786992072,137.0,0.0001800060272216797,6,OPTIMAL,7.7,,,7.7,initial_30s,0.6000000000000005,True,True,67.65,True,True,11.1,8.3,0.0,16.544075965881348,1.5,1.5,0.375
N20_lambda1p5_rep014_seed13136864286063711339,13136864286063711339,14,20,4,"[5, 5, 5, 5]","[[1, 4, 5, 8, 13], [4, 6, 7, 13, 17], [3, 9, 12, 13, 27], [4, 6, 7, 12, 13]]",1.5,1,3,PP,initial_30s,6,6,6,6,"[[5], [5], [4, 1], [5]]",5,9,150,0.94,0.001737,20,23.3,466,72.8,1456,30.0,12,OPTIMAL,11.1,222.0,221.99999999999432,0.0,0.004137992858886719,0.0036185486242175102,0.007806561970662594,1.0,0.00045800209045410156,6,OPTIMAL,7.7,,,7.7,initial_30s,3.3999999999999995,True,True,69.39999999999999,True,True,11.1,11.1,0.0,16.544075965881348,1.5,1.5,0.375
N20_lambda1p5_rep014_seed13136864286063711339,13136864286063711339,14,20,4,"[5, 5, 5, 5]","[[1, 4, 5, 8, 13], [4, 6, 7, 13, 17], [3, 9, 12, 13, 27], [4, 6, 7, 12, 13]]",1.5,1,3,PP,initial_30s,6,6,8,8,"[[5], [5], [4, 1], [5]]",5,9,150,0.94,0.001763,20,23.3,466,77.35,1547,30.0,12,OPTIMAL,11.1,222.0,221.99999999999432,0.0,0.004186868667602539,0.0036102766171097755,0.007848042069781304,1.0,0.0004439353942871094,6,OPTIMAL,7.7,,,7.7,initial_30s,3.3999999999999995,True,True,73.94999999999999,True,True,11.1,11.1,0.0,16.544075965881348,1.5,1.5,0.375
N20_lambda1p5_rep014_seed13136864286063711339,13136864286063711339,14,20,4,"[5, 5, 5, 5]","[[1, 4, 5, 8, 13], [4, 6, 7, 13, 17], [3, 9, 12, 13, 27], [4, 6, 7, 12, 13]]",1.5,1,3,PP,initial_30s,8,8,2,2,"[[2, 2, 1], [2, 2, 1], [2, 2, 1], [2, 2, 1]]",12,54,150,0.64,0.0016475,20,16.5,330,64.5,1290,30.0,12,OPTIMAL,8.3,166.0,166.0,0.0,0.1198570728302002,0.004262921400368214,0.12416767234881877,4232.0,0.000762939453125,10,OPTIMAL,7.7,,,7.7,initial_30s,0.6000000000000005,True,True,63.9,True,True,11.1,8.3,0.0,16.544075965881348,1.5,1.5,0.375
N20_lambda1p5_rep014_seed13136864286063711339,13136864286063711339,14,20,4,"[5, 5, 5, 5]","[[1, 4, 5, 8, 13], [4, 6, 7, 13, 17], [3, 9, 12, 13, 27], [4, 6, 7, 12, 13]]",1.5,1,3,PP,initial_30s,8,8,4,4,"[[4, 1], [4, 1], [4, 1], [4, 1]]",8,24,150,0.84,0.004542,20,18.1,362,96.75,1935,30.0,12,OPTIMAL,8.3,166.0,166.0,0.0,0.017884016036987305,0.0043406300246715546,0.02227832464069557,137.0,0.0001800060272216797,6,OPTIMAL,7.7,,,7.7,initial_30s,0.6000000000000005,True,True,96.15,True,True,11.1,8.3,0.0,16.544075965881348,1.5,1.5,0.375
N20_lambda1p5_rep014_seed13136864286063711339,13136864286063711339,14,20,4,"[5, 5, 5, 5]","[[1, 4, 5, 8, 13], [4, 6, 7, 13, 17], [3, 9, 12, 13, 27], [4, 6, 7, 12, 13]]",1.5,1,3,PP,initial_30s,8,8,6,6,"[[5], [5], [4, 1], [5]]",5,9,150,0.94,0.001798,20,23.3,466,103.2,2064,30.0,12,OPTIMAL,11.1,222.0,221.99999999999432,0.0,0.004110097885131836,0.003609093837440014,0.0077693970760326385,1.0,0.0004699230194091797,6,OPTIMAL,7.7,,,7.7,initial_30s,3.3999999999999995,True,True,99.8,True,True,11.1,11.1,0.0,16.544075965881348,1.5,1.5,0.375
N20_lambda1p5_rep014_seed13136864286063711339,13136864286063711339,14,20,4,"[5, 5, 5, 5]","[[1, 4, 5, 8, 13], [4, 6, 7, 13, 17], [3, 9, 12, 13, 27], [4, 6, 7, 12, 13]]",1.5,1,3,PP,initial_30s,8,8,8,8,"[[5], [5], [4, 1], [5]]",5,9,150,0.94,0.0017625,20,23.3,466,109.65,2193,30.0,12,OPTIMAL,11.1,222.0,221.99999999999432,0.0,0.003902912139892578,0.0035882024094462395,0.007554196258974076,1.0,0.00045490264892578125,6,OPTIMAL,7.7,,,7.7,initial_30s,3.3999999999999995,True,True,106.25,True,True,11.1,11.1,0.0,16.544075965881348,1.5,1.5,0.375
N20_lambda1p5_rep015_seed1623056361085017532,1623056361085017532,15,20,4,"[5, 5, 5, 5]","[[2, 5, 7, 9, 10], [2, 5, 6, 8, 9], [3, 3, 4, 7, 11], [3, 7, 9, 12, 13]]",1.5,1,3,CHP,initial_30s,2,2,,,"[[1, 4], [1, 4], [3, 1, 1], [1, 2, 2]]",10,37,150,0.7533333333333333,0.001593,20,2.7,54,14.25,285,30.0,12,OPTIMAL,9.35,187.0,187.0,0.0,0.06063699722290039,0.004946405999362469,0.06564062505096721,1455.0,0.0008931159973144531,9,OPTIMAL,9.35,,,9.35,initial_30s,0.0,False,,,False,,9.35,,,,1.5,1.5,0.375
N20_lambda1p5_rep015_seed1623056361085017532,1623056361085017532,15,20,4,"[5, 5, 5, 5]","[[2, 5, 7, 9, 10], [2, 5, 6, 8, 9], [3, 3, 4, 7, 11], [3, 7, 9, 12, 13]]",1.5,1,3,CHP,initial_30s,4,4,,,"[[5], [5], [5], [5]]",4,6,150,0.96,0.0042465,20,13.95,279,50.35,1007,30.0,12,OPTIMAL,10.5,210.0,210.0,0.0,0.0028769969940185547,0.0038009947165846825,0.006729881879552841,1.0,0.0004642009735107422,3,OPTIMAL,9.35,,,9.35,initial_30s,1.1500000000000004,False,,,False,,10.5,,,,1.5,1.5,0.375
N20_lambda1p5_rep015_seed1623056361085017532,1623056361085017532,15,20,4,"[5, 5, 5, 5]","[[2, 5, 7, 9, 10], [2, 5, 6, 8, 9], [3, 3, 4, 7, 11], [3, 7, 9, 12, 13]]",1.5,1,3,CHP,initial_30s,6,6,,,"[[5], [5], [5], [5]]",4,6,150,0.96,0.004247,20,13.95,279,86.45,1729,30.0,12,OPTIMAL,10.5,210.0,210.0,0.0,0.0025360584259033203,0.0035559646785259247,0.00614064110585165,1.0,0.0003712177276611328,3,OPTIMAL,9.35,,,9.35,initial_30s,1.1500000000000004,False,,,False,,10.5,,,,1.5,1.5,0.375
N20_lambda1p5_rep015_seed1623056361085017532,1623056361085017532,15,20,4,"[5, 5, 5, 5]","[[2, 5, 7, 9, 10], [2, 5, 6, 8, 9], [3, 3, 4, 7, 11], [3, 7, 9, 12, 13]]",1.5,1,3,CHP,initial_30s,8,8,,,"[[5], [5], [5], [5]]",4,6,150,0.96,0.001448,20,13.95,279,122.55,2451,30.0,12,OPTIMAL,10.5,210.0,210.0,0.0,0.0025930404663085938,0.0031938767060637474,0.005831769460962296,1.0,0.0003879070281982422,3,OPTIMAL,9.35,,,9.35,initial_30s,1.1500000000000004,False,,,False,,10.5,,,,1.5,1.5,0.375
N20_lambda1p5_rep015_seed1623056361085017532,1623056361085017532,15,20,4,"[5, 5, 5, 5]","[[2, 5, 7, 9, 10], [2, 5, 6, 8, 9], [3, 3, 4, 7, 11], [3, 7, 9, 12, 13]]",1.5,1,3,NP,initial_30s,,,1,1,"[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]",20,150,150,0.0,0.001212,20,0.0,0,0.0,0,30.0,12,OPTIMAL,9.35,187.0,187.0,0.0,21.13783311843872,0.006288483738899231,21.144174366607416,210258.0,0.0014200210571289062,8,OPTIMAL,9.35,,,9.35,initial_30s,0.0,False,,,False,,,,,,1.5,1.5,0.375
