N,lambda,arrival_rate,total_arrival_rate,per_approach_arrival_rate,method,threshold,delta,max_platoon_size,Pmax,case_count,optimality_rate,mean_average_delay_or_incumbent,median_average_delay_or_incumbent,mean_terminal_mip_gap,mean_solve_time_s,mean_end_to_end_time_s,mean_model_construction_time_s,mean_node_count,mean_number_of_platoons,mean_ordering_variable_count,mean_dimension_reduction_ratio,delay_order_check_case_count,delay_order_failure_count
20,2.5,2.5,2.5,0.625,CHP,2,2,NA,NA,20,1.0,8.9375,8.725,0.0,0.022826337814331056,0.027677492306818367,0.004795722430571914,256.95,7.2,19.6,0.8693333333333333,0,0
20,2.5,2.5,2.5,0.625,CHP,4,4,NA,NA,20,1.0,9.1625,9.425,0.0,0.004072380065917969,0.00797368110649581,0.003849741630256176,6.15,4.75,8.4,0.944,0,0
20,2.5,2.5,2.5,0.625,CHP,6,6,NA,NA,20,1.0,9.43,9.5,0.0,0.0029261112213134766,0.006662342023683524,0.0036890892777591945,1.0,4.2,6.6,0.9559999999999998,0,0
20,2.5,2.5,2.5,0.625,CHP,8,8,NA,NA,20,1.0,9.43,9.5,0.0,0.002758777141571045,0.00649010194687624,0.0036826109513640403,1.0,4.0,6.0,0.96,0,0
20,2.5,2.5,2.5,0.625,NP,NA,NA,1,1,20,1.0,8.855,8.725,0.0,5.3755078434944155,5.38167938830402,0.006116203311830759,64941.75,20.0,150.0,0.0,0,0
20,2.5,2.5,2.5,0.625,PP,2,2,2,2,20,1.0,8.872499999999999,8.725,0.0,0.13261383771896362,0.13765754104005676,0.00498937675729394,3426.1,12.45,58.1,0.6126666666666667,20,0
20,2.5,2.5,2.5,0.625,PP,2,2,4,4,20,1.0,8.897499999999999,8.725,0.0,0.03549879789352417,0.03994928025430804,0.004397057229653001,439.55,8.85,29.45,0.8036666666666668,20,0
20,2.5,2.5,2.5,0.625,PP,2,2,6,6,20,1.0,8.9375,8.725,0.0,0.02146115303039551,0.025678425861925074,0.004165116976946592,256.95,7.2,19.6,0.8693333333333333,20,0
20,2.5,2.5,2.5,0.625,PP,2,2,8,8,20,1.0,8.9375,8.725,0.0,0.02135756015777588,0.02547218680131757,0.00406264029443264,256.95,7.2,19.6,0.8693333333333333,20,0
20,2.5,2.5,2.5,0.625,PP,4,4,2,2,20,1.0,8.977500000000001,9.1,0.0,0.10219411849975586,0.106854055566141,0.004608099116012454,2363.6,12.0,54.0,0.64,20,0
20,2.5,2.5,2.5,0.625,PP,4,4,4,4,20,1.0,9.0975,9.225,0.0,0.02346303462982178,0.02768744593020835,0.004171993164345622,172.85,8.0,24.0,0.8400000000000001,20,0
20,2.5,2.5,2.5,0.625,PP,4,4,6,6,20,1.0,9.1625,9.425,0.0,0.004015731811523438,0.007855984044385504,0.003788463771343231,6.15,4.75,8.4,0.944,20,0
20,2.5,2.5,2.5,0.625,PP,4,4,8,8,20,1.0,9.1625,9.425,0.0,0.004033851623535156,0.007877680017332698,0.0037926378659904002,6.15,4.75,8.4,0.944,20,0
20,2.5,2.5,2.5,0.625,PP,6,6,2,2,20,1.0,8.977500000000001,9.1,0.0,0.10007096529006958,0.10464218518577592,0.00451975897885859,2272.25,12.0,54.0,0.64,20,0
20,2.5,2.5,2.5,0.625,PP,6,6,4,4,20,1.0,9.1725,9.225,0.0,0.02299075126647949,0.02720650125117626,0.004163394682109356,171.5,8.0,24.0,0.8400000000000001,20,0
20,2.5,2.5,2.5,0.625,PP,6,6,6,6,20,1.0,9.43,9.5,0.0,0.0029908537864685057,0.006802731634303212,0.0037595535162836314,1.0,4.2,6.6,0.9559999999999998,20,0
20,2.5,2.5,2.5,0.625,PP,6,6,8,8,20,1.0,9.43,9.5,0.0,0.002927505970001221,0.00672840415977025,0.0037499388214200734,1.0,4.2,6.6,0.9559999999999998,20,0
20,2.5,2.5,2.5,0.625,PP,8,8,2,2,20,1.0,8.977500000000001,9.1,0.0,0.0970964789390564,0.10159342017808821,0.004444920411333442,2190.85,12.0,54.0,0.64,20,0
20,2.5,2.5,2.5,0.625,PP,8,8,4,4,20,1.0,9.1725,9.225,0.0,0.02227591276168823,0.02651643893462105,0.004186777351424098,161.95,8.0,24.0,0.8400000000000001,20,0
20,2.5,2.5,2.5,0.625,PP,8,8,6,6,20,1.0,9.43,9.5,0.0,0.0028733015060424805,0.006750585220973396,0.003825766546651721,1.0,4.0,6.0,0.96,20,0
20,2.5,2.5,2.5,0.625,PP,8,8,8,8,20,1.0,9.43,9.5,0.0,0.0028616666793823244,0.006638510584362364,0.0037267808336764576,1.0,4.0,6.0,0.96,20,0
40,1.5,1.5,1.5,0.375,CHP,2,2,NA,NA,20,0.9,12.093749999285714,12.075,0.03175000526774199,7.888748300075531,7.896019844676512,0.007197386166080832,115248.0,17.85,119.0,0.8016666666666665,0,0
40,1.5,1.5,1.5,0.375,CHP,4,4,NA,NA,20,1.0,13.008749868838475,12.875,0.0,0.08612898588180543,0.09170308003955996,0.005508517473936081,2721.4,10.55,41.3,0.9311666666666667,0,0
40,1.5,1.5,1.5,0.375,CHP,6,6,NA,NA,20,1.0,14.16,13.625,2.1569897719631794e-14,0.023231148719787598,0.028907422591773056,0.005614736070856452,250.35,6.95,18.1,0.9698333333333332,0,0
40,1.5,1.5,1.5,0.375,CHP,8,8,NA,NA,20,1.0,15.147499999999999,14.875,3.816151831002702e-14,0.00824953317642212,0.01334350909975798,0.0050307003315538164,29.65,5.6,11.6,0.9806666666666667,0,0
40,1.5,1.5,1.5,0.375,NP,NA,NA,1,1,20,0.0,12.769999994944552,12.775,0.6827167498855042,30.011344814300536,30.042167649901263,0.03074473883025348,53710.05,40.0,600.0,0.0,0,0
40,1.5,1.5,1.5,0.375,PP,2,2,2,2,20,0.0,12.166249993834251,12.149999938342512,0.40244802039864425,30.009110701084136,30.01981980005608,0.01063520424067974,228919.15,25.65,247.0,0.5883333333333333,0,0
40,1.5,1.5,1.5,0.375,PP,2,2,4,4,20,0.8,12.08625,12.075,0.05865648786699869,13.897932171821594,13.905841101213088,0.007829363411292433,220195.2,19.65,144.75,0.75875,0,0
40,1.5,1.5,1.5,0.375,PP,2,2,6,6,20,0.9,12.091249999999999,12.075,0.03242574216449869,8.448216950893402,8.455665465145284,0.007375969178974628,122490.5,18.4,126.45,0.78925,0,0
40,1.5,1.5,1.5,0.375,PP,2,2,8,8,20,0.9,12.071249999285715,12.075,0.03026384755303573,8.209650707244872,8.217031682870767,0.007310498459264636,123349.0,18.15,123.25,0.7945833333333333,0,0
40,1.5,1.5,1.5,0.375,PP,4,4,2,2,20,0.05,12.372499999999999,12.7375,0.3043271739775797,29.51226155757904,29.52108929217286,0.00875761271454394,344440.1,22.65,192.7,0.6788333333333333,0,0
40,1.5,1.5,1.5,0.375,PP,4,4,4,4,20,1.0,12.684999999999999,12.8125,0.0,1.0712077379226685,1.0778333082856455,0.006546570174396038,27195.45,14.75,81.6,0.8640000000000001,0,0
40,1.5,1.5,1.5,0.375,PP,4,4,6,6,20,1.0,12.834999999999999,12.875,0.0,0.23121874332427977,0.23735629954557877,0.006067842291668057,8150.45,12.4,57.25,0.9045833333333334,0,0
40,1.5,1.5,1.5,0.375,PP,4,4,8,8,20,1.0,12.904999868838477,12.875,0.0,0.12243247032165527,0.12844937069772855,0.005948460754007101,4062.05,11.5,49.05,0.9182499999999999,0,0
40,1.5,1.5,1.5,0.375,PP,6,6,2,2,20,0.15,12.522499999999999,12.3875,0.2628593575224345,28.422391748428346,28.43055561327313,0.00809539300389588,403703.0,21.4,171.95,0.7134166666666666,0,0
40,1.5,1.5,1.5,0.375,PP,6,6,4,4,20,1.0,13.01875,12.8125,1.084078469153055e-14,0.30975449085235596,0.31624766262470455,0.006414272775873542,10328.0,13.05,63.95,0.8934166666666666,0,0
40,1.5,1.5,1.5,0.375,PP,6,6,6,6,20,1.0,13.616249999999999,13.1625,0.0,0.06881098747253418,0.07430118390177706,0.005421008029952645,1584.9,9.8,35.8,0.9403333333333332,0,0
40,1.5,1.5,1.5,0.375,PP,6,6,8,8,20,1.0,13.642500000000002,13.25,1.4520748743259367e-14,0.04225560426712036,0.04779363110536716,0.005469290167093277,684.8,9.05,30.7,0.9488333333333333,0,0
40,1.5,1.5,1.5,0.375,PP,8,8,2,2,20,0.2,12.546249999999999,12.3875,0.2282720691237175,28.272784900665282,28.280897009648804,0.008042272739112377,400976.0,20.6,159.1,0.7348333333333332,0,0
40,1.5,1.5,1.5,0.375,PP,8,8,4,4,20,1.0,13.16125,13.0,0.0,0.20297491550445557,0.2092385312689166,0.006185100181028247,6680.05,12.4,57.65,0.9039166666666667,0,0
40,1.5,1.5,1.5,0.375,PP,8,8,6,6,20,1.0,14.028749999999999,13.4625,0.0,0.06256122589111328,0.06816175507328817,0.00553056881763041,998.3,9.0,30.3,0.9494999999999999,0,0
40,1.5,1.5,1.5,0.375,PP,8,8,8,8,20,1.0,14.24625,13.7875,0.0,0.030563700199127197,0.03588504915619903,0.005253991484642029,320.5,8.4,26.45,0.9559166666666666,0,0
40,2.5,2.5,2.5,0.625,CHP,2,2,NA,NA,20,1.0,15.6875,15.75,0.0,0.08932416439056397,0.09522248470816266,0.005816603638231754,1920.25,10.05,37.55,0.9374166666666668,0,0
40,2.5,2.5,2.5,0.625,CHP,4,4,NA,NA,20,1.0,16.048750000000002,16.125,0.0,0.010339319705963135,0.015637030730963015,0.005229427758604288,46.2,5.6,11.6,0.9806666666666667,0,0
40,2.5,2.5,2.5,0.625,CHP,6,6,NA,NA,20,1.0,16.28,16.387500000000003,0.0,0.004146945476531982,0.009266689855143881,0.005053497804328799,1.0,4.45,7.35,0.9877499999999999,0,0
40,2.5,2.5,2.5,0.625,CHP,8,8,NA,NA,20,1.0,16.53875,16.6625,0.0,0.003913187980651855,0.009377838670156933,0.0053935755975544454,1.0,4.2,6.6,0.9890000000000001,0,0
40,2.5,2.5,2.5,0.625,NP,NA,NA,1,1,20,0.0,16.1675,16.05,0.6559552518250703,30.023662972450257,30.04326511152604,0.019515815703198314,52001.7,40.0,600.0,0.0,0,0
40,2.5,2.5,2.5,0.625,PP,2,2,2,2,20,0.0,15.7875,15.912500000000001,0.30890801318384037,30.011214637756346,30.02114672233708,0.009849227499216795,242026.55,22.55,190.55,0.6824166666666666,0,0
40,2.5,2.5,2.5,0.625,PP,2,2,4,4,20,1.0,15.6875,15.75,1.4804926718079102e-06,0.8778447866439819,0.8853143426294585,0.007385465456172824,22247.7,14.65,80.45,0.8659166666666666,0,0
40,2.5,2.5,2.5,0.625,PP,2,2,6,6,20,1.0,15.687499292255424,15.75,0.0,0.2224510431289673,0.22872219083267925,0.006194488098844886,5880.4,11.8,52.5,0.9125,0,0
40,2.5,2.5,2.5,0.625,PP,2,2,8,8,20,1.0,15.6875,15.75,0.0,0.14083244800567626,0.14680210532410207,0.005895115761086344,3088.35,10.9,44.25,0.9262499999999999,0,0
40,2.5,2.5,2.5,0.625,PP,4,4,2,2,20,0.1,15.747499999999999,15.912500000000001,0.23024573563778156,29.042287933826447,29.050760229776564,0.008397670555859804,324812.95,20.95,164.4,0.726,0,0
40,2.5,2.5,2.5,0.625,PP,4,4,4,4,20,1.0,15.747499999999999,15.925,0.0,0.2635567903518677,0.2699230934039337,0.006278939452022314,7891.05,12.65,59.95,0.9000833333333335,0,0
40,2.5,2.5,2.5,0.625,PP,4,4,6,6,20,1.0,15.99625,16.025,0.0,0.06420180797576905,0.07007870957679915,0.005800288030877709,1126.05,9.15,31.25,0.9479166666666666,0,0
40,2.5,2.5,2.5,0.625,PP,4,4,8,8,20,1.0,15.971250000000001,16.125,8.295372421102856e-15,0.03742424249649048,0.04325594521930971,0.005757362255826593,451.65,8.5,27.0,0.9549999999999998,0,0
40,2.5,2.5,2.5,0.625,PP,6,6,2,2,20,0.15,15.747499999999999,15.912500000000001,0.2045593629939761,29.01013925075531,29.01858003098774,0.008363183960318566,368710.9,20.3,154.5,0.7424999999999999,0,0
40,2.5,2.5,2.5,0.625,PP,6,6,4,4,20,1.0,15.757499999999999,15.925,0.0,0.19961674213409425,0.2062493657607257,0.0065452260430902244,5609.6,12.15,55.35,0.9077500000000001,0,0
40,2.5,2.5,2.5,0.625,PP,6,6,6,6,20,1.0,16.06625,16.2375,0.0,0.04753134250640869,0.05345848058075166,0.005846899515017867,682.95,8.35,26.1,0.9564999999999999,0,0
40,2.5,2.5,2.5,0.625,PP,6,6,8,8,20,1.0,16.06625,16.387500000000003,8.295372421102856e-15,0.029116594791412355,0.03514583380409529,0.005949644511565566,280.4,8.1,24.6,0.959,0,0
40,2.5,2.5,2.5,0.625,PP,8,8,2,2,20,0.15,15.767500000000002,15.912500000000001,0.19054636671900121,29.16288013458252,29.171604890942767,0.008648401638492943,381153.8,20.1,151.5,0.7474999999999999,0,0
40,2.5,2.5,2.5,0.625,PP,8,8,4,4,20,1.0,15.767500000000002,15.925,0.0,0.17513045072555541,0.1813055720564879,0.0060953589156270025,4675.15,12.05,54.45,0.9092500000000001,0,0
40,2.5,2.5,2.5,0.625,PP,8,8,6,6,20,1.0,16.201249999999998,16.4375,0.0,0.03986591100692749,0.045507610903301236,0.005568269407376647,596.1,8.15,24.9,0.9584999999999999,0,0
40,2.5,2.5,2.5,0.625,PP,8,8,8,8,20,1.0,16.2475,16.5375,8.295372421102856e-15,0.028086543083190918,0.0337225831335583,0.005561691196635366,283.15,8.05,24.3,0.9594999999999999,0,0
