N,L,demand_pattern,arrival_mode,target_dimension_reduction,method_family,cases,mean_end_to_end_seconds,ci95_end_to_end_seconds,mean_partition_time_seconds,ci95_partition_time_seconds,mean_model_construction_seconds,ci95_model_construction_seconds,mean_downstream_optimization_seconds,ci95_downstream_optimization_seconds,mean_actual_average_gap,ci95_actual_average_gap,mean_indexed_bound,ci95_indexed_bound,mean_ordering_variables,ci95_ordering_variables,mean_nodes,ci95_nodes,statuses,all_actual_gaps_within_bound
30,3,balanced,uniform,0.9,proposed_bound_aware,1,0.05396030284464359,0.0,0.04885431006550789,0.0,0.0019979681819677353,0.0,0.0031080245971679688,0.0,5.266666666666667,0.0,55.233333333333334,0.0,27.0,0.0,1.0,0.0,"{""OPTIMAL"": 1}",True
30,3,balanced,uniform,0.9,threshold_closest_dimension,1,0.003077997826039791,0.0,0.0,0.0,0.0018940111622214317,0.0,0.0011839866638183594,0.0,4.766666666666667,0.0,58.9,0.0,27.0,0.0,1.0,0.0,"{""OPTIMAL"": 1}",True
40,3,balanced,uniform,0.25,fixed_size_closest_dimension,1,0.23729014676064253,0.0,0.0,0.0,0.011757138185203075,0.0,0.22553300857543945,0.0,0.0,0.0,0.0,0.0,533.0,0.0,688.0,0.0,"{""OPTIMAL"": 1}",True
40,3,balanced,uniform,0.25,proposed_bound_aware,1,0.06254005897790194,0.0,0.011843618005514145,0.0,0.008131572045385838,0.0,0.04256486892700195,0.0,0.0,0.0,0.0,0.0,340.0,0.0,6.0,0.0,"{""OPTIMAL"": 1}",True
40,3,balanced,uniform,0.25,threshold_closest_dimension,1,0.07777329254895449,0.0,0.0,0.0,0.010574300773441792,0.0,0.0671989917755127,0.0,0.0,0.0,0.0,0.0,456.0,0.0,25.0,0.0,"{""OPTIMAL"": 1}",True
40,3,balanced,uniform,0.5,fixed_size_closest_dimension,1,0.008686451241374016,0.0,0.0,0.0,0.004473356530070305,0.0,0.004213094711303711,0.0,2.3499999999999996,0.0,88.25,0.0,147.0,0.0,1.0,0.0,"{""OPTIMAL"": 1}",True
40,3,balanced,uniform,0.5,proposed_bound_aware,1,0.04766954015940428,0.0,0.015815166756510735,0.0,0.0072123827412724495,0.0,0.024641990661621094,0.0,0.09999999999999987,0.0,3.325,0.0,257.0,0.0,21.0,0.0,"{""OPTIMAL"": 1}",True
40,3,balanced,uniform,0.5,threshold_closest_dimension,1,0.02903734613209963,0.0,0.0,0.0,0.006342520006000996,0.0,0.022694826126098633,0.0,0.09999999999999987,0.0,3.325,0.0,257.0,0.0,21.0,0.0,"{""OPTIMAL"": 1}",True
40,3,balanced,uniform,0.75,fixed_size_closest_dimension,1,0.008234640583395958,0.0,0.0,0.0,0.004193684086203575,0.0,0.004040956497192383,0.0,2.3499999999999996,0.0,88.25,0.0,147.0,0.0,1.0,0.0,"{""OPTIMAL"": 1}",True
40,3,balanced,uniform,0.75,proposed_bound_aware,1,0.039694095961749554,0.0,0.024250557646155357,0.0,0.004357551224529743,0.0,0.011085987091064453,0.0,0.925,0.0,20.775,0.0,133.0,0.0,1.0,0.0,"{""OPTIMAL"": 1}",True
40,3,balanced,uniform,0.75,threshold_closest_dimension,1,0.0063595958054065704,0.0,0.0,0.0,0.0034125037491321564,0.0,0.002947092056274414,0.0,1.2249999999999999,0.0,27.575,0.0,107.0,0.0,1.0,0.0,"{""OPTIMAL"": 1}",True
40,3,balanced,uniform,0.9,fixed_size_closest_dimension,1,0.01912009436637163,0.0,0.0,0.0,0.0024200649932026863,0.0,0.016700029373168945,0.0,8.075,0.0,126.95,0.0,48.0,0.0,13.0,0.0,"{""OPTIMAL"": 1}",True
40,3,balanced,uniform,0.9,proposed_bound_aware,1,0.15993216540664434,0.0,0.15654484555125237,0.0,0.0025673983618617058,0.0,0.0008199214935302734,0.0,3.95,0.0,80.65,0.0,48.0,0.0,1.0,0.0,"{""OPTIMAL"": 1}",True
40,3,balanced,uniform,0.9,threshold_closest_dimension,1,0.005585211329162121,0.0,0.0,0.0,0.0026362119242548943,0.0,0.0029489994049072266,0.0,4.8,0.0,89.4,0.0,56.0,0.0,1.0,0.0,"{""OPTIMAL"": 1}",True
60,3,balanced,uniform,0.25,fixed_size_closest_dimension,1,0.02536919806152582,0.0,0.0,0.0,0.02536919806152582,0.0,0.0,0.0,,,0.0,0.0,1200.0,0.0,0.0,0.0,"{""GUROBI_ERROR_10010"": 1}",True
60,3,balanced,uniform,0.25,proposed_bound_aware,1,0.042088670656085014,0.0,0.016661645844578743,0.0,0.02542702481150627,0.0,0.0,0.0,,,0.0,0.0,1200.0,0.0,0.0,0.0,"{""GUROBI_ERROR_10010"": 1}",True
60,3,balanced,uniform,0.25,threshold_closest_dimension,1,0.022707668133080006,0.0,0.0,0.0,0.022707668133080006,0.0,0.0,0.0,,,0.0,0.0,971.0,0.0,0.0,0.0,"{""GUROBI_ERROR_10010"": 1}",True
60,3,balanced,uniform,0.5,fixed_size_closest_dimension,1,0.03291982784867287,0.0,0.0,0.0,0.007370892912149429,0.0,0.025548934936523438,0.0,,,134.41666666666666,0.0,300.0,0.0,1.0,0.0,"{""OPTIMAL"": 1}",True
60,3,balanced,uniform,0.5,proposed_bound_aware,1,0.04246760345995426,0.0,0.01670562196522951,0.0,0.025760789401829243,0.0,1.1920928955078125e-06,0.0,,,0.0,0.0,1200.0,0.0,0.0,0.0,"{""GUROBI_ERROR_10010"": 1}",True
60,3,balanced,uniform,0.5,threshold_closest_dimension,1,0.12954185716807842,0.0,0.0,0.0,0.014959795400500298,0.0,0.11458206176757812,0.0,,,0.0,0.0,674.0,0.0,135.0,0.0,"{""OPTIMAL"": 1}",True
60,3,balanced,uniform,0.75,fixed_size_closest_dimension,1,0.0333997905254364,0.0,0.0,0.0,0.0073458850383758545,0.0,0.026053905487060547,0.0,,,134.41666666666666,0.0,300.0,0.0,1.0,0.0,"{""OPTIMAL"": 1}",True
60,3,balanced,uniform,0.75,proposed_bound_aware,1,0.04190394189208746,0.0,0.01677633821964264,0.0,0.02512760367244482,0.0,0.0,0.0,,,0.0,0.0,1200.0,0.0,0.0,0.0,"{""GUROBI_ERROR_10010"": 1}",True
60,3,balanced,uniform,0.75,threshold_closest_dimension,1,0.020587480627000332,0.0,0.0,0.0,0.007743394933640957,0.0,0.012844085693359375,0.0,,,19.933333333333334,0.0,320.0,0.0,1.0,0.0,"{""OPTIMAL"": 1}",True
60,3,balanced,uniform,0.9,fixed_size_closest_dimension,1,0.02239567693322897,0.0,0.0,0.0,0.00429875310510397,0.0,0.018096923828125,0.0,,,163.26666666666668,0.0,147.0,0.0,1.0,0.0,"{""OPTIMAL"": 1}",True
60,3,balanced,uniform,0.9,proposed_bound_aware,1,0.041765996254980564,0.0,0.016581324860453606,0.0,0.025183717720210552,0.0,9.5367431640625e-07,0.0,,,0.0,0.0,1200.0,0.0,0.0,0.0,"{""GUROBI_ERROR_10010"": 1}",True
60,3,balanced,uniform,0.9,threshold_closest_dimension,1,0.007647027261555195,0.0,0.0,0.0,0.0037710564211010933,0.0,0.0038759708404541016,0.0,,,119.65,0.0,120.0,0.0,1.0,0.0,"{""OPTIMAL"": 1}",True
