instance_id,seed,replication,N,L,counts,releases,lambda,arrival_rate,total_arrival_rate,per_approach_arrival_rate,h_F,h_S,method,run_role,threshold,delta,max_platoon_size,Pmax,partition,number_of_platoons,ordering_variable_count,vehicle_level_ordering_variable_count,dimension_reduction_ratio,formation_time_ms,formation_repetitions,partition_specific_upper_bound,scaled_partition_specific_upper_bound,rule_level_upper_bound,scaled_rule_level_upper_bound,time_limit_s,threads,status,objective,objective_total_delay,best_bound,terminal_mip_gap,solve_time_s,model_construction_time_s,end_to_end_time_s,node_count,time_to_first_feasible_s,sol_count,np_status,np_objective,np_terminal_mip_gap,np_solve_time_s,np_optimal_objective,np_optimal_source,matching_chp_objective,pp_optimal_objective,actual_optimality_gap,bound_check_available,bound_slack,bound_valid,delay_order_check_available,np_pp_chp_delay_order_holds
N20_lambda0p5_rep008_seed4409157220798332944,4409157220798332944,8,20,4,"[5, 5, 5, 5]","[[2, 13, 44, 55, 70], [9, 10, 14, 14, 34], [8, 16, 18, 23, 28], [18, 24, 26, 39, 39]]",0.5,0.5,0.5,0.125,1,3,PP,uniform_600s,8,8,2,2,"[[1, 1, 1, 1, 1], [2, 2, 1], [2, 2, 1], [2, 1, 2]]",14,72,150,0.52,0.0029545,20,14.2,284,64.5,1290,600.0,12,OPTIMAL,2.15,43.0,43.0,0.0,0.010760068893432617,0.008056547492742538,0.018897833647410392,1.0,0.0002288818359375,3,OPTIMAL,1.8,0.0,0.08315896987915039,1.8,uniform_600s,3.1,2.15,0.34999999999999987,True,64.15,True,True,True
N20_lambda0p5_rep008_seed4409157220798332944,4409157220798332944,8,20,4,"[5, 5, 5, 5]","[[2, 13, 44, 55, 70], [9, 10, 14, 14, 34], [8, 16, 18, 23, 28], [18, 24, 26, 39, 39]]",0.5,0.5,0.5,0.125,1,3,PP,uniform_600s,8,8,4,4,"[[1, 1, 1, 1, 1], [4, 1], [4, 1], [3, 2]]",11,42,150,0.72,0.0023635,20,18.1,362,96.75,1935,600.0,12,OPTIMAL,2.65,53.0,53.0,0.0,0.003668069839477539,0.005814347416162491,0.009548691836000442,1.0,0.00016808509826660156,2,OPTIMAL,1.8,0.0,0.08315896987915039,1.8,uniform_600s,3.1,2.65,0.8499999999999999,True,95.9,True,True,True
N20_lambda0p5_rep008_seed4409157220798332944,4409157220798332944,8,20,4,"[5, 5, 5, 5]","[[2, 13, 44, 55, 70], [9, 10, 14, 14, 34], [8, 16, 18, 23, 28], [18, 24, 26, 39, 39]]",0.5,0.5,0.5,0.125,1,3,PP,uniform_600s,8,8,6,6,"[[1, 1, 1, 1, 1], [4, 1], [5], [3, 2]]",10,33,150,0.78,0.0023585,20,21.1,422,103.2,2064,600.0,12,OPTIMAL,3.1,62.0,62.0,0.0,0.001956939697265625,0.004658942110836506,0.006673602778550148,1.0,0.00013208389282226562,2,OPTIMAL,1.8,0.0,0.08315896987915039,1.8,uniform_600s,3.1,3.1,1.3,True,101.9,True,True,True
N20_lambda0p5_rep008_seed4409157220798332944,4409157220798332944,8,20,4,"[5, 5, 5, 5]","[[2, 13, 44, 55, 70], [9, 10, 14, 14, 34], [8, 16, 18, 23, 28], [18, 24, 26, 39, 39]]",0.5,0.5,0.5,0.125,1,3,PP,uniform_600s,8,8,8,8,"[[1, 1, 1, 1, 1], [4, 1], [5], [3, 2]]",10,33,150,0.78,0.002328,20,21.1,422,109.65,2193,600.0,12,OPTIMAL,3.1,62.0,62.0,0.0,0.0023260116577148438,0.0046803150326013565,0.007059043898215771,1.0,0.00013303756713867188,2,OPTIMAL,1.8,0.0,0.08315896987915039,1.8,uniform_600s,3.1,3.1,1.3,True,108.35000000000001,True,True,True
N20_lambda0p5_rep009_seed4061156344585402477,4061156344585402477,9,20,4,"[5, 5, 5, 5]","[[6, 14, 23, 33, 49], [6, 18, 25, 27, 34], [13, 34, 42, 50, 50], [0, 6, 19, 26, 40]]",0.5,0.5,0.5,0.125,1,3,PP,uniform_600s,2,2,2,2,"[[1, 1, 1, 1, 1], [1, 1, 2, 1], [1, 1, 1, 2], [1, 1, 1, 1, 1]]",18,121,150,0.19333333333333336,0.001823,20,0.65,13,7.5,150,600.0,12,OPTIMAL,2.5,50.0,50.0,0.0,0.09742617607116699,0.006609230302274227,0.10410839825062561,1782.0,0.0014040470123291016,8,OPTIMAL,2.5,0.0,0.17102789878845215,2.5,uniform_600s,2.5,2.5,0.0,True,7.5,True,True,True
N20_lambda0p5_rep009_seed4061156344585402477,4061156344585402477,9,20,4,"[5, 5, 5, 5]","[[6, 14, 23, 33, 49], [6, 18, 25, 27, 34], [13, 34, 42, 50, 50], [0, 6, 19, 26, 40]]",0.5,0.5,0.5,0.125,1,3,PP,uniform_600s,2,2,4,4,"[[1, 1, 1, 1, 1], [1, 1, 2, 1], [1, 1, 1, 2], [1, 1, 1, 1, 1]]",18,121,150,0.19333333333333336,0.001773,20,0.65,13,11.25,225,600.0,12,OPTIMAL,2.5,50.0,50.0,0.0,0.10289216041564941,0.0065517732873559,0.1095072484987359,1782.0,0.0013849735260009766,8,OPTIMAL,2.5,0.0,0.17102789878845215,2.5,uniform_600s,2.5,2.5,0.0,True,11.25,True,True,True
N20_lambda0p5_rep009_seed4061156344585402477,4061156344585402477,9,20,4,"[5, 5, 5, 5]","[[6, 14, 23, 33, 49], [6, 18, 25, 27, 34], [13, 34, 42, 50, 50], [0, 6, 19, 26, 40]]",0.5,0.5,0.5,0.125,1,3,PP,uniform_600s,2,2,6,6,"[[1, 1, 1, 1, 1], [1, 1, 2, 1], [1, 1, 1, 2], [1, 1, 1, 1, 1]]",18,121,150,0.19333333333333336,0.002449,20,0.65,13,12.0,240,600.0,12,OPTIMAL,2.5,50.0,50.0,0.0,0.11964297294616699,0.009455721825361252,0.12919726464313172,1782.0,0.002103090286254883,8,OPTIMAL,2.5,0.0,0.17102789878845215,2.5,uniform_600s,2.5,2.5,0.0,True,12.0,True,True,True
N20_lambda0p5_rep009_seed4061156344585402477,4061156344585402477,9,20,4,"[5, 5, 5, 5]","[[6, 14, 23, 33, 49], [6, 18, 25, 27, 34], [13, 34, 42, 50, 50], [0, 6, 19, 26, 40]]",0.5,0.5,0.5,0.125,1,3,PP,uniform_600s,2,2,8,8,"[[1, 1, 1, 1, 1], [1, 1, 2, 1], [1, 1, 1, 2], [1, 1, 1, 1, 1]]",18,121,150,0.19333333333333336,0.001833,20,0.65,13,12.75,255,600.0,12,OPTIMAL,2.5,50.0,50.0,0.0,0.11918091773986816,0.006579594686627388,0.12583078180324603,1782.0,0.0014538764953613281,8,OPTIMAL,2.5,0.0,0.17102789878845215,2.5,uniform_600s,2.5,2.5,0.0,True,12.75,True,True,True
N20_lambda0p5_rep009_seed4061156344585402477,4061156344585402477,9,20,4,"[5, 5, 5, 5]","[[6, 14, 23, 33, 49], [6, 18, 25, 27, 34], [13, 34, 42, 50, 50], [0, 6, 19, 26, 40]]",0.5,0.5,0.5,0.125,1,3,PP,uniform_600s,4,4,2,2,"[[1, 1, 1, 1, 1], [1, 1, 2, 1], [1, 1, 1, 2], [1, 1, 1, 1, 1]]",18,121,150,0.19333333333333336,0.0029395,20,0.65,13,26.5,530,600.0,12,OPTIMAL,2.5,50.0,50.0,0.0,0.11475110054016113,0.007166451774537563,0.12198163779833507,1782.0,0.0014560222625732422,8,OPTIMAL,2.5,0.0,0.17102789878845215,2.5,uniform_600s,2.5,2.5,0.0,True,26.5,True,True,True
N20_lambda0p5_rep009_seed4061156344585402477,4061156344585402477,9,20,4,"[5, 5, 5, 5]","[[6, 14, 23, 33, 49], [6, 18, 25, 27, 34], [13, 34, 42, 50, 50], [0, 6, 19, 26, 40]]",0.5,0.5,0.5,0.125,1,3,PP,uniform_600s,4,4,4,4,"[[1, 1, 1, 1, 1], [1, 1, 2, 1], [1, 1, 1, 2], [1, 1, 1, 1, 1]]",18,121,150,0.19333333333333336,0.0043715,20,0.65,13,39.75,795,600.0,12,OPTIMAL,2.5,50.0,50.0,0.0,0.10428285598754883,0.006583872251212597,0.1109320371061411,1782.0,0.001399993896484375,8,OPTIMAL,2.5,0.0,0.17102789878845215,2.5,uniform_600s,2.5,2.5,0.0,True,39.75,True,True,True
N20_lambda0p5_rep009_seed4061156344585402477,4061156344585402477,9,20,4,"[5, 5, 5, 5]","[[6, 14, 23, 33, 49], [6, 18, 25, 27, 34], [13, 34, 42, 50, 50], [0, 6, 19, 26, 40]]",0.5,0.5,0.5,0.125,1,3,PP,uniform_600s,4,4,6,6,"[[1, 1, 1, 1, 1], [1, 1, 2, 1], [1, 1, 1, 2], [1, 1, 1, 1, 1]]",18,121,150,0.19333333333333336,0.001733,20,0.65,13,42.4,848,600.0,12,OPTIMAL,2.5,50.0,50.0,0.0,0.11418581008911133,0.006691302172839642,0.12094726953150797,1782.0,0.0014028549194335938,8,OPTIMAL,2.5,0.0,0.17102789878845215,2.5,uniform_600s,2.5,2.5,0.0,True,42.4,True,True,True
N20_lambda0p5_rep009_seed4061156344585402477,4061156344585402477,9,20,4,"[5, 5, 5, 5]","[[6, 14, 23, 33, 49], [6, 18, 25, 27, 34], [13, 34, 42, 50, 50], [0, 6, 19, 26, 40]]",0.5,0.5,0.5,0.125,1,3,PP,uniform_600s,4,4,8,8,"[[1, 1, 1, 1, 1], [1, 1, 2, 1], [1, 1, 1, 2], [1, 1, 1, 1, 1]]",18,121,150,0.19333333333333336,0.0025485,20,0.65,13,45.05,901,600.0,12,OPTIMAL,2.5,50.0,50.0,0.0,0.11720800399780273,0.00952824205160141,0.12682221404373503,1782.0,0.0022079944610595703,8,OPTIMAL,2.5,0.0,0.17102789878845215,2.5,uniform_600s,2.5,2.5,0.0,True,45.05,True,True,True
N20_lambda0p5_rep009_seed4061156344585402477,4061156344585402477,9,20,4,"[5, 5, 5, 5]","[[6, 14, 23, 33, 49], [6, 18, 25, 27, 34], [13, 34, 42, 50, 50], [0, 6, 19, 26, 40]]",0.5,0.5,0.5,0.125,1,3,PP,uniform_600s,6,6,2,2,"[[1, 1, 1, 1, 1], [1, 1, 2, 1], [1, 1, 1, 2], [2, 1, 1, 1]]",17,108,150,0.28,0.0025485,20,5.2,104,45.5,910,600.0,12,OPTIMAL,2.5,50.0,50.0,0.0,0.12896203994750977,0.00867068488150835,0.13774516473620987,386.0,0.000308990478515625,9,OPTIMAL,2.5,0.0,0.17102789878845215,2.5,uniform_600s,2.5,2.5,0.0,True,45.5,True,True,True
N20_lambda0p5_rep009_seed4061156344585402477,4061156344585402477,9,20,4,"[5, 5, 5, 5]","[[6, 14, 23, 33, 49], [6, 18, 25, 27, 34], [13, 34, 42, 50, 50], [0, 6, 19, 26, 40]]",0.5,0.5,0.5,0.125,1,3,PP,uniform_600s,6,6,4,4,"[[1, 1, 1, 1, 1], [1, 1, 2, 1], [1, 1, 1, 2], [2, 1, 1, 1]]",17,108,150,0.28,0.002369,20,5.2,104,68.25,1365,600.0,12,OPTIMAL,2.5,50.0,50.0,0.0,0.12616300582885742,0.010046315379440784,0.13633300987480307,386.0,0.00032711029052734375,9,OPTIMAL,2.5,0.0,0.17102789878845215,2.5,uniform_600s,2.5,2.5,0.0,True,68.25,True,True,True
N20_lambda0p5_rep009_seed4061156344585402477,4061156344585402477,9,20,4,"[5, 5, 5, 5]","[[6, 14, 23, 33, 49], [6, 18, 25, 27, 34], [13, 34, 42, 50, 50], [0, 6, 19, 26, 40]]",0.5,0.5,0.5,0.125,1,3,PP,uniform_600s,6,6,6,6,"[[1, 1, 1, 1, 1], [1, 1, 2, 1], [1, 1, 1, 2], [2, 1, 1, 1]]",17,108,150,0.28,0.001832,20,5.2,104,72.8,1456,600.0,12,OPTIMAL,2.5,50.0,50.0,0.0,0.10757780075073242,0.00670379213988781,0.11435993210880231,386.0,0.0002148151397705078,9,OPTIMAL,2.5,0.0,0.17102789878845215,2.5,uniform_600s,2.5,2.5,0.0,True,72.8,True,True,True
N20_lambda0p5_rep009_seed4061156344585402477,4061156344585402477,9,20,4,"[5, 5, 5, 5]","[[6, 14, 23, 33, 49], [6, 18, 25, 27, 34], [13, 34, 42, 50, 50], [0, 6, 19, 26, 40]]",0.5,0.5,0.5,0.125,1,3,PP,uniform_600s,6,6,8,8,"[[1, 1, 1, 1, 1], [1, 1, 2, 1], [1, 1, 1, 2], [2, 1, 1, 1]]",17,108,150,0.28,0.0019075,20,5.2,104,77.35,1547,600.0,12,OPTIMAL,2.5,50.0,50.0,0.0,0.11272192001342773,0.006809092126786709,0.11961057331648588,386.0,0.00021600723266601562,9,OPTIMAL,2.5,0.0,0.17102789878845215,2.5,uniform_600s,2.5,2.5,0.0,True,77.35,True,True,True
N20_lambda0p5_rep009_seed4061156344585402477,4061156344585402477,9,20,4,"[5, 5, 5, 5]","[[6, 14, 23, 33, 49], [6, 18, 25, 27, 34], [13, 34, 42, 50, 50], [0, 6, 19, 26, 40]]",0.5,0.5,0.5,0.125,1,3,PP,uniform_600s,8,8,2,2,"[[2, 1, 1, 1], [1, 2, 2], [1, 2, 2], [2, 2, 1]]",13,63,150,0.5800000000000001,0.001798,20,31.8,636,64.5,1290,600.0,12,OPTIMAL,3.2,64.0,64.0,0.0,0.017509937286376953,0.0052132802084088326,0.022787198040447713,1.0,0.00014781951904296875,3,OPTIMAL,2.5,0.0,0.17102789878845215,2.5,uniform_600s,3.25,3.2,0.7000000000000002,True,63.8,True,True,True
N20_lambda0p5_rep009_seed4061156344585402477,4061156344585402477,9,20,4,"[5, 5, 5, 5]","[[6, 14, 23, 33, 49], [6, 18, 25, 27, 34], [13, 34, 42, 50, 50], [0, 6, 19, 26, 40]]",0.5,0.5,0.5,0.125,1,3,PP,uniform_600s,8,8,4,4,"[[2, 1, 1, 1], [1, 4], [1, 4], [2, 2, 1]]",11,44,150,0.7066666666666667,0.002904,20,38.2,764,96.75,1935,600.0,12,OPTIMAL,3.25,65.0,65.0,0.0,0.005137920379638672,0.006599745713174343,0.011805573614553451,1.0,0.0001609325408935547,4,OPTIMAL,2.5,0.0,0.17102789878845215,2.5,uniform_600s,3.25,3.25,0.75,True,96.0,True,True,True
N20_lambda0p5_rep009_seed4061156344585402477,4061156344585402477,9,20,4,"[5, 5, 5, 5]","[[6, 14, 23, 33, 49], [6, 18, 25, 27, 34], [13, 34, 42, 50, 50], [0, 6, 19, 26, 40]]",0.5,0.5,0.5,0.125,1,3,PP,uniform_600s,8,8,6,6,"[[2, 1, 1, 1], [1, 4], [1, 4], [2, 2, 1]]",11,44,150,0.7066666666666667,0.001718,20,38.2,764,103.2,2064,600.0,12,OPTIMAL,3.25,65.0,65.0,0.0,0.006378173828125,0.0043627433478832245,0.010865147866731166,1.0,0.0003681182861328125,4,OPTIMAL,2.5,0.0,0.17102789878845215,2.5,uniform_600s,3.25,3.25,0.75,True,102.45,True,True,True
N20_lambda0p5_rep009_seed4061156344585402477,4061156344585402477,9,20,4,"[5, 5, 5, 5]","[[6, 14, 23, 33, 49], [6, 18, 25, 27, 34], [13, 34, 42, 50, 50], [0, 6, 19, 26, 40]]",0.5,0.5,0.5,0.125,1,3,PP,uniform_600s,8,8,8,8,"[[2, 1, 1, 1], [1, 4], [1, 4], [2, 2, 1]]",11,44,150,0.7066666666666667,0.0024735,20,38.2,764,109.65,2193,600.0,12,OPTIMAL,3.25,65.0,65.0,0.0,0.005173921585083008,0.005049753002822399,0.010279567819462777,1.0,0.00015592575073242188,4,OPTIMAL,2.5,0.0,0.17102789878845215,2.5,uniform_600s,3.25,3.25,0.75,True,108.9,True,True,True
N20_lambda1_rep000_seed15464601493164438671,15464601493164438671,0,20,4,"[5, 5, 5, 5]","[[5, 12, 22, 28, 39], [8, 12, 12, 13, 16], [8, 19, 22, 25, 29], [0, 9, 16, 18, 19]]",1.0,1.0,1.0,0.25,1,3,PP,uniform_600s,2,2,2,2,"[[1, 1, 1, 1, 1], [1, 2, 1, 1], [1, 1, 1, 1, 1], [1, 1, 2, 1]]",18,121,150,0.19333333333333336,0.0031,20,0.65,13,7.5,150,600.0,12,OPTIMAL,3.6,72.0,72.0,0.0,0.18799495697021484,0.010588083416223526,0.19868212994155884,3129.0,0.002010822296142578,5,OPTIMAL,3.6,0.0,0.46469807624816895,3.6,uniform_600s,3.6,3.6,0.0,True,7.5,True,True,True
N20_lambda1_rep000_seed15464601493164438671,15464601493164438671,0,20,4,"[5, 5, 5, 5]","[[5, 12, 22, 28, 39], [8, 12, 12, 13, 16], [8, 19, 22, 25, 29], [0, 9, 16, 18, 19]]",1.0,1.0,1.0,0.25,1,3,PP,uniform_600s,2,2,4,4,"[[1, 1, 1, 1, 1], [1, 3, 1], [1, 1, 1, 1, 1], [1, 1, 3]]",16,94,150,0.3733333333333333,0.0027645,20,0.65,13,11.25,225,600.0,12,OPTIMAL,3.6,72.0,72.0,0.0,0.09594583511352539,0.006624363362789154,0.10263677440515948,586.0,0.0014848709106445312,4,OPTIMAL,3.6,0.0,0.46469807624816895,3.6,uniform_600s,3.6,3.6,0.0,True,11.25,True,True,True
N20_lambda1_rep000_seed15464601493164438671,15464601493164438671,0,20,4,"[5, 5, 5, 5]","[[5, 12, 22, 28, 39], [8, 12, 12, 13, 16], [8, 19, 22, 25, 29], [0, 9, 16, 18, 19]]",1.0,1.0,1.0,0.25,1,3,PP,uniform_600s,2,2,6,6,"[[1, 1, 1, 1, 1], [1, 3, 1], [1, 1, 1, 1, 1], [1, 1, 3]]",16,94,150,0.3733333333333333,0.004687,20,0.65,13,12.0,240,600.0,12,OPTIMAL,3.6,72.0,72.0,0.0,0.09168291091918945,0.006618764251470566,0.09838260396190834,586.0,0.0012738704681396484,4,OPTIMAL,3.6,0.0,0.46469807624816895,3.6,uniform_600s,3.6,3.6,0.0,True,12.0,True,True,True
N20_lambda1_rep000_seed15464601493164438671,15464601493164438671,0,20,4,"[5, 5, 5, 5]","[[5, 12, 22, 28, 39], [8, 12, 12, 13, 16], [8, 19, 22, 25, 29], [0, 9, 16, 18, 19]]",1.0,1.0,1.0,0.25,1,3,PP,uniform_600s,2,2,8,8,"[[1, 1, 1, 1, 1], [1, 3, 1], [1, 1, 1, 1, 1], [1, 1, 3]]",16,94,150,0.3733333333333333,0.001848,20,0.65,13,12.75,255,600.0,12,OPTIMAL,3.6,72.0,72.0,0.0,0.09226512908935547,0.005831965245306492,0.09816330696911621,586.0,0.0013530254364013672,4,OPTIMAL,3.6,0.0,0.46469807624816895,3.6,uniform_600s,3.6,3.6,0.0,True,12.75,True,True,True
N20_lambda1_rep000_seed15464601493164438671,15464601493164438671,0,20,4,"[5, 5, 5, 5]","[[5, 12, 22, 28, 39], [8, 12, 12, 13, 16], [8, 19, 22, 25, 29], [0, 9, 16, 18, 19]]",1.0,1.0,1.0,0.25,1,3,PP,uniform_600s,4,4,2,2,"[[1, 1, 1, 1, 1], [2, 2, 1], [1, 2, 2], [1, 1, 2, 1]]",15,83,150,0.44666666666666666,0.001913,20,7.1,142,26.5,530,600.0,12,OPTIMAL,3.7,74.0,73.99999999998806,0.0,0.12252688407897949,0.005583659745752811,0.1281709084921603,776.0,0.0011098384857177734,8,OPTIMAL,3.6,0.0,0.46469807624816895,3.6,uniform_600s,3.7,3.7,0.10000000000000009,True,26.4,True,True,True
N20_lambda1_rep000_seed15464601493164438671,15464601493164438671,0,20,4,"[5, 5, 5, 5]","[[5, 12, 22, 28, 39], [8, 12, 12, 13, 16], [8, 19, 22, 25, 29], [0, 9, 16, 18, 19]]",1.0,1.0,1.0,0.25,1,3,PP,uniform_600s,4,4,4,4,"[[1, 1, 1, 1, 1], [4, 1], [1, 4], [1, 1, 3]]",12,51,150,0.6599999999999999,0.004697,20,8.6,172,39.75,795,600.0,12,OPTIMAL,3.7,74.0,74.0,0.0,0.026103973388671875,0.0050670187920331955,0.03123268798491669,133.0,0.00021600723266601562,4,OPTIMAL,3.6,0.0,0.46469807624816895,3.6,uniform_600s,3.7,3.7,0.10000000000000009,True,39.65,True,True,True
N20_lambda1_rep000_seed15464601493164438671,15464601493164438671,0,20,4,"[5, 5, 5, 5]","[[5, 12, 22, 28, 39], [8, 12, 12, 13, 16], [8, 19, 22, 25, 29], [0, 9, 16, 18, 19]]",1.0,1.0,1.0,0.25,1,3,PP,uniform_600s,4,4,6,6,"[[1, 1, 1, 1, 1], [5], [1, 4], [1, 1, 3]]",11,41,150,0.7266666666666667,0.001803,20,10.0,200,42.4,848,600.0,12,OPTIMAL,3.7,74.0,73.99999999999926,0.0,0.008975028991699219,0.004704982042312622,0.013735571835663795,1.0,0.0001571178436279297,4,OPTIMAL,3.6,0.0,0.46469807624816895,3.6,uniform_600s,3.7,3.7,0.10000000000000009,True,42.3,True,True,True
N20_lambda1_rep000_seed15464601493164438671,15464601493164438671,0,20,4,"[5, 5, 5, 5]","[[5, 12, 22, 28, 39], [8, 12, 12, 13, 16], [8, 19, 22, 25, 29], [0, 9, 16, 18, 19]]",1.0,1.0,1.0,0.25,1,3,PP,uniform_600s,4,4,8,8,"[[1, 1, 1, 1, 1], [5], [1, 4], [1, 1, 3]]",11,41,150,0.7266666666666667,0.001823,20,10.0,200,45.05,901,600.0,12,OPTIMAL,3.7,74.0,73.99999999999926,0.0,0.009013175964355469,0.005097103305160999,0.014173031254992962,1.0,0.00015997886657714844,4,OPTIMAL,3.6,0.0,0.46469807624816895,3.6,uniform_600s,3.7,3.7,0.10000000000000009,True,44.949999999999996,True,True,True
N20_lambda1_rep000_seed15464601493164438671,15464601493164438671,0,20,4,"[5, 5, 5, 5]","[[5, 12, 22, 28, 39], [8, 12, 12, 13, 16], [8, 19, 22, 25, 29], [0, 9, 16, 18, 19]]",1.0,1.0,1.0,0.25,1,3,PP,uniform_600s,6,6,2,2,"[[1, 1, 2, 1], [2, 2, 1], [1, 2, 2], [1, 1, 2, 1]]",14,73,150,0.5133333333333333,0.001883,20,11.15,223,45.5,910,600.0,12,OPTIMAL,3.7,74.0,74.0,0.0,0.07512998580932617,0.004972635768353939,0.08016373576210307,417.0,0.0010230541229248047,5,OPTIMAL,3.6,0.0,0.46469807624816895,3.6,uniform_600s,3.7,3.7,0.10000000000000009,True,45.4,True,True,True
N20_lambda1_rep000_seed15464601493164438671,15464601493164438671,0,20,4,"[5, 5, 5, 5]","[[5, 12, 22, 28, 39], [8, 12, 12, 13, 16], [8, 19, 22, 25, 29], [0, 9, 16, 18, 19]]",1.0,1.0,1.0,0.25,1,3,PP,uniform_600s,6,6,4,4,"[[1, 1, 2, 1], [4, 1], [1, 4], [1, 1, 3]]",11,44,150,0.7066666666666667,0.0024635,20,12.65,253,68.25,1365,600.0,12,OPTIMAL,3.7,74.0,74.0,0.0,0.01761794090270996,0.006781400181353092,0.024472168798542977,55.0,0.00021696090698242188,5,OPTIMAL,3.6,0.0,0.46469807624816895,3.6,uniform_600s,3.7,3.7,0.10000000000000009,True,68.15,True,True,True
N20_lambda1_rep000_seed15464601493164438671,15464601493164438671,0,20,4,"[5, 5, 5, 5]","[[5, 12, 22, 28, 39], [8, 12, 12, 13, 16], [8, 19, 22, 25, 29], [0, 9, 16, 18, 19]]",1.0,1.0,1.0,0.25,1,3,PP,uniform_600s,6,6,6,6,"[[1, 1, 2, 1], [5], [1, 4], [1, 1, 3]]",10,35,150,0.7666666666666666,0.001868,20,14.05,281,72.8,1456,600.0,12,OPTIMAL,3.7,74.0,74.0,0.0,0.005858898162841797,0.005354694090783596,0.011269808513789654,1.0,0.00015592575073242188,2,OPTIMAL,3.6,0.0,0.46469807624816895,3.6,uniform_600s,3.7,3.7,0.10000000000000009,True,72.7,True,True,True
N20_lambda1_rep000_seed15464601493164438671,15464601493164438671,0,20,4,"[5, 5, 5, 5]","[[5, 12, 22, 28, 39], [8, 12, 12, 13, 16], [8, 19, 22, 25, 29], [0, 9, 16, 18, 19]]",1.0,1.0,1.0,0.25,1,3,PP,uniform_600s,6,6,8,8,"[[1, 1, 2, 1], [5], [1, 4], [1, 1, 3]]",10,35,150,0.7666666666666666,0.0018725,20,14.05,281,77.35,1547,600.0,12,OPTIMAL,3.7,74.0,74.0,0.0,0.005618095397949219,0.0048303017392754555,0.01050333546620369,1.0,0.000164031982421875,2,OPTIMAL,3.6,0.0,0.46469807624816895,3.6,uniform_600s,3.7,3.7,0.10000000000000009,True,77.25,True,True,True
N20_lambda1_rep000_seed15464601493164438671,15464601493164438671,0,20,4,"[5, 5, 5, 5]","[[5, 12, 22, 28, 39], [8, 12, 12, 13, 16], [8, 19, 22, 25, 29], [0, 9, 16, 18, 19]]",1.0,1.0,1.0,0.25,1,3,PP,uniform_600s,8,8,2,2,"[[2, 2, 1], [2, 2, 1], [1, 2, 2], [1, 2, 2]]",12,54,150,0.64,0.0017625,20,21.2,424,64.5,1290,600.0,12,OPTIMAL,4.95,99.0,99.0,0.0,0.029247045516967773,0.00523403100669384,0.03454203016121388,191.0,0.00021696090698242188,8,OPTIMAL,3.6,0.0,0.46469807624816895,3.6,uniform_600s,4.95,4.95,1.35,True,63.15,True,True,True
N20_lambda1_rep000_seed15464601493164438671,15464601493164438671,0,20,4,"[5, 5, 5, 5]","[[5, 12, 22, 28, 39], [8, 12, 12, 13, 16], [8, 19, 22, 25, 29], [0, 9, 16, 18, 19]]",1.0,1.0,1.0,0.25,1,3,PP,uniform_600s,8,8,4,4,"[[2, 2, 1], [4, 1], [1, 4], [1, 4]]",9,30,150,0.8,0.003135,20,23.35,467,96.75,1935,600.0,12,OPTIMAL,4.95,99.0,98.99999999999869,0.0,0.007120847702026367,0.006784074008464813,0.013992480170557499,1.0,0.00018095970153808594,2,OPTIMAL,3.6,0.0,0.46469807624816895,3.6,uniform_600s,4.95,4.95,1.35,True,95.4,True,True,True
N20_lambda1_rep000_seed15464601493164438671,15464601493164438671,0,20,4,"[5, 5, 5, 5]","[[5, 12, 22, 28, 39], [8, 12, 12, 13, 16], [8, 19, 22, 25, 29], [0, 9, 16, 18, 19]]",1.0,1.0,1.0,0.25,1,3,PP,uniform_600s,8,8,6,6,"[[2, 2, 1], [5], [1, 4], [1, 4]]",8,23,150,0.8466666666666667,0.00295,20,24.75,495,103.2,2064,600.0,12,OPTIMAL,4.95,99.0,99.0,0.0,0.004205942153930664,0.006392211653292179,0.010687360110116005,1.0,0.00019097328186035156,2,OPTIMAL,3.6,0.0,0.46469807624816895,3.6,uniform_600s,4.95,4.95,1.35,True,101.85000000000001,True,True,True
N20_lambda1_rep000_seed15464601493164438671,15464601493164438671,0,20,4,"[5, 5, 5, 5]","[[5, 12, 22, 28, 39], [8, 12, 12, 13, 16], [8, 19, 22, 25, 29], [0, 9, 16, 18, 19]]",1.0,1.0,1.0,0.25,1,3,PP,uniform_600s,8,8,8,8,"[[2, 2, 1], [5], [1, 4], [1, 4]]",8,23,150,0.8466666666666667,0.004277,20,24.75,495,109.65,2193,600.0,12,OPTIMAL,4.95,99.0,99.0,0.0,0.0035598278045654297,0.004258977249264717,0.007872669392992974,1.0,0.00012993812561035156,2,OPTIMAL,3.6,0.0,0.46469807624816895,3.6,uniform_600s,4.95,4.95,1.35,True,108.30000000000001,True,True,True
N20_lambda1_rep001_seed194818580614061567,194818580614061567,1,20,4,"[5, 5, 5, 5]","[[4, 12, 15, 21, 22], [2, 4, 7, 9, 10], [10, 21, 23, 25, 30], [4, 7, 8, 16, 26]]",1.0,1.0,1.0,0.25,1,3,PP,uniform_600s,2,2,2,2,"[[1, 1, 1, 2], [2, 2, 1], [1, 2, 1, 1], [1, 2, 1, 1]]",15,84,150,0.43999999999999995,0.003115,20,2.1,42,7.5,150,600.0,12,OPTIMAL,4.6,92.0,91.99999999999523,0.0,0.2365870475769043,0.009459187276661396,0.24615429780053139,3501.0,0.0019521713256835938,8,OPTIMAL,4.5,0.0,1.2679438591003418,4.5,uniform_600s,4.6,4.6,0.09999999999999964,True,7.4,True,True,True
