N,L,demand_pattern,arrival_mode,hS,cases,optimal_case_count,mean_vehicle_level_average_delay,ci95_vehicle_level_average_delay,mean_vehicle_level_mip_gap,ci95_vehicle_level_mip_gap,mean_vehicle_level_nodes,ci95_vehicle_level_nodes,mean_vehicle_level_model_construction_seconds,ci95_vehicle_level_model_construction_seconds,mean_vehicle_level_downstream_optimization_seconds,ci95_vehicle_level_downstream_optimization_seconds,mean_vehicle_level_wall_time_seconds,ci95_vehicle_level_wall_time_seconds,statuses
40,4,balanced,poisson,2,30,0,,,0.7740598809582035,0.010559016304550198,12758.266666666666,957.4487479411143,0.01747588145857056,0.0013817351526701418,30.002372654279075,0.0019259368681939146,30.01990985063215,0.0021232752327806845,"{""TIME_LIMIT"": 30}"
