seed,replication,N,L,counts,releases,arrival_rate,h_F,h_S,threshold,max_platoon_size,method,partition,number_of_platoons,ordering_variable_count,vehicle_level_ordering_variable_count,dimension_reduction_ratio,formation_time_ms,formation_repetitions,model_build_time_s,solve_time_s,end_to_end_time_s,status,objective,actual_optimality_gap,actual_gap_reference,terminal_mip_gap,node_count,partition_specific_upper_bound,scaled_partition_specific_upper_bound,rule_level_upper_bound,scaled_rule_level_upper_bound,np_optimal_objective,matching_chp_objective,pp_optimal_objective,D_NP,D_CHP,D_PP,bound_check_available,bound_valid,bound_slack,delay_order_check_available,np_pp_chp_delay_order_holds
13221979248995059580,0,24,4,"[6, 6, 6, 6]","[[0, 2, 2, 3, 3, 4], [3, 4, 4, 4, 5, 8], [2, 2, 3, 5, 6, 6], [2, 2, 2, 3, 3, 3]]",1.0,1,2,,1,NP,"[[1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1]]",24,216,216,0.0,0.0015225,20,0.01850944757461548,30.019644021987915,30.038244554560563,TIME_LIMIT,10.458333333333334,,,0.2108900814055137,314669.0,0.0,0,0.0,0,,,,,,,False,,,False,
13221979248995059580,0,24,4,"[6, 6, 6, 6]","[[0, 2, 2, 3, 3, 4], [3, 4, 4, 4, 5, 8], [2, 2, 3, 5, 6, 6], [2, 2, 2, 3, 3, 3]]",1.0,1,2,2,,CHP,"[[6], [5, 1], [6], [6]]",5,9,216,0.9583333333333334,0.001803,20,0.004969942383468151,0.005440950393676758,0.010483696084943294,OPTIMAL,10.583333333333334,,,0.0,1.0,1.6666666666666667,40,20.125,483,,,,,10.583333333333334,,False,,,False,
13221979248995059580,0,24,4,"[6, 6, 6, 6]","[[0, 2, 2, 3, 3, 4], [3, 4, 4, 4, 5, 8], [2, 2, 3, 5, 6, 6], [2, 2, 2, 3, 3, 3]]",1.0,1,2,2,2,PP,"[[2, 2, 2], [2, 2, 1, 1], [2, 2, 2], [2, 2, 2]]",13,63,216,0.7083333333333333,0.0020535,20,0.005828438326716423,0.47502994537353516,0.4809357420809898,OPTIMAL,10.583333333333334,,,0.0,17465.0,1.6666666666666667,40,10.5,252,,10.583333333333334,10.583333333333334,,10.583333333333334,10.583333333333334,False,,,False,
13221979248995059580,0,24,4,"[6, 6, 6, 6]","[[0, 2, 2, 3, 3, 4], [3, 4, 4, 4, 5, 8], [2, 2, 3, 5, 6, 6], [2, 2, 2, 3, 3, 3]]",1.0,1,2,2,3,PP,"[[3, 3], [3, 2, 1], [3, 3], [3, 3]]",9,30,216,0.8611111111111112,0.001938,20,0.005308433435857296,0.06253218650817871,0.06791929147360373,OPTIMAL,10.583333333333334,,,0.0,1068.0,0.875,21,14.0,336,,10.583333333333334,10.583333333333334,,10.583333333333334,10.583333333333334,False,,,False,
13221979248995059580,0,24,4,"[6, 6, 6, 6]","[[0, 2, 2, 3, 3, 4], [3, 4, 4, 4, 5, 8], [2, 2, 3, 5, 6, 6], [2, 2, 2, 3, 3, 3]]",1.0,1,2,2,4,PP,"[[4, 2], [4, 1, 1], [4, 2], [4, 2]]",9,30,216,0.8611111111111112,0.0033205,20,0.006428436376154423,0.0459749698638916,0.05250543389443922,OPTIMAL,10.583333333333334,,,0.0,585.0,1.6666666666666667,40,15.75,378,,10.583333333333334,10.583333333333334,,10.583333333333334,10.583333333333334,False,,,False,
13221979248995059580,0,24,4,"[6, 6, 6, 6]","[[0, 2, 2, 3, 3, 4], [3, 4, 4, 4, 5, 8], [2, 2, 3, 5, 6, 6], [2, 2, 2, 3, 3, 3]]",1.0,1,2,2,5,PP,"[[5, 1], [5, 1], [5, 1], [5, 1]]",8,24,216,0.8888888888888888,0.001948,20,0.00522720068693161,0.030122041702270508,0.03542215344409752,OPTIMAL,10.583333333333334,,,0.0,209.0,1.6666666666666667,40,16.625,399,,10.583333333333334,10.583333333333334,,10.583333333333334,10.583333333333334,False,,,False,
13221979248995059580,0,24,4,"[6, 6, 6, 6]","[[0, 2, 2, 3, 3, 4], [3, 4, 4, 4, 5, 8], [2, 2, 3, 5, 6, 6], [2, 2, 2, 3, 3, 3]]",1.0,1,2,3,,CHP,"[[6], [6], [6], [6]]",4,6,216,0.9722222222222222,0.002414,20,0.005618602968752384,0.0034189224243164062,0.009112733428145885,OPTIMAL,10.583333333333334,,,0.0,1.0,3.1666666666666665,76,42.166666666666664,1012,,,,,10.583333333333334,,False,,,False,
13221979248995059580,0,24,4,"[6, 6, 6, 6]","[[0, 2, 2, 3, 3, 4], [3, 4, 4, 4, 5, 8], [2, 2, 3, 5, 6, 6], [2, 2, 2, 3, 3, 3]]",1.0,1,2,3,2,PP,"[[2, 2, 2], [2, 2, 2], [2, 2, 2], [2, 2, 2]]",12,54,216,0.75,0.001998,20,0.005567564629018307,0.3850710391998291,0.39071063821778107,OPTIMAL,10.583333333333334,,,0.0,15105.0,3.1666666666666665,76,22.0,528,,10.583333333333334,10.583333333333334,,10.583333333333334,10.583333333333334,False,,,False,
13221979248995059580,0,24,4,"[6, 6, 6, 6]","[[0, 2, 2, 3, 3, 4], [3, 4, 4, 4, 5, 8], [2, 2, 3, 5, 6, 6], [2, 2, 2, 3, 3, 3]]",1.0,1,2,3,3,PP,"[[3, 3], [3, 3], [3, 3], [3, 3]]",8,24,216,0.8888888888888888,0.003135,20,0.007172210142016411,0.04810190200805664,0.05537428351176739,OPTIMAL,10.583333333333334,,,0.0,1013.0,2.375,57,29.333333333333332,704,,10.583333333333334,10.583333333333334,,10.583333333333334,10.583333333333334,False,,,False,
13221979248995059580,0,24,4,"[6, 6, 6, 6]","[[0, 2, 2, 3, 3, 4], [3, 4, 4, 4, 5, 8], [2, 2, 3, 5, 6, 6], [2, 2, 2, 3, 3, 3]]",1.0,1,2,3,4,PP,"[[4, 2], [4, 2], [4, 2], [4, 2]]",8,24,216,0.8888888888888888,0.001913,20,0.005048369988799095,0.02814793586730957,0.03326377558345842,OPTIMAL,10.583333333333334,,,0.0,433.0,3.1666666666666665,76,33.0,792,,10.583333333333334,10.583333333333334,,10.583333333333334,10.583333333333334,False,,,False,
