N,arrival_rate,method,threshold,max_platoon_size,cases,case_count,optimality_rate,mean_average_delay,median_average_delay,mean_actual_optimality_gap,median_actual_optimality_gap,actual_gap_case_count,actual_gap_availability_rate,bound_check_case_count,bound_violation_count,bound_violation_rate,mean_rule_level_upper_bound,median_rule_level_upper_bound,mean_bound_slack,median_bound_slack,delay_order_check_case_count,delay_order_failure_count,delay_order_failure_rate,mean_number_of_platoons,mean_ordering_variable_count,mean_dimension_reduction_ratio,mean_formation_time_ms,median_formation_time_ms,mean_solve_time_s,mean_end_to_end_time_s,mean_terminal_mip_gap,mean_node_count
24,1.0,CHP,2,NA,20,20,1.0,9.679166666666667,9.708333333333332,,,0,0.0,0,0,,20.125,20.125,,,0,0,,5.15,10.25,0.9525462962962964,0.002845425,0.0029395000000000003,0.010758376121520996,0.01590880924074869,0.0,85.8
24,1.0,CHP,3,NA,20,20,1.0,9.741666666666667,9.708333333333332,,,0,0.0,0,0,,42.166666666666664,42.166666666666664,,,0,0,,4.35,7.1,0.9671296296296296,0.003099925,0.0034479999999999997,0.003532123565673828,0.008443375834379124,0.0,1.0
24,1.0,CHP,4,NA,20,20,1.0,9.741666666666667,9.708333333333332,,,0,0.0,0,0,,64.20833333333333,64.20833333333333,,,0,0,,4.2,6.6,0.9694444444444444,0.002343325,0.00176775,0.0030427098274230955,0.007777332585360598,0.0,1.0
24,1.0,NP,NA,1,20,20,0.0,9.602083333333333,9.770833333333332,,,0,0.0,0,0,,0.0,0.0,,,0,0,,24.0,216.0,0.0,0.00234755,0.0018552500000000001,30.010293841362,30.020319513615796,0.3050091569789668,257348.2
24,1.0,PP,2,2,20,20,1.0,9.635416666666668,9.708333333333332,,,0,0.0,0,0,,10.5,10.5,,,0,0,,12.5,58.55,0.7289351851851851,0.003123975,0.00263625,0.41742212772369386,0.42348838615474726,0.0,15827.25
24,1.0,PP,2,3,20,20,1.0,9.627083333333333,9.708333333333332,,,0,0.0,0,0,,14.0,14.0,,,0,0,,8.9,29.9,0.861574074074074,0.0028236,0.00199575,0.0638129711151123,0.06935723234658525,0.0,1623.5
24,1.0,PP,2,4,20,20,1.0,9.65625,9.708333333333332,,,0,0.0,0,0,,15.75,15.75,,,0,0,,8.25,25.5,0.8819444444444444,0.002914475,0.00261875,0.03726593255996704,0.042650401586389636,0.0,547.8
24,1.0,PP,2,5,20,20,1.0,9.647916666666667,9.708333333333332,,,0,0.0,0,0,,16.625,16.625,,,0,0,,8.0,24.0,0.888888888888889,0.00271155,0.0019255000000000001,0.02656986713409424,0.03174158595934777,0.0,314.2
24,1.0,PP,3,2,20,20,1.0,9.635416666666668,9.708333333333332,,,0,0.0,0,0,,22.0,22.0,,,0,0,,12.15,55.35,0.74375,0.00296405,0.002033,0.4225920796394348,0.42833538453509423,0.0,16572.55
24,1.0,PP,3,3,20,20,1.0,9.65625,9.708333333333332,,,0,0.0,0,0,,29.333333333333332,29.333333333333332,,,0,0,,8.25,25.5,0.8819444444444444,0.00260045,0.0019104999999999999,0.045527732372283934,0.05079044896357341,0.0,889.05
24,1.0,PP,3,4,20,20,1.0,9.66875,9.708333333333332,,,0,0.0,0,0,,33.0,33.0,,,0,0,,8.05,24.3,0.8875,0.002803775,0.001913,0.030746662616729738,0.03581690576903763,0.0,454.1
24,1.0,PP,3,5,20,20,1.0,9.710416666666667,9.708333333333332,,,0,0.0,0,0,,34.833333333333336,34.833333333333336,,,0,0,,8.0,24.0,0.888888888888889,0.0028542750000000003,0.00196525,0.023661673069000244,0.028768004248332885,0.0,245.75
24,1.0,PP,4,2,20,20,1.0,9.635416666666668,9.708333333333332,,,0,0.0,0,0,,33.5,33.5,,,0,0,,12.1,54.9,0.7458333333333333,0.003007775,0.0020455,0.4275406837463379,0.43317040346918134,0.0,16620.4
24,1.0,PP,4,3,20,20,1.0,9.65625,9.708333333333332,,,0,0.0,0,0,,44.666666666666664,44.666666666666664,,,0,0,,8.15,24.9,0.8847222222222222,0.003116725,0.0020705000000000003,0.043321406841278075,0.04857601230776534,0.0,838.6
24,1.0,PP,4,4,20,20,1.0,9.66875,9.708333333333332,,,0,0.0,0,0,,50.25,50.25,,,0,0,,8.05,24.3,0.8875,0.0026547999999999997,0.001903,0.02984745502471924,0.035023259203689504,0.0,441.85
24,1.0,PP,4,5,20,20,1.0,9.710416666666667,9.708333333333332,,,0,0.0,0,0,,53.041666666666664,53.041666666666664,,,0,0,,8.0,24.0,0.888888888888889,0.0026138000000000003,0.001858,0.023866915702819826,0.028815871287490774,0.0,233.6
